Location,Latitude,Longitude,Neighborhood,Community,Ward,Emergency,Day,Tow_Zone,Date,Time
2934 COLFAX AVE S,44.9562683105,-93.2904052734,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2934 GARFIELD AVE S,44.949298858599995,-93.28700256350001,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2934 OAKLAND AVE S,44.949161529499996,-93.26634216309999,Phillips West,Phillips,6,Yardville,2,3,02/26/2018,00:00
2934 POLK ST NE,45.0213699341,-93.24471282959999,Audubon Park,Northeast,1,Yardville,2,2,02/26/2018,00:00
2935 COLUMBUS AVE S,44.949157714799995,-93.2639007568,Phillips West,Phillips,6,Yardville,3,3,02/27/2018,00:00
2936 11TH AVE S,44.949005127,-93.25894927979999,Midtown Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2936 12TH AVE S,44.9489440918,-93.2585601807,Midtown Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2936 13TH AVE S,44.9489936829,-93.2568283081,Midtown Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2936 17TH AVE S,44.9493293762,-93.2502288818,East Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2936 COLUMBUS AVE S,44.9490814209,-93.26398468020001,Phillips West,Phillips,6,Yardville,2,3,02/26/2018,00:00
2938 11TH AVE S,44.9492149353,-93.2592697144,Midtown Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2938 12TH AVE S,44.9485626221,-93.2577819824,Midtown Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2938 COLFAX AVE S,44.9562683105,-93.2904052734,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2938 COLFAX AVE S,44.9562683105,-93.2904052734,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2938 GARFIELD AVE S,44.9491348267,-93.286819458,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2940 13TH AVE S,44.948997497600004,-93.25667572020001,Midtown Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2940 14TH AVE S,44.948852539099995,-93.25545501709999,Midtown Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2940 COLFAX AVE S,44.9562683105,-93.2904052734,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2941 COLUMBUS AVE S,44.9479942322,-93.2637481689,Central,Powderhorn,9,Yardville,3,5,02/27/2018,00:00
2942 BRIGHTON AVE NE,45.0215263367,-93.227180481,Waite Park,Northeast,1,Yardville,2,2,02/26/2018,00:00
2942 COLFAX AVE N,45.010803222700005,-93.29183197020001,Hawthorne,Near North,5,Yardville,2,1,02/26/2018,00:00
2942 COLFAX AVE S,44.9562683105,-93.2904052734,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2942 COLFAX AVE S,44.9562683105,-93.2904052734,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2945 5TH AVE S,44.948791503900004,-93.26901245120001,Phillips West,Phillips,6,Yardville,3,3,02/27/2018,00:00
2946 COLUMBUS AVE S,44.949028015100005,-93.26586914059999,Phillips West,Phillips,6,Yardville,2,3,02/26/2018,00:00
2946 GARFIELD AVE S,44.949131011999995,-93.2869796753,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2946 UPTON AVE N,45.010974884,-93.3147277832,Jordan,Near North,4,Yardville,2,1,02/26/2018,00:00
2948 GIRARD AVE N,45.0109786987,-93.2968292236,Jordan,Near North,5,Yardville,2,1,02/26/2018,00:00
2950 RUSSELL AVE N,45.010795593299996,-93.3107528687,Jordan,Near North,4,Yardville,2,1,02/26/2018,00:00
2951 HARRIET AVE S,44.947814941400004,-93.2853622437,Lyndale,Powderhorn,8,Yardville,3,5,02/27/2018,00:00
2952 RUSSELL AVE N,45.0109443665,-93.3106155396,Jordan,Near North,4,Yardville,2,1,02/26/2018,00:00
2955 CLEVELAND ST NE,45.021884918199994,-93.23072052,Waite Park,Northeast,1,Yardville,3,2,02/27/2018,00:00
2958 RUSSELL AVE N,45.0111618042,-93.310798645,Jordan,Near North,4,Yardville,2,1,02/26/2018,00:00
3 4TH ST NE,44.9885368347,-93.2553634644,Nicollet Island - East Bank,University,3,Yardville,1,2,02/25/2018,00:00
3 UNIVERSITY AVE NE,44.9882583618,-93.2566680908,Nicollet Island - East Bank,University,3,Yardville,1,2,02/25/2018,00:00
30 33RD ST E,44.9431266785,-93.2769241333,Lyndale,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
30 34TH ST W,44.941284179700006,-93.2793655396,Lyndale,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
30 ST MARYS AVE SE,44.9708557129,-93.2184829712,Prospect Park - East River Road,University,2,Yardville,2,4,02/26/2018,00:00
300 32ND ST W,44.9449691772,-93.2829208374,Lyndale,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
300 5TH AVE SE,44.984495,-93.249038,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
3000 17TH AVE S,44.948013305699995,-93.2499542236,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3000 38TH AVE S,44.947872161899994,-93.2179107666,Longfellow,Longfellow,2,Yardville,2,6,02/26/2018,00:00
3000 5TH AVE S,44.9481277466,-93.26901245120001,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
3000 JAMES AVE S,44.9482078552,-93.3034057617,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3002 30TH AVE S,44.9480705261,-93.2284469604,Longfellow,Longfellow,2,Yardville,2,6,02/26/2018,00:00
3002 38TH AVE S,44.9476509094,-93.2179946899,Longfellow,Longfellow,2,Yardville,2,6,02/26/2018,00:00
3002 58TH ST W,44.8980064392,-93.31773376459999,Armatage,Southwest,13,Yardville,2,5,02/26/2018,00:00
3002 5TH AVE S,44.9481163025,-93.26901245120001,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
3002 COLUMBUS AVE S,44.947933197,-93.263923645,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
3002 KNOX AVE S,44.948051452600005,-93.3047332764,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3002 OAKLAND AVE S,44.9481163025,-93.2665252686,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
3002 UPTON AVE N,45.0112686157,-93.3146057129,Jordan,Near North,4,Yardville,2,1,02/26/2018,00:00
3004 31ST ST E,44.9466781616,-93.2280044556,Longfellow,Longfellow,2,Yardville,2,6,02/26/2018,00:00
3004 40TH AVE S,44.948013305699995,-93.2154769897,Cooper,Longfellow,2,Yardville,2,6,02/26/2018,00:00
3004 41ST AVE S,44.948120117200006,-93.21405029299999,Cooper,Longfellow,2,Yardville,2,6,02/26/2018,00:00
3004 45TH AVE S,44.947978973400005,-93.2087936401,Cooper,Longfellow,2,Yardville,2,6,02/26/2018,00:00
3004 5TH AVE S,44.948150634799994,-93.2690658569,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
3004 HUMBOLDT AVE S,44.9487380981,-93.301399231,East Isles,Calhoun Isle,7,Yardville,2,3,02/26/2018,00:00
3006 JAMES AVE S,44.948020935100004,-93.30352783200001,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3006 OLIVER AVE N,45.0116348267,-93.3070526123,Jordan,Near North,5,Yardville,2,1,02/26/2018,00:00
3006 PLEASANT AVE,44.94222259520001,-93.2996368408,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3007 DUPONT AVE N,45.01153182979999,-93.2930526733,Hawthorne,Near North,5,Yardville,3,1,02/27/2018,00:00
3007 THOMAS AVE N,45.01160049439999,-93.31321716309999,Jordan,Near North,4,Yardville,3,1,02/27/2018,00:00
3008 11TH AVE S,44.9481048584,-93.2589035034,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3008 40TH AVE S,44.9481964111,-93.2155151367,Cooper,Longfellow,2,Yardville,2,6,02/26/2018,00:00
3008 45TH AVE S,44.9478645325,-93.20880126950001,Cooper,Longfellow,2,Yardville,2,6,02/26/2018,00:00
3008 COLUMBUS AVE S,44.9479179382,-93.2639389038,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
3008 OAKLAND AVE S,44.9478492737,-93.2665176392,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
301 18TH ST E,44.965179443400004,-93.2726593018,Steven's Square - Loring Heights,Central,6,Yardville,3,3,02/27/2018,00:00
301 19TH ST E,44.963939,-93.272375,Steven's Square - Loring Heights,Central,6,Yardville,3,3,02/27/2018,00:00
301 27TH ST W,44.953739166300004,-93.2832717896,Whittier,Powderhorn,10,Yardville,3,3,02/27/2018,00:00
301 RIDGEWOOD AVE S,44.963957,-93.282876,Steven's Square - Loring Heights,Central,7,Yardville,3,3,02/27/2018,00:00
3010 CLINTON AVE S,44.947704315200006,-93.27160644530001,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
3010 PILLSBURY AVE,44.9480056763,-93.2811965942,Lyndale,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
3012 16TH AVE S,44.9460487366,-93.2512588501,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3012 JAMES AVE S,44.947872161899994,-93.30360412600001,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3012 OLIVER AVE N,45.0118522644,-93.3069992065,Jordan,Near North,5,Yardville,2,1,02/26/2018,00:00
3014 13TH AVE S,44.947528839099995,-93.25631713870001,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3014 16TH AVE S,44.9459877014,-93.2512588501,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3014 FREMONT AVE S,44.94222259520001,-93.2996368408,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3014 GIRARD AVE N,45.0117912292,-93.2968215942,Jordan,Near North,5,Yardville,2,1,02/26/2018,00:00
3014 IRVING AVE N,45.0118026733,-93.29936981200001,Jordan,Near North,5,Yardville,2,1,02/26/2018,00:00
3014 JAMES AVE S,44.947944641099994,-93.30360412600001,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3015 HARRIET AVE S,44.947734832799995,-93.28567504879999,Lyndale,Powderhorn,8,Yardville,3,5,02/27/2018,00:00
3016 COLUMBUS AVE S,44.9477844238,-93.26396942139999,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
3016 DUPONT AVE N,45.0119743347,-93.29306793209999,Hawthorne,Near North,5,Yardville,2,1,02/26/2018,00:00
3016 FREMONT AVE S,44.94222259520001,-93.2996368408,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3016 QUEEN AVE N,45.0120010376,-93.30947113040001,Jordan,Near North,5,Yardville,2,1,02/26/2018,00:00
3017 HARRIET AVE S,44.947734832799995,-93.2855987549,Lyndale,Powderhorn,8,Yardville,3,5,02/27/2018,00:00
3018 16TH AVE S,44.9478530884,-93.2512664795,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3018 57TH ST W,44.89981079100001,-93.31800842290001,Armatage,Southwest,13,Yardville,2,5,02/26/2018,00:00
3018 ALDRICH AVE S,44.9476966858,-93.2894515991,South Uptown,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3018 JAMES AVE S,44.9475822449,-93.30352783200001,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3018 PILLSBURY AVE,44.947631835900005,-93.2815856934,Lyndale,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
3018 PILLSBURY AVE,44.9475860596,-93.28143310549999,Lyndale,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
3018 PLEASANT AVE,44.94222259520001,-93.2996368408,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3019 35TH AVE S,44.9475708008,-93.22166442870001,Longfellow,Longfellow,2,Yardville,3,6,02/27/2018,00:00
3019 UPTON AVE N,45.012218475299996,-93.31455230709999,Jordan,Near North,4,Yardville,3,1,02/27/2018,00:00
302 15TH ST W,44.967792511000006,-93.2822189331,Loring Park,Central,7,Yardville,1,3,02/25/2018,00:00
302 32ND ST E,44.9449882507,-93.2725448608,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
302 8TH AVE SE,44.982751,-93.24446800000001,Marcy Holmes,University,3,Yardville,2,4,02/26/2018,00:00
302 DUPONT AVE N,44.980968475299996,-93.2930221558,Sumner - Glenwood,Near North,5,Yardville,2,3,02/26/2018,00:00
302 LOGAN AVE N,44.9809837341,-93.30325317379999,Harrison,Near North,5,Yardville,2,3,02/26/2018,00:00
3020 ALDRICH AVE S,44.9476966858,-93.2895278931,South Uptown,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3020 COLFAX AVE S,44.9476966858,-93.2919692993,South Uptown,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3020 PILLSBURY AVE,44.947528839099995,-93.2814559937,Lyndale,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
3021 KNOX AVE S,44.947666168199994,-93.3046798706,ECCO,Calhoun Isle,10,Yardville,3,5,02/27/2018,00:00
3021 LONGFELLOW AVE S,44.9476966858,-93.2461471558,Corcoran,Powderhorn,9,Yardville,3,6,02/27/2018,00:00
3022 16TH AVE S,44.9474906921,-93.2512512207,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3022 29TH AVE S,44.9475021362,-93.2300415039,Longfellow,Longfellow,2,Yardville,2,6,02/26/2018,00:00
3022 FREMONT AVE S,44.94222259520001,-93.2996368408,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3022 GARFIELD AVE S,44.94222259520001,-93.2996368408,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3022 HARRIET AVE S,44.9475898743,-93.2855987549,Lyndale,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
3022 PLEASANT AVE,44.94222259520001,-93.2996368408,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3022 QUEEN AVE N,45.0122146606,-93.3095703125,Jordan,Near North,4,Yardville,2,1,02/26/2018,00:00
3023 HARRIET AVE S,44.9473724365,-93.2855148315,Lyndale,Powderhorn,8,Yardville,3,5,02/27/2018,00:00
3024 ELLIOT AVE,44.9475326538,-93.2614364624,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3024 FREMONT AVE S,44.94222259520001,-93.2996368408,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3024 GARFIELD AVE S,44.94222259520001,-93.2996368408,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3024 PILLSBURY AVE,44.947357177700006,-93.2813873291,Lyndale,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
3026 58TH ST W,44.898002624499995,-93.3185043335,Armatage,Southwest,13,Yardville,2,5,02/26/2018,00:00
3026 LOGAN AVE N,45.0123062134,-93.30389404299999,Jordan,Near North,5,Yardville,2,1,02/26/2018,00:00
3026 LOGAN AVE N,45.012077331499995,-93.30303192139999,Jordan,Near North,5,Yardville,2,1,02/26/2018,00:00
3026 NEWTON AVE N,45.0124702454,-93.305809021,Jordan,Near North,5,Yardville,2,1,02/26/2018,00:00
3028 GARFIELD AVE S,44.94222259520001,-93.2996368408,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
303 16TH AVE SE,44.978679657,-93.23358154299999,University of Minnesota,University,2,Yardville,1,4,02/25/2018,00:00
303 18TH ST E,44.965179443400004,-93.27258300780001,Steven's Square - Loring Heights,Central,6,Yardville,3,3,02/27/2018,00:00
303 19TH ST E,44.96398544310001,-93.2724838257,Steven's Square - Loring Heights,Central,6,Yardville,3,3,02/27/2018,00:00
3030 45TH AVE S,44.942184448199995,-93.20874786379999,Cooper,Longfellow,2,Yardville,2,6,02/26/2018,00:00
3030 HARRIET AVE S,44.9471893311,-93.28556060790001,Lyndale,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
3030 JAMES AVE S,44.9473342896,-93.30325317379999,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3032 FREMONT AVE S,44.94222259520001,-93.2996368408,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3032 HUMBOLDT AVE S,44.9472236633,-93.3007736206,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3032 JAMES AVE S,44.9472961426,-93.3033676147,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3034 HUMBOLDT AVE S,44.9472236633,-93.3007736206,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3035 49TH ST E,44.9144477844,-93.2280883789,Keewaydin,Nokomis,12,Yardville,3,6,02/27/2018,00:00
3035 PLEASANT AVE,44.9470825195,-93.2829818726,Lyndale,Powderhorn,8,Yardville,3,5,02/27/2018,00:00
3036 19TH AVE S,44.94713974,-93.2451248169,Corcoran,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3036 48TH AVE S,44.9472503662,-93.2051620483,Cooper,Longfellow,2,Yardville,2,6,02/26/2018,00:00
3036 5TH AVE S,44.947074890100005,-93.26907348629999,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
3038 17TH AVE S,44.9465637207,-93.25001525879999,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
3038 5TH AVE S,44.947002410900005,-93.26907348629999,Central,Powderhorn,9,Yardville,2,5,02/26/2018,00:00
3038 HARRIET AVE S,44.9471549988,-93.2854385376,Lyndale,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
304 15TH ST W,44.9678115845,-93.28232574459999,Loring Park,Central,7,Yardville,1,3,02/25/2018,00:00
304 16TH AVE SE,44.9784851074,-93.2334213257,University of Minnesota,University,2,Yardville,1,4,02/25/2018,00:00
3040 PLEASANT AVE,44.94222259520001,-93.2996368408,ECCO,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
3041 PLEASANT AVE,44.9469566345,-93.2830123901,Lyndale,Powderhorn,8,Yardville,3,5,02/27/2018,00:00
2200 36TH AVE NE,45.0335083008,-93.2292633057,Waite Park,Northeast,1,Yardville,2,2,02/26/2018,00:00
3042 13TH AVE S,44.946933746300004,-93.25630950930001,Powderhorn Park,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
2201 13TH AVE S,44.9608268738,-93.25575256350001,Ventura Village,Phillips,6,Yardville,3,3,02/27/2018,00:00
3042 COLFAX AVE S,44.946895599399994,-93.2920455933,South Uptown,Calhoun Isle,10,Yardville,2,5,02/26/2018,00:00
2202 36TH AVE NE,45.033500671400006,-93.2292175293,Waite Park,Northeast,1,Yardville,2,2,02/26/2018,00:00
3042 HARRIET AVE S,44.946929931599996,-93.28567504879999,Lyndale,Powderhorn,8,Yardville,2,5,02/26/2018,00:00
2202 GRAND AVE S,44.9608230591,-93.2843704224,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
3042 LONGFELLOW AVE S,44.9471817017,-93.2462997437,Corcoran,Powderhorn,9,Yardville,2,6,02/26/2018,00:00
2202 JACKSON ST NE,45.0100212097,-93.2491531372,Holland,Northeast,1,Yardville,2,2,02/26/2018,00:00
2204 21ST AVE S,44.9607315063,-93.2425765991,Seward,Longfellow,6,Yardville,2,4,02/26/2018,00:00
2204 BRYANT AVE S,44.960773468,-93.2906570435,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2204 GRAND AVE S,44.960437774700004,-93.284034729,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2205 BRYANT AVE S,44.9604949951,-93.29061126709999,Lowry Hill East,Calhoun Isle,10,Yardville,3,3,02/27/2018,00:00
2205 GARFIELD AVE S,44.9608383179,-93.28679656979999,Whittier,Powderhorn,10,Yardville,3,3,02/27/2018,00:00
2206 21ST AVE S,44.960651397700005,-93.242401123,Seward,Longfellow,6,Yardville,2,4,02/26/2018,00:00
2206 GIRARD AVE S,44.9607009888,-93.297164917,East Isles,Calhoun Isle,7,Yardville,2,3,02/26/2018,00:00
2206 IRVING AVE N,45.001953125,-93.29866790770001,Jordan,Near North,5,Yardville,2,1,02/26/2018,00:00
2206 TALMAGE AVE SE,44.9897155762,-93.22096252440001,Como,University,1,Yardville,2,4,02/26/2018,00:00
2207 43RD AVE N,45.033246000000005,-93.30858,Victory,Camden,4,Yardville,3,1,02/27/2018,00:00
2207 BRYANT AVE S,44.9604187012,-93.2905883789,Lowry Hill East,Calhoun Isle,10,Yardville,3,3,02/27/2018,00:00
2208 ELLIOT AVE,44.9608230591,-93.2610321045,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
2208 GRAND AVE S,44.9604797363,-93.28405761719999,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2208 OAKLAND AVE S,44.960529327399996,-93.26628112790002,Phillips West,Phillips,6,Yardville,2,3,02/26/2018,00:00
2209 BRYANT AVE S,44.960319518999995,-93.2905197144,Lowry Hill East,Calhoun Isle,10,Yardville,3,3,02/27/2018,00:00
2210 4TH AVE N,44.9815788269,-93.3087310791,Harrison,Near North,5,Yardville,2,3,02/26/2018,00:00
2210 4TH ST N,45.0019264221,-93.28497314450001,Hawthorne,Near North,5,Yardville,2,1,02/26/2018,00:00
2210 COLFAX AVE S,44.9562683105,-93.2904052734,Lowry Hill East,Calhoun Isle,10,Yardville,2,3,02/26/2018,00:00
2210 OAKLAND AVE S,44.9601554871,-93.2665557861,Phillips West,Phillips,6,Yardville,2,3,02/26/2018,00:00
2211 16TH AVE N,44.9951286316,-93.3088989258,Willard - Hay,Near North,5,Yardville,3,1,02/27/2018,00:00
2211 43RD AVE N,45.033246000000005,-93.308605,Victory,Camden,4,Yardville,3,1,02/27/2018,00:00
2212 14TH AVE S,44.9609375,-93.25450134280001,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
2212 7TH ST NE,45.0103378296,-93.2579574585,Holland,Northeast,1,Yardville,2,2,02/26/2018,00:00
2212 GARFIELD AVE S,44.960269928,-93.28675842290001,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2212 HARRIET AVE S,44.9604911804,-93.285446167,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2212 OLIVER AVE S,44.9602355957,-93.30709075930001,Kenwood,Calhoun Isle,7,Yardville,2,3,02/26/2018,00:00
2213 5TH AVE S,44.960678100600006,-93.2686691284,Phillips West,Phillips,6,Yardville,3,3,02/27/2018,00:00
2213 ALDRICH AVE S,44.9602355957,-93.2892837524,Lowry Hill East,Calhoun Isle,10,Yardville,3,3,02/27/2018,00:00
2213 ALDRICH AVE S,44.960308075,-93.2892150879,Lowry Hill East,Calhoun Isle,10,Yardville,3,3,02/27/2018,00:00
2214 10TH AVE S,44.9603652954,-93.25917053219999,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
2214 JACKSON ST NE,45.0102462769,-93.24913024899999,Holland,Northeast,1,Yardville,2,2,02/26/2018,00:00
2214 OLIVER AVE S,44.9603767395,-93.3071365356,Kenwood,Calhoun Isle,7,Yardville,2,3,02/26/2018,00:00
2215 GARFIELD AVE S,44.9602127075,-93.28681182860001,Whittier,Powderhorn,10,Yardville,3,3,02/27/2018,00:00
2216 25TH AVE S,44.9604034424,-93.2362365723,Seward,Longfellow,6,Yardville,2,4,02/26/2018,00:00
2216 3RD ST NE,45.010513305699995,-93.2646408081,Bottineau,Northeast,3,Yardville,2,2,02/26/2018,00:00
2216 CLINTON AVE S,44.9595718384,-93.2714538574,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2217 36TH AVE N,45.0205192566,-93.30897521969999,Cleveland,Camden,4,Yardville,3,1,02/27/2018,00:00
2218 CLINTON AVE S,44.9603347778,-93.2716217041,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2219 GARFIELD AVE S,44.960292816199996,-93.286781311,Whittier,Powderhorn,10,Yardville,3,3,02/27/2018,00:00
222 CLIFTON AVE,44.9654388428,-93.28296661379999,Loring Park,Central,7,Yardville,2,3,02/26/2018,00:00
222 CLINTON AVE S,44.964687347399995,-93.28134918209999,Steven's Square - Loring Heights,Central,7,Yardville,2,3,02/26/2018,00:00
2220 16TH AVE S,44.96043396,-93.2510223389,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
2220 33RD AVE N,45.0151786804,-93.30802154540001,Folwell,Camden,4,Yardville,2,1,02/26/2018,00:00
2220 EMERSON AVE S,44.9605484009,-93.2941970825,East Isles,Calhoun Isle,7,Yardville,2,3,02/26/2018,00:00
2220 EMERSON AVE S,44.9602355957,-93.29425811770001,East Isles,Calhoun Isle,7,Yardville,2,3,02/26/2018,00:00
2220 GARFIELD AVE S,44.9604530334,-93.2867202759,Whittier,Powderhorn,10,Yardville,2,3,02/26/2018,00:00
2222 10TH AVE S,44.960884094200004,-93.25891113280001,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
2222 10TH AVE S,44.958820343,-93.2596969604,Midtown Phillips,Phillips,9,Yardville,2,3,02/26/2018,00:00
2222 13TH AVE S,44.9601631165,-93.2560653687,Ventura Village,Phillips,6,Yardville,2,3,02/26/2018,00:00
2222 GIRARD AVE S,44.9602279663,-93.2970962524,East Isles,Calhoun Isle,7,Yardville,2,3,02/26/2018,00:00
2223 13TH AVE S,44.9601631165,-93.2560653687,Ventura Village,Phillips,6,Yardville,3,3,02/27/2018,00:00
