Location,Latitude,Longitude,Neighborhood,Community,Ward,Emergency,Day,Tow_Zone,Date,Time
840 20TH AVE SE,44.9847221375,-93.22421264649999,Como,University,2,Xerxes,2,4,02/24/2018,00:00
841 19TH AVE SE,44.984874725299996,-93.2256317139,Como,University,2,Xerxes,3,4,02/25/2018,00:00
842 20TH AVE SE,44.9847793579,-93.2242355347,Como,University,2,Xerxes,2,4,02/24/2018,00:00
842 SUMMER ST NE,44.996963501,-93.2491912842,St. Anthony East,Northeast,3,Xerxes,2,2,02/24/2018,00:00
844 25TH AVE SE,44.9849700928,-93.2177963257,Como,University,2,Xerxes,2,4,02/24/2018,00:00
845 23RD AVE SE,44.985153198199995,-93.22038269040002,Como,University,2,Xerxes,3,4,02/25/2018,00:00
846 25TH AVE SE,44.985019683800004,-93.2177734375,Como,University,2,Xerxes,2,4,02/24/2018,00:00
846 SUMMER ST NE,44.9968948364,-93.24903869629999,St. Anthony East,Northeast,3,Xerxes,2,2,02/24/2018,00:00
847 WEEKS AVE SE,44.9858016968,-93.2153930664,Como,University,2,Xerxes,3,4,02/25/2018,00:00
849 19TH AVE SE,44.9850463867,-93.22562408450001,Como,University,2,Xerxes,3,4,02/25/2018,00:00
849 25TH AVE SE,44.985229492200006,-93.2177734375,Como,University,2,Xerxes,3,4,02/25/2018,00:00
851 18TH AVE SE,44.984874725299996,-93.22695922850001,Como,University,2,Xerxes,3,4,02/25/2018,00:00
851 25TH AVE SE,44.9852867126,-93.2177963257,Como,University,2,Xerxes,3,4,02/25/2018,00:00
854 19TH AVE SE,44.9852485657,-93.2256164551,Como,University,2,Xerxes,2,4,02/24/2018,00:00
854 20TH AVE SE,44.9850311279,-93.2242202759,Como,University,2,Xerxes,2,4,02/24/2018,00:00
855 19TH AVE SE,44.9851570129,-93.2256393433,Como,University,2,Xerxes,3,4,02/25/2018,00:00
855 24TH AVE SE,44.985160827600005,-93.21904754639999,Como,University,2,Xerxes,3,4,02/25/2018,00:00
857 19TH AVE SE,44.9851493835,-93.2256164551,Como,University,2,Xerxes,3,4,02/25/2018,00:00
857 24TH AVE SE,44.9852676392,-93.21910095209999,Como,University,2,Xerxes,3,4,02/25/2018,00:00
859 23RD AVE SE,44.9855232239,-93.22035217290001,Como,University,2,Xerxes,3,4,02/25/2018,00:00
860 WEEKS AVE SE,44.9859466553,-93.2158126831,Como,University,2,Xerxes,2,4,02/24/2018,00:00
869 19TH AVE SE,44.9854278564,-93.2256317139,Como,University,2,Xerxes,3,4,02/25/2018,00:00
870 27TH AVE SE,44.986129760699995,-93.21524047850001,Como,University,2,Xerxes,2,4,02/24/2018,00:00
871 19TH AVE SE,44.9856452942,-93.2255554199,Como,University,2,Xerxes,3,4,02/25/2018,00:00
872 27TH AVE SE,44.9861907959,-93.21524047850001,Como,University,2,Xerxes,2,4,02/24/2018,00:00
873 19TH AVE SE,44.985778808599996,-93.22560119629999,Como,University,2,Xerxes,3,4,02/25/2018,00:00
874 27TH AVE SE,44.986278533900006,-93.2152709961,Como,University,2,Xerxes,2,4,02/24/2018,00:00
875 WEEKS AVE SE,44.986171722399995,-93.2161636353,Como,University,2,Xerxes,3,4,02/25/2018,00:00
876 27TH AVE SE,44.9863395691,-93.2152633667,Como,University,2,Xerxes,2,4,02/24/2018,00:00
879 21ST AVE SE,44.98593139649999,-93.2228775024,Como,University,2,Xerxes,3,4,02/25/2018,00:00
880 23RD AVE SE,44.9863700867,-93.22030639649999,Como,University,2,Xerxes,2,4,02/24/2018,00:00
881 27TH AVE SE,44.9863967896,-93.21529388430001,Como,University,2,Xerxes,3,4,02/25/2018,00:00
882 20TH AVE SE,44.9861450195,-93.2242202759,Como,University,2,Xerxes,2,4,02/24/2018,00:00
883 WEEKS AVE SE,44.986248016400005,-93.2162322998,Como,University,2,Xerxes,3,4,02/25/2018,00:00
888 20TH AVE SE,44.986270904499996,-93.2242202759,Como,University,2,Xerxes,2,4,02/24/2018,00:00
890 18TH AVE SE,44.9864692688,-93.2269363403,Como,University,2,Xerxes,2,4,02/24/2018,00:00
890 20TH AVE SE,44.986419677700006,-93.2241973877,Como,University,2,Xerxes,2,4,02/24/2018,00:00
891 21ST AVE SE,44.986450195299994,-93.2228775024,Como,University,2,Xerxes,3,4,02/25/2018,00:00
892 27TH AVE SE,44.9865722656,-93.21524810790001,Como,University,2,Xerxes,2,4,02/24/2018,00:00
895 WEEKS AVE SE,44.9864997864,-93.2166671753,Como,University,2,Xerxes,3,4,02/25/2018,00:00
896 18TH AVE SE,44.9862823486,-93.2269744873,Como,University,2,Xerxes,2,4,02/24/2018,00:00
9 37TH ST W,44.9358978271,-93.2784042358,King Field,Southwest,8,Xerxes,3,5,02/25/2018,00:00
9 48TH ST E,44.9160614014,-93.2774124146,Tangletown,Southwest,11,Xerxes,3,5,02/25/2018,00:00
9 UNIVERSITY AVE SE,44.9877700806,-93.2560806274,Nicollet Island - East Bank,University,3,Xerxes,1,4,02/23/2018,00:00
9 UNIVERSITY AVE SE,44.9877624512,-93.25603485110001,Nicollet Island - East Bank,University,3,Xerxes,1,4,02/23/2018,00:00
900 18TH AVE SE,44.986587524399994,-93.2269287109,Como,University,2,Xerxes,2,4,02/24/2018,00:00
900 20TH AVE SE,44.9866104126,-93.2241973877,Como,University,2,Xerxes,2,4,02/24/2018,00:00
900 26TH AVE SE,44.9867591858,-93.2164916992,Como,University,2,Xerxes,2,4,02/24/2018,00:00
900 LOGAN AVE N8,44.9868469238,-93.30325317379999,Near - North,Near North,5,Xerxes,2,1,02/24/2018,00:00
901 15TH ST E,44.9680480957,-93.2606735229,Elliot Park,Central,6,Xerxes,3,3,02/25/2018,00:00
901 30TH AVE S,44.9634628296,-93.2282943726,Seward,Longfellow,6,Xerxes,3,4,02/25/2018,00:00
901 4TH AVE N,44.9816856384,-93.29173278809999,Sumner - Glenwood,Near North,5,Xerxes,3,3,02/25/2018,00:00
901 DARTMOUTH AVE,44.9678840637,-93.22473144530001,Prospect Park - East River Road,University,2,Xerxes,3,4,02/25/2018,00:00
901 RUSSELL AVE N,44.987097,-93.311272,Willard - Hay,Near North,5,Xerxes,3,1,02/25/2018,00:00
901 WEEKS AVE SE,44.986743927,-93.21705627440001,Como,University,2,Xerxes,3,4,02/25/2018,00:00
902 20TH AVE SE,44.9867019653,-93.22421264649999,Como,University,2,Xerxes,2,4,02/24/2018,00:00
902 47TH AVE N,45.0404319763,-93.29146575930001,Lind - Bohanon,Camden,4,Xerxes,2,1,02/24/2018,00:00
902 SPRING ST NE,44.9959411621,-93.2470626831,Beltrami,Northeast,3,Xerxes,2,2,02/24/2018,00:00
903 22ND ST E,44.9609413147,-93.2609405518,Ventura Village,Phillips,6,Xerxes,3,3,02/25/2018,00:00
903 SHERIDAN AVE N,44.987102,-93.312379,Willard - Hay,Near North,5,Xerxes,3,1,02/25/2018,00:00
903 SUMMER ST NE,44.996871948199995,-93.2488708496,St. Anthony East,Northeast,3,Xerxes,3,2,02/25/2018,00:00
904 25TH ST E,44.9573516846,-93.2610778809,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
904 30TH AVE S,44.963809966999996,-93.22816467290001,Seward,Longfellow,2,Xerxes,2,4,02/24/2018,00:00
904 32ND ST W,44.9447479248,-93.2909240723,South Uptown,Calhoun Isle,10,Xerxes,2,5,02/24/2018,00:00
904 37TH ST W,44.9359016418,-93.2914276123,East Harriet,Southwest,10,Xerxes,2,5,02/24/2018,00:00
904 51ST AVE N,45.047416686999995,-93.29141235350001,Lind - Bohanon,Camden,4,Xerxes,2,1,02/24/2018,00:00
904 RUSSELL AVE N,44.987149,-93.311044,Willard - Hay,Near North,5,Xerxes,2,1,02/24/2018,00:00
904 SPRING ST NE,44.9959411621,-93.24708557129999,Beltrami,Northeast,3,Xerxes,2,2,02/24/2018,00:00
904 SUMMER ST NE,44.996913909899995,-93.2485198975,St. Anthony East,Northeast,3,Xerxes,2,2,02/24/2018,00:00
905 22ND ST E,44.9609527588,-93.2607955933,Ventura Village,Phillips,6,Xerxes,3,3,02/25/2018,00:00
905 22ND ST E,44.9609336853,-93.26072692870001,Ventura Village,Phillips,6,Xerxes,3,3,02/25/2018,00:00
905 25TH AVE S,44.963203430200004,-93.2361831665,Seward,Longfellow,6,Xerxes,3,4,02/25/2018,00:00
905 4TH AVE N,44.9816513062,-93.2919311523,Sumner - Glenwood,Near North,5,Xerxes,3,3,02/25/2018,00:00
905 51ST ST W,44.9105377197,-93.29112243649999,Lynnhurst,Southwest,13,Xerxes,3,5,02/25/2018,00:00
905 RUSSELL AVE N,44.987204999999996,-93.311044,Willard - Hay,Near North,5,Xerxes,3,1,02/25/2018,00:00
905 WEEKS AVE SE,44.9868202209,-93.2172164917,Como,University,2,Xerxes,3,4,02/25/2018,00:00
906 25TH ST E,44.957344055200004,-93.2610244751,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
906 27TH AVE SE,44.986934661899994,-93.21524810790001,Como,University,2,Xerxes,2,4,02/24/2018,00:00
906 44TH AVE N,45.038448333699996,-93.29159545899999,Lind - Bohanon,Camden,4,Xerxes,2,1,02/24/2018,00:00
906 51ST AVE N,45.047313690200006,-93.29153442379999,Lind - Bohanon,Camden,4,Xerxes,2,1,02/24/2018,00:00
906 RUSSELL AVE N,44.9871673584,-93.3110122681,Willard - Hay,Near North,5,Xerxes,2,1,02/24/2018,00:00
906 SHERIDAN AVE N,44.987190999999996,-93.311797,Willard - Hay,Near North,5,Xerxes,2,1,02/24/2018,00:00
907 15TH ST E,44.9680404663,-93.2609100342,Elliot Park,Central,6,Xerxes,3,3,02/25/2018,00:00
907 20TH AVE SE,44.9867324829,-93.22422790530001,Como,University,2,Xerxes,3,4,02/25/2018,00:00
907 22ND AVE SE,44.986736297600004,-93.2216186523,Como,University,2,Xerxes,3,4,02/25/2018,00:00
907 22ND AVE SE,44.9868431091,-93.2215881348,Como,University,2,Xerxes,3,4,02/25/2018,00:00
907 THORNTON ST SE,44.9642868042,-93.2192840576,Prospect Park - East River Road,University,2,Xerxes,3,4,02/25/2018,00:00
908 37TH ST W,44.9359016418,-93.2914276123,East Harriet,Southwest,10,Xerxes,2,5,02/24/2018,00:00
908 4TH AVE N,44.981716156000005,-93.2912368774,Sumner - Glenwood,Near North,5,Xerxes,2,3,02/24/2018,00:00
908 RUSSELL AVE N,44.987285,-93.310634,Willard - Hay,Near North,5,Xerxes,2,1,02/24/2018,00:00
908 SPRING ST NE,44.99593353270001,-93.2470626831,Beltrami,Northeast,3,Xerxes,2,2,02/24/2018,00:00
909 20TH AVE SE,44.9869117737,-93.2242736816,Como,University,2,Xerxes,3,4,02/25/2018,00:00
909 26TH AVE SE,44.986968994099996,-93.21653747559999,Como,University,2,Xerxes,3,4,02/25/2018,00:00
909 41ST ST W,44.928604126,-93.2914352417,East Harriet,Southwest,10,Xerxes,3,5,02/25/2018,00:00
910 18TH AVE SE,44.986797332799995,-93.2269287109,Como,University,2,Xerxes,2,4,02/24/2018,00:00
910 22ND AVE SE,44.9870529175,-93.2215652466,Como,University,2,Xerxes,2,4,02/24/2018,00:00
910 25TH AVE S,44.9638633728,-93.23615264889999,Seward,Longfellow,6,Xerxes,2,4,02/24/2018,00:00
910 25TH ST E,44.9573516846,-93.2609100342,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
910 30TH AVE S,44.963596343999995,-93.2282104492,Seward,Longfellow,6,Xerxes,2,4,02/24/2018,00:00
910 32ND ST W,44.9447593689,-93.2911682129,South Uptown,Calhoun Isle,10,Xerxes,2,5,02/24/2018,00:00
910 51ST AVE N,45.0475959778,-93.29237365719999,Lind - Bohanon,Camden,4,Xerxes,2,1,02/24/2018,00:00
910 SPRING ST NE,44.9959411621,-93.2469024658,Beltrami,Northeast,3,Xerxes,2,2,02/24/2018,00:00
910 VINCENT AVE N,44.987344,-93.315934,Willard - Hay,Near North,5,Xerxes,2,1,02/24/2018,00:00
911 30TH AVE S,44.9633369446,-93.22820281979999,Seward,Longfellow,2,Xerxes,3,4,02/25/2018,00:00
911 WEEKS AVE SE,44.9868392944,-93.21723175049999,Como,University,2,Xerxes,3,4,02/25/2018,00:00
912 18TH AVE SE,44.986991882299996,-93.22695922850001,Como,University,2,Xerxes,2,4,02/24/2018,00:00
912 25TH AVE S,44.9638633728,-93.23615264889999,Seward,Longfellow,6,Xerxes,2,4,02/24/2018,00:00
912 25TH ST E,44.9573478699,-93.26084136959999,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
912 25TH ST E,44.9573364258,-93.26050567629999,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
912 30TH AVE S,44.963466644300006,-93.22819519040002,Seward,Longfellow,2,Xerxes,2,4,02/24/2018,00:00
912 37TH ST W,44.9358940125,-93.29169464110001,East Harriet,Southwest,10,Xerxes,2,5,02/24/2018,00:00
912 SUMMER ST NE,44.996520996099996,-93.2483520508,St. Anthony East,Northeast,3,Xerxes,2,2,02/24/2018,00:00
913 20TH AVE SE,44.986946106000005,-93.2242507935,Como,University,2,Xerxes,3,4,02/25/2018,00:00
913 22ND AVE SE,44.9870643616,-93.22157287600001,Como,University,2,Xerxes,3,4,02/25/2018,00:00
913 22ND ST E,44.960929870600005,-93.2602767944,Ventura Village,Phillips,6,Xerxes,3,3,02/25/2018,00:00
914 22ND AVE SE,44.9870529175,-93.22158050540001,Como,University,2,Xerxes,2,4,02/24/2018,00:00
914 25TH ST E,44.957359313999994,-93.2605361938,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
914 THOMAS AVE N,44.987445,-93.31313,Willard - Hay,Near North,5,Xerxes,2,1,02/24/2018,00:00
914 VINCENT AVE N,44.987357,-93.315659,Willard - Hay,Near North,5,Xerxes,2,1,02/24/2018,00:00
915 13TH AVE SE,44.9870643616,-93.2333450317,Como,University,2,Xerxes,3,4,02/25/2018,00:00
915 17TH ST E,44.966674804700006,-93.2602767944,Elliot Park,Central,6,Xerxes,3,3,02/25/2018,00:00
915 22ND AVE SE,44.987197876,-93.2216186523,Como,University,2,Xerxes,3,4,02/25/2018,00:00
915 27TH AVE SE FRNTG RD E,44.9871711731,-93.21502685549999,Como,University,2,Xerxes,3,4,02/25/2018,00:00
915 RUSSELL AVE N,44.987424,-93.31130999999999,Willard - Hay,Near North,5,Xerxes,3,1,02/25/2018,00:00
916 20TH AVE SE,44.9870262146,-93.22421264649999,Como,University,2,Xerxes,2,4,02/24/2018,00:00
916 22ND AVE SE,44.98711776729999,-93.22158050540001,Como,University,2,Xerxes,2,4,02/24/2018,00:00
916 25TH ST E,44.957363128699996,-93.26042938229999,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
916 THOMAS AVE N,44.987502,-93.313373,Willard - Hay,Near North,5,Xerxes,2,1,02/24/2018,00:00
916 VINCENT AVE N,44.987497999999995,-93.31593199999999,Willard - Hay,Near North,5,Xerxes,2,1,02/24/2018,00:00
917 20TH AVE SE,44.9870300293,-93.22422790530001,Como,University,2,Xerxes,3,4,02/25/2018,00:00
917 22ND ST E,44.960918426499994,-93.2600479126,Ventura Village,Phillips,6,Xerxes,3,3,02/25/2018,00:00
917 32ND ST W,44.9447593689,-93.2916870117,South Uptown,Calhoun Isle,10,Xerxes,3,5,02/25/2018,00:00
917 6TH ST SE,44.9850349426,-93.2400436401,Marcy Holmes,University,3,Xerxes,3,4,02/25/2018,00:00
917 7TH ST SE,44.985786438000005,-93.2393417358,Marcy Holmes,University,3,Xerxes,3,4,02/25/2018,00:00
918 20TH AVE SE,44.9870796204,-93.2241973877,Como,University,2,Xerxes,2,4,02/24/2018,00:00
918 24TH AVE NE,45.0120735168,-93.2483215332,Holland,Northeast,1,Xerxes,2,2,02/24/2018,00:00
918 QUEEN AVE N,44.9876823425,-93.3096237183,Willard - Hay,Near North,5,Xerxes,2,1,02/24/2018,00:00
918 THOMAS AVE N,44.987555,-93.313103,Willard - Hay,Near North,5,Xerxes,2,1,02/24/2018,00:00
919 22ND AVE SE,44.987285613999994,-93.2216339111,Como,University,2,Xerxes,3,4,02/25/2018,00:00
919 22ND ST E,44.960945129399995,-93.25994110110001,Ventura Village,Phillips,6,Xerxes,3,3,02/25/2018,00:00
919 6TH ST SE,44.9851074219,-93.24005126950001,Marcy Holmes,University,3,Xerxes,3,4,02/25/2018,00:00
920 20TH AVE NE,45.0089035034,-93.2481842041,Holland,Northeast,1,Xerxes,2,2,02/24/2018,00:00
920 22ND AVE SE,44.987243652299995,-93.22155761719999,Como,University,2,Xerxes,2,4,02/24/2018,00:00
920 22ND AVE SE,44.9873008728,-93.22155761719999,Como,University,2,Xerxes,2,4,02/24/2018,00:00
920 23RD AVE NE,45.010870000000004,-93.247843,Holland,Northeast,1,Xerxes,2,2,02/24/2018,00:00
920 25TH ST E,44.9573554993,-93.26036071780001,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
920 6TH ST SE,44.984733581499995,-93.2403259277,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
920 QUEEN AVE N,44.987565000000004,-93.309659,Willard - Hay,Near North,5,Xerxes,2,1,02/24/2018,00:00
921 21ST ST E,44.961807251,-93.26011657709999,Ventura Village,Phillips,6,Xerxes,3,3,02/25/2018,00:00
921 25TH AVE SE,44.987297058100005,-93.2177429199,Como,University,2,Xerxes,3,4,02/25/2018,00:00
922 19TH AVE SE,44.9873390198,-93.2255554199,Como,University,2,Xerxes,2,4,02/24/2018,00:00
922 30TH AVE S,44.9631004333,-93.228187561,Seward,Longfellow,2,Xerxes,2,4,02/24/2018,00:00
922 SHERIDAN AVE N,44.987665,-93.311812,Willard - Hay,Near North,5,Xerxes,2,1,02/24/2018,00:00
923 15TH ST E,44.9680557251,-93.2604370117,Elliot Park,Central,6,Xerxes,3,3,02/25/2018,00:00
923 22ND AVE SE,44.987354278599994,-93.2216567993,Como,University,2,Xerxes,3,4,02/25/2018,00:00
923 22ND AVE SE,44.9872779846,-93.2216186523,Como,University,2,Xerxes,3,4,02/25/2018,00:00
923 22ND ST E,44.960945129399995,-93.2598266602,Ventura Village,Phillips,6,Xerxes,3,3,02/25/2018,00:00
923 25TH AVE SE,44.987365722700005,-93.21773529049999,Como,University,2,Xerxes,3,4,02/25/2018,00:00
923 6TH ST SE,44.985038757299996,-93.2399673462,Marcy Holmes,University,3,Xerxes,3,4,02/25/2018,00:00
923 RUSSELL AVE N,44.987642,-93.311335,Willard - Hay,Near North,5,Xerxes,3,1,02/25/2018,00:00
924 19TH AVE SE,44.9874038696,-93.22560119629999,Como,University,2,Xerxes,2,4,02/24/2018,00:00
924 25TH AVE S,44.9632797241,-93.2361602783,Seward,Longfellow,6,Xerxes,2,4,02/24/2018,00:00
924 51ST AVE N,45.047164916999996,-93.2918014526,Lind - Bohanon,Camden,4,Xerxes,2,1,02/24/2018,00:00
924 5TH ST SE,44.983837127700006,-93.24117279049999,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
924 VINCENT AVE N,44.987634,-93.315931,Willard - Hay,Near North,5,Xerxes,2,1,02/24/2018,00:00
925 6TH ST SE,44.985038757299996,-93.2399673462,Marcy Holmes,University,3,Xerxes,3,4,02/25/2018,00:00
925 RUSSELL AVE N,44.987775,-93.311347,Willard - Hay,Near North,5,Xerxes,3,1,02/25/2018,00:00
926 20TH AVE NE,45.008918762200004,-93.2478485107,Holland,Northeast,1,Xerxes,2,2,02/24/2018,00:00
926 25TH AVE S,44.963054657,-93.2363739014,Seward,Longfellow,6,Xerxes,2,4,02/24/2018,00:00
926 25TH ST E,44.9573745728,-93.2602615356,Midtown Phillips,Phillips,9,Xerxes,2,3,02/24/2018,00:00
926 26TH AVE SE,44.9876060486,-93.2164611816,Como,University,2,Xerxes,2,4,02/24/2018,00:00
926 30TH AVE S,44.9630241394,-93.22816467290001,Seward,Longfellow,2,Xerxes,2,4,02/24/2018,00:00
926 51ST AVE N,45.0473480225,-93.2919998169,Lind - Bohanon,Camden,4,Xerxes,2,1,02/24/2018,00:00
926 6TH ST SE,44.9848213196,-93.2398605347,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
926 ERIE ST SE,44.970096588100006,-93.22434997559999,Prospect Park - East River Road,University,2,Xerxes,2,4,02/24/2018,00:00
926 LOGAN AVE N,44.9875984192,-93.3032302856,Near - North,Near North,5,Xerxes,2,1,02/24/2018,00:00
926 VINCENT AVE N,44.987640999999996,-93.315931,Willard - Hay,Near North,5,Xerxes,2,1,02/24/2018,00:00
927 22ND AVE SE,44.987453460699996,-93.2216339111,Como,University,2,Xerxes,3,4,02/25/2018,00:00
927 7TH ST SE,44.9860076904,-93.2392044067,Marcy Holmes,University,3,Xerxes,3,4,02/25/2018,00:00
927 FRANKLIN TER,44.9634628296,-93.2271194458,Seward,Longfellow,2,Xerxes,3,4,02/25/2018,00:00
927 QUEEN AVE N,44.98764,-93.309658,Willard - Hay,Near North,5,Xerxes,3,1,02/25/2018,00:00
929 22ND AVE SE,44.9875144958,-93.22164154049999,Como,University,2,Xerxes,3,4,02/25/2018,00:00
929 FRANKLIN TER,44.963466644300006,-93.22695922850001,Seward,Longfellow,2,Xerxes,3,4,02/25/2018,00:00
930 17TH AVE SE,44.985660553,-93.22855377200001,Como,University,2,Xerxes,2,4,02/24/2018,00:00
930 19TH AVE SE,44.98746490479999,-93.2256164551,Como,University,2,Xerxes,2,4,02/24/2018,00:00
930 26TH AVE SE,44.987705230699994,-93.21648406979999,Como,University,2,Xerxes,2,4,02/24/2018,00:00
930 34TH AVE NE,45.02942276,-93.24683380129999,Waite Park,Northeast,1,Xerxes,2,2,02/24/2018,00:00
930 ALDRICH AVE N,44.987632751499994,-93.2908706665,Sumner - Glenwood,Near North,5,Xerxes,2,1,02/24/2018,00:00
930 FRANKLIN TER,44.9633216858,-93.22694396969999,Seward,Longfellow,2,Xerxes,2,4,02/24/2018,00:00
931 25TH AVE SE,44.98777771,-93.2177429199,Como,University,2,Xerxes,3,4,02/25/2018,00:00
931 31ST AVE NE,45.0240402222,-93.24688720700001,Audubon Park,Northeast,1,Xerxes,3,2,02/25/2018,00:00
931 32ND AVE NE,45.0258102417,-93.2469558716,Waite Park,Northeast,1,Xerxes,3,2,02/25/2018,00:00
931 34TH ST E,44.941352844200004,-93.2624435425,Powderhorn Park,Powderhorn,9,Xerxes,3,6,02/25/2018,00:00
932 17TH AVE SE,44.985687255900004,-93.2285614014,Como,University,2,Xerxes,2,4,02/24/2018,00:00
933 34TH ST E,44.9413795471,-93.2621994019,Powderhorn Park,Powderhorn,9,Xerxes,3,6,02/25/2018,00:00
933 FRANKLIN TER,44.9633102417,-93.2266235352,Seward,Longfellow,2,Xerxes,3,4,02/25/2018,00:00
933 FRANKLIN TER,44.963260650600006,-93.2265930176,Seward,Longfellow,2,Xerxes,3,4,02/25/2018,00:00
936 WEEKS AVE SE,44.9874992371,-93.2184066772,Como,University,2,Xerxes,2,4,02/24/2018,00:00
937 31ST AVE NE,45.0240287781,-93.2466430664,Audubon Park,Northeast,1,Xerxes,3,2,02/25/2018,00:00
938 17TH AVE SE,44.9857940674,-93.2285690308,Como,University,2,Xerxes,2,4,02/24/2018,00:00
938 34TH AVE NE,45.0294303894,-93.2465896606,Waite Park,Northeast,1,Xerxes,2,2,02/24/2018,00:00
940 17TH AVE SE,44.985828399700004,-93.2285614014,Como,University,2,Xerxes,2,4,02/24/2018,00:00
940 17TH AVE SE,44.9858970642,-93.2285461426,Como,University,2,Xerxes,2,4,02/24/2018,00:00
940 18TH AVE SE,44.985664367700004,-93.22691345209999,Como,University,2,Xerxes,2,4,02/24/2018,00:00
940 34TH AVE NE,45.029418945299994,-93.2465057373,Waite Park,Northeast,1,Xerxes,2,2,02/24/2018,00:00
941 17TH AVE SE,44.985828399700004,-93.22862243649999,Como,University,2,Xerxes,3,4,02/25/2018,00:00
941 18 1/2 AVE NE,45.0068244934,-93.2472381592,Windom Park,Northeast,1,Xerxes,3,2,02/25/2018,00:00
941 18TH AVE SE,44.9857978821,-93.2269744873,Como,University,2,Xerxes,3,4,02/25/2018,00:00
941 19TH AVE NE,45.007938385,-93.2470626831,Windom Park,Northeast,1,Xerxes,3,2,02/25/2018,00:00
942 17TH AVE SE,44.9859542847,-93.2285614014,Como,University,2,Xerxes,2,4,02/24/2018,00:00
943 17TH AVE SE,44.985992431599996,-93.2286300659,Como,University,2,Xerxes,3,4,02/25/2018,00:00
943 19TH AVE NE,45.007934570299994,-93.2460479736,Windom Park,Northeast,1,Xerxes,3,2,02/25/2018,00:00
945 19TH AVE NE,45.0080795288,-93.2474136353,Holland,Northeast,1,Xerxes,3,2,02/25/2018,00:00
945 20TH AVE NE,45.009052276599995,-93.2468719482,Windom Park,Northeast,1,Xerxes,3,2,02/25/2018,00:00
946 17TH AVE SE,44.9860534668,-93.2285614014,Como,University,2,Xerxes,2,4,02/24/2018,00:00
948 17TH AVE SE,44.986106872600004,-93.2285690308,Como,University,2,Xerxes,2,4,02/24/2018,00:00
949 WEEKS AVE SE,44.9876594543,-93.2186737061,Como,University,2,Xerxes,3,4,02/25/2018,00:00
950 27TH AVE SE,45.0167732239,-93.2462997437,Audubon Park,Northeast,1,Xerxes,2,2,02/24/2018,00:00
951 17TH AVE SE,44.9862251282,-93.22861480709999,Como,University,2,Xerxes,3,4,02/25/2018,00:00
953 17TH AVE SE,44.9862327576,-93.22863769530001,Como,University,2,Xerxes,3,4,02/25/2018,00:00
955 34TH AVE NE,45.029460907,-93.2448272705,Waite Park,Northeast,1,Xerxes,3,2,02/25/2018,00:00
956 WEEKS AVE SE,44.9875984192,-93.218536377,Como,University,2,Xerxes,2,4,02/24/2018,00:00
959 17TH AVE SE,44.9864120483,-93.2285995483,Como,University,2,Xerxes,3,4,02/25/2018,00:00
959 28TH AVE NE,45.018783,-93.245841,Audubon Park,Northeast,1,Xerxes,3,2,02/25/2018,00:00
984 17TH AVE SE,44.987247466999996,-93.2285614014,Como,University,2,Xerxes,2,4,02/24/2018,00:00
