Location,Latitude,Longitude,Emergency,Day,Ward,Neighborhood,Community,Tow_Zone,Date,Time
"1615 EMERSON AVE N ,Minneapolis,MN",44.995785999999995,-93.29445799999999,Xerxes,1,5,Near - North,Near North,1,02/24/2018,01:17
"1008 Irving Ave N,Minneapolis,MN",44.9877,-93.299335,Xerxes,2,5,Near - North,Near North,1,02/24/2018,13:18
"3714 6th st n,Minneapolis,MN",45.022684000000005,-93.28621,Xerxes,2,4,McKinley,Camden,1,02/24/2018,13:19
"2232 EMERSON AVE N ,Minneapolis,MN",45.002466999999996,-93.294106,Xerxes,1,5,Jordan,Near North,1,02/24/2018,01:24
"706 Fremont ave n ,Minneapolis,MN",44.990840000000006,-93.295652,Xerxes,2,5,Near - North,Near North,1,02/24/2018,13:24
"2232 EMERSON AVE N ,Minneapolis,MN",45.002466999999996,-93.294106,Xerxes,1,5,Jordan,Near North,1,02/24/2018,01:25
"1502 IRVING AVE N,Minneapolis,MN",44.994354,-93.299432,Xerxes,2,5,Near - North,Near North,1,02/24/2018,13:26
"1210 Fremont ave n ,Minneapolis,MN",44.990840000000006,-93.295652,Xerxes,2,5,Near - North,Near North,1,02/24/2018,13:29
"1034 Irving Ave N,Minneapolis,MN",44.988577,-93.29981,Xerxes,2,5,Near - North,Near North,1,02/24/2018,13:35
"2702 Aldrich ave n,Minneapolis,MN",45.007897,-93.289262,Xerxes,2,5,Hawthorne,Near North,1,02/24/2018,13:35
"765 Van White Memorial Blvd,Minneapolis,MN",44.986263,-93.293038,Xerxes,1,5,Sumner - Glenwood,Near North,1,02/24/2018,01:40
"2918 Aldrich ave n,Minneapolis,MN",45.010090999999996,-93.28903199999999,Xerxes,2,5,Hawthorne,Near North,1,02/24/2018,13:40
"2406 EMERSON AVE ,Minneapolis,MN",45.004007,-93.293864,Xerxes,1,5,Hawthorne,Near North,1,02/24/2018,01:46
"2406 Emerson Ave N,Minneapolis,MN",45.004007,-93.293864,Xerxes,1,5,Hawthorne,Near North,1,02/24/2018,01:48
"1202 Fremont ave n ,Minneapolis,MN",44.990840000000006,-93.295652,Xerxes,2,5,Near - North,Near North,1,02/24/2018,13:48
"1220 Irving Ave N,Minneapolis,MN",44.990793,-93.299442,Xerxes,2,5,Near - North,Near North,1,02/24/2018,13:50
"1214 Fremont ave n ,Minneapolis,MN",44.990840000000006,-93.295652,Xerxes,2,5,Near - North,Near North,1,02/24/2018,13:52
"2726 EMERSON AVE N ,Minneapolis,MN",45.008551000000004,-93.29395,Xerxes,1,5,Hawthorne,Near North,1,02/24/2018,02:08
"2512 EMERSON AVE N ,Minneapolis,MN",45.005342999999996,-93.294135,Xerxes,1,5,Jordan,Near North,1,02/24/2018,02:12
"1314 Irving Ave N,Minneapolis,MN",44.992464,-93.299312,Xerxes,2,5,Near - North,Near North,1,02/24/2018,14:13
"3214 EMERSON AVE N ,Minneapolis,MN",45.013684000000005,-93.294089,Xerxes,1,4,Folwell,Camden,1,02/24/2018,02:16
"3214 Emerson ave n ,Minneapolis,MN",45.013684000000005,-93.294089,Xerxes,1,4,Folwell,Camden,1,02/24/2018,02:29
"1418 MORGAN AVE N,Minneapolis,MN",44.993687,-93.304185,Xerxes,2,5,Willard - Hay,Near North,1,02/24/2018,14:29
"1202 James ave n ,Minneapolis,MN",44.990218,-93.300414,Xerxes,2,5,Near - North,Near North,1,02/24/2018,14:30
"3326 Bryant ave n,Minneapolis,MN",45.015817,-93.290322,Xerxes,2,4,McKinley,Camden,1,02/24/2018,14:30
"3246 Colfax ave n,Minneapolis,MN",45.014687,-93.291576,Xerxes,2,4,McKinley,Camden,1,02/24/2018,14:33
"1426 logan ave n,Minneapolis,MN",44.993902,-93.30289300000001,Xerxes,2,5,Willard - Hay,Near North,1,02/24/2018,14:35
"3437 Emerson ave n ,Minneapolis,MN",45.017829,-93.29434,Xerxes,1,4,Folwell,Camden,1,02/24/2018,02:36
"2526 6TH ST N,Minneapolis,MN",45.005478000000004,-93.286466,Xerxes,2,5,Hawthorne,Near North,1,02/24/2018,14:36
"3746 Aldrich Ave n,Minneapolis,MN",45.023478000000004,-93.289068,Xerxes,2,4,McKinley,Camden,1,02/24/2018,14:36
"3437 Fremont Ave N,Minneapolis,MN",45.017882,-93.295597,Xerxes,1,4,Folwell,Camden,1,02/24/2018,02:37
"900 Logan ave n,Minneapolis,MN",44.986948999999996,-93.302777,Xerxes,2,5,Near - North,Near North,1,02/24/2018,14:37
"3850 FREMONT AVE N ,Minneapolis,MN",45.025449,-93.295384,Xerxes,1,4,Webber - Camden,Camden,1,02/24/2018,02:43
"1236 MORGAN AVE N ,Minneapolis,MN",44.990851,-93.30447,Xerxes,2,5,Near - North,Near North,1,02/24/2018,14:51
"1238 Morgan Ave NO,Minneapolis,MN",44.99091,-93.30424599999999,Xerxes,2,5,Near - North,Near North,1,02/24/2018,14:56
"1318 James ave n ,Minneapolis,MN",44.992228999999995,-93.300439,Xerxes,2,5,Near - North,Near North,1,02/24/2018,15:02
"1316 James ave n ,Minneapolis,MN",44.992123,-93.300335,Xerxes,2,5,Near - North,Near North,1,02/24/2018,15:06
"4134 Bryant Ave n,Minneapolis,MN",45.030483000000004,-93.290348,Xerxes,2,4,Webber - Camden,Camden,1,02/24/2018,15:06
"4023 FREMONT AVE N,Minneapolis,MN",45.028495,-93.296012,Xerxes,1,4,Webber - Camden,Camden,1,02/24/2018,03:09
"1308 QUEEN AVE N,Minneapolis,MN",44.991693,-93.309501,Xerxes,2,5,Willard - Hay,Near North,1,02/24/2018,15:12
"816 Sheridan Ave N,Minneapolis,MN",44.986606,-93.311887,Xerxes,2,5,Willard - Hay,Near North,1,02/24/2018,15:15
"3522 Bryant ave n,Minneapolis,MN",45.01932,-93.29029,Xerxes,2,4,McKinley,Camden,1,02/24/2018,15:16
"3214 EMERSON AVE N ,Minneapolis,MN",45.013684000000005,-93.294089,Xerxes,1,4,Folwell,Camden,1,02/24/2018,03:17
"3542 DuPont ave n ,Minneapolis,MN",45.019940999999996,-93.292813,Xerxes,2,4,McKinley,Camden,1,02/24/2018,15:18
"4204 FREMONT AVE N ,Minneapolis,MN",45.031861,-93.29578199999999,Xerxes,1,4,Webber - Camden,Camden,1,02/24/2018,03:21
"4204 FREMONT AVE N ,Minneapolis,MN",45.031861,-93.29578199999999,Xerxes,1,4,Webber - Camden,Camden,1,02/24/2018,03:26
"3502 Humboldt ave n,Minneapolis,MN",45.018771,-93.29811099999999,Xerxes,2,4,Folwell,Camden,1,02/24/2018,15:30
"3450 Emerson ave n,Minneapolis,MN",45.018226,-93.294078,Xerxes,2,4,Folwell,Camden,1,02/24/2018,15:35
"627 1ST ST N ,Minneapolis,MN",44.988769,-93.273865,Xerxes,1,3,North Loop,Central,1,02/24/2018,04:17
"701 1TH ST N ,Minneapolis,MN",44.989535,-93.275809,Xerxes,1,3,North Loop,Central,1,02/24/2018,04:33
"612 1ST ST N ,Minneapolis,MN",44.988926,-93.27409300000001,Xerxes,1,3,North Loop,Central,1,02/24/2018,04:55
"711 1ST ST N,Minneapolis,MN",44.989155,-93.275235,Xerxes,1,3,North Loop,Central,1,02/24/2018,05:11
"1712 Lyn Cur Ave N,Minneapolis,MN",44.997035,-93.284664,Xerxes,2,5,Near - North,Near North,1,02/24/2018,08:19
"1700 lyn curve n,Minneapolis,MN",44.996431,-93.284733,Xerxes,2,5,Near - North,Near North,1,02/24/2018,08:26
"500 LYN PARK CIRCLE N,Minneapolis,MN",44.997076,-93.286424,Xerxes,2,5,Near - North,Near North,1,02/24/2018,08:26
"1700 lyn park ave n,Minneapolis,MN",44.996394,-93.28603199999999,Xerxes,2,5,Near - North,Near North,1,02/24/2018,08:30
"722 Aldrich Ave N,Minneapolis,MN",44.986061,-93.289858,Xerxes,2,5,Sumner - Glenwood,Near North,1,02/24/2018,08:36
"736 ALDRICH AVE N ,Minneapolis,MN",44.985957,-93.29059699999999,Xerxes,2,5,Sumner - Glenwood,Near North,1,02/24/2018,08:42
"1700 Bryant ,Minneapolis,MN",44.996247,-93.291306,Xerxes,2,5,Near - North,Near North,1,02/24/2018,08:48
"828 Aldrich Ave N,Minneapolis,MN",44.987018,-93.290626,Xerxes,2,5,Sumner - Glenwood,Near North,1,02/24/2018,08:52
"724 aldrich ave n,Minneapolis,MN",44.986061,-93.28988000000001,Xerxes,2,5,Sumner - Glenwood,Near North,1,02/24/2018,08:56
"1000 aldrich ave n,Minneapolis,MN",44.988181,-93.290759,Xerxes,2,5,Sumner - Glenwood,Near North,1,02/24/2018,08:59
"930 ALDRICH AVE N,Minneapolis,MN",44.987747,-93.290631,Xerxes,2,5,Sumner - Glenwood,Near North,1,02/24/2018,09:00
"1038 Aldrich Ave N,Minneapolis,MN",44.988334,-93.290777,Xerxes,2,5,Sumner - Glenwood,Near North,1,02/24/2018,09:09
"1042 ALDRICH AVE N ,Minneapolis,MN",44.98836,-93.290778,Xerxes,2,5,Sumner - Glenwood,Near North,1,02/24/2018,09:17
"826 aldrich ave n,Minneapolis,MN",44.986773,-93.290697,Xerxes,2,5,Sumner - Glenwood,Near North,1,02/24/2018,09:27
"1034 Aldrich Ave N,Minneapolis,MN",44.988316,-93.290776,Xerxes,2,5,Sumner - Glenwood,Near North,1,02/24/2018,09:28
"1046 aldrich ave n,Minneapolis,MN",44.988386,-93.290778,Xerxes,2,5,Sumner - Glenwood,Near North,1,02/24/2018,09:29
"626 Bryant Ave N,Minneapolis,MN",44.984798,-93.29108000000001,Xerxes,2,5,Sumner - Glenwood,Near North,1,02/24/2018,09:42
"624 BRYANT AVE N,Minneapolis,MN",44.984741,-93.291015,Xerxes,2,5,Sumner - Glenwood,Near North,1,02/24/2018,09:43
"1810 Bryant Ave N,Minneapolis,MN",44.997825,-93.290743,Xerxes,2,5,Near - North,Near North,1,02/24/2018,10:04
"1818 Bryant ave n,Minneapolis,MN",44.998174,-93.290645,Xerxes,2,5,Near - North,Near North,1,02/24/2018,10:07
"3446 4th st n,Minneapolis,MN",45.018057,-93.28473000000001,Xerxes,2,4,McKinley,Camden,1,02/24/2018,10:09
"1028 aldrich ave n,Minneapolis,MN",44.988278,-93.290773,Xerxes,2,5,Sumner - Glenwood,Near North,1,02/24/2018,10:11
"1820 Bryant ave n,Minneapolis,MN",44.998214000000004,-93.291057,Xerxes,2,5,Near - North,Near North,1,02/24/2018,10:11
"1818 DUPONT AVE N,Minneapolis,MN",44.998053999999996,-93.29229000000001,Xerxes,2,5,Near - North,Near North,1,02/24/2018,10:12
"1826 dupont ave n,Minneapolis,MN",44.998290000000004,-93.292337,Xerxes,2,5,Near - North,Near North,1,02/24/2018,10:15
"1730 Dupont Ave N,Minneapolis,MN",44.997052000000004,-93.29258399999999,Xerxes,2,5,Near - North,Near North,1,02/24/2018,10:20
"2424 3rd st n,Minneapolis,MN",44.994181,-93.281878,Xerxes,2,5,Near - North,Near North,1,02/24/2018,10:30
"1522 Dupont Ave N,Minneapolis,MN",44.994935,-93.292346,Xerxes,2,5,Near - North,Near North,1,02/24/2018,10:47
"1716 DuPont ave n,Minneapolis,MN",44.996835,-93.292582,Xerxes,2,5,Near - North,Near North,1,02/24/2018,10:49
"2102 4th st n,Minneapolis,MN",45.000267,-93.284942,Xerxes,2,5,Hawthorne,Near North,1,02/24/2018,10:50
"1712 DuPont ave n,Minneapolis,MN",44.996756,-93.292582,Xerxes,2,5,Near - North,Near North,1,02/24/2018,10:51
"1524 dupont ave n,Minneapolis,MN",44.994988,-93.292588,Xerxes,2,5,Near - North,Near North,1,02/24/2018,10:53
"1710 dupont ave n,Minneapolis,MN",44.996717,-93.292582,Xerxes,2,5,Near - North,Near North,1,02/24/2018,10:56
"2120 4th st n,Minneapolis,MN",45.000493,-93.28494,Xerxes,2,5,Hawthorne,Near North,1,02/24/2018,11:04
"1130 Humbolt Ave n,Minneapolis,MN",44.989691,-93.297574,Xerxes,2,5,Near - North,Near North,1,02/24/2018,11:15
"708 Humboldt ave n ,Minneapolis,MN",44.985862,-93.29691899999999,Xerxes,2,5,Near - North,Near North,1,02/24/2018,11:24
"2220 4th st n,Minneapolis,MN",45.002144,-93.284931,Xerxes,2,5,Hawthorne,Near North,1,02/24/2018,11:24
"1120 Humboldt ave n ,Minneapolis,MN",44.989552,-93.297573,Xerxes,2,5,Near - North,Near North,1,02/24/2018,11:28
"1118 Humboldt Ave N,Minneapolis,MN",44.989523999999996,-93.297572,Xerxes,2,5,Near - North,Near North,1,02/24/2018,11:30
"2226 4th st n,Minneapolis,MN",45.002339,-93.284665,Xerxes,2,5,Hawthorne,Near North,1,02/24/2018,11:46
"1114 Humbolt Ave N,Minneapolis,MN",44.989468,-93.297572,Xerxes,2,5,Near - North,Near North,1,02/24/2018,11:48
"1318 Girard ave n ,Minneapolis,MN",44.992689,-93.296906,Xerxes,2,5,Near - North,Near North,1,02/24/2018,11:50
"1422 Girard ave n ,Minneapolis,MN",44.993894,-93.296848,Xerxes,2,5,Near - North,Near North,1,02/24/2018,11:56
"4643 LYNDALE AVE N ,Minneapolis,MN",45.039916999999996,-93.287774,Xerxes,1,4,Lind - Bohanon,Camden,1,02/24/2018,00:02
"1416 GIRARD AVE N,Minneapolis,MN",44.99368,-93.297188,Xerxes,2,5,Near - North,Near North,1,02/24/2018,12:06
"1418 Girard Ave N,Minneapolis,MN",44.993747,-93.29687,Xerxes,2,5,Near - North,Near North,1,02/24/2018,12:07
"2310 4th st n,Minneapolis,MN",45.003014,-93.284643,Xerxes,2,5,Hawthorne,Near North,1,02/24/2018,12:07
"2914 4th st n,Minneapolis,MN",45.010036,-93.2846,Xerxes,2,5,Hawthorne,Near North,1,02/24/2018,12:07
"2510 4th st n,Minneapolis,MN",45.005275,-93.284666,Xerxes,2,5,Hawthorne,Near North,1,02/24/2018,12:10
"3823 LYNDALE AVE N ,Minneapolis,MN",45.024629,-93.28837,Xerxes,1,4,Webber - Camden,Camden,1,02/24/2018,00:17
"675 2ND ST N ,Minneapolis,MN",44.988298,-93.275942,Xerxes,1,3,North Loop,Central,1,02/24/2018,00:21
"4224 Lyndale Ave N,Minneapolis,MN",45.032496,-93.288099,Xerxes,1,4,Webber - Camden,Camden,1,02/24/2018,00:24
"1120 Fremont ave n ,Minneapolis,MN",44.990840000000006,-93.295652,Xerxes,2,5,Near - North,Near North,1,02/24/2018,12:24
"1602 GIRARD AVE N,Minneapolis,MN",44.995483,-93.297184,Xerxes,2,5,Near - North,Near North,1,02/24/2018,12:27
"1118 Fremont ave n ,Minneapolis,MN",44.990840000000006,-93.295652,Xerxes,2,5,Near - North,Near North,1,02/24/2018,12:30
"3208 4th st n,Minneapolis,MN",45.013457,-93.284936,Xerxes,2,4,McKinley,Camden,1,02/24/2018,12:30
"1906 Irving Ave N,Minneapolis,MN",44.999189,-93.299091,Xerxes,2,5,Near - North,Near North,1,02/24/2018,12:34
"3208 4th st n,Minneapolis,MN",45.013457,-93.284936,Xerxes,2,4,McKinley,Camden,1,02/24/2018,12:53
"1319 EMERSON AVE N ,Minneapolis,MN",44.992282,-93.29411800000001,Xerxes,1,5,Near - North,Near North,1,02/24/2018,00:56
"1317 EMERSON AVE N ,Minneapolis,MN",44.992684999999994,-93.294496,Xerxes,1,5,Near - North,Near North,1,02/24/2018,00:56
"1424 Irving Ave N,Minneapolis,MN",44.993898,-93.29921800000001,Xerxes,2,5,Near - North,Near North,1,02/24/2018,12:56
"1902 IRVING AVE N,Minneapolis,MN",44.999151,-93.299116,Xerxes,2,5,Near - North,Near North,1,02/24/2018,12:58
"1206 Fremont ave n ,Minneapolis,MN",44.990840000000006,-93.295652,Xerxes,2,5,Near - North,Near North,1,02/24/2018,12:59
"3106 4th st n,Minneapolis,MN",45.012046999999995,-93.284899,Xerxes,2,5,Hawthorne,Near North,1,02/24/2018,12:59
"3215 ALDRICH AVE N,Minneapolis,MN",45.013686,-93.289603,Xerxes,3,4,McKinley,Camden,1,02/25/2018,13:03
"4005 queen Ave n,Minneapolis,MN",45.027937,-93.30969499999999,Xerxes,3,4,Victory,Camden,1,02/25/2018,13:09
"1315 Irving ave n ,Minneapolis,MN",44.992134,-93.299441,Xerxes,3,5,Near - North,Near North,1,02/25/2018,13:14
"1321 sheridan ave n,Minneapolis,MN",44.992281,-93.31230699999999,Xerxes,3,5,Willard - Hay,Near North,1,02/25/2018,13:15
"1347 sheridan ave n,Minneapolis,MN",44.9931,-93.312342,Xerxes,3,5,Willard - Hay,Near North,1,02/25/2018,13:17
"1907 Morgan Ave N,Minneapolis,MN",44.999062,-93.304753,Xerxes,3,5,Willard - Hay,Near North,1,02/25/2018,13:19
"1913 Morgan ave n ,Minneapolis,MN",44.999282,-93.304739,Xerxes,3,5,Willard - Hay,Near North,1,02/25/2018,13:20
"3901 queen Ave n,Minneapolis,MN",45.026051,-93.309928,Xerxes,3,4,Victory,Camden,1,02/25/2018,13:34
"3647 Bryant ave n,Minneapolis,MN",45.021656,-93.29089499999999,Xerxes,3,4,McKinley,Camden,1,02/25/2018,13:38
"4123 ALDRICH AVE N,Minneapolis,MN",45.030062,-93.289746,Xerxes,3,4,Webber - Camden,Camden,1,02/25/2018,13:40
"3615 Aldrich ave n,Minneapolis,MN",45.0208,-93.289591,Xerxes,3,4,McKinley,Camden,1,02/25/2018,13:42
"1925 Morgan Ave N,Minneapolis,MN",44.999609,-93.304777,Xerxes,3,5,Willard - Hay,Near North,1,02/25/2018,13:54
"923 Russell ave n ,Minneapolis,MN",44.987642,-93.311335,Xerxes,3,5,Willard - Hay,Near North,1,02/25/2018,13:59
"925 Russell ave n,Minneapolis,MN",44.987775,-93.311347,Xerxes,3,5,Willard - Hay,Near North,1,02/25/2018,14:01
"1411 Morgan ave n ,Minneapolis,MN",44.993485,-93.304702,Xerxes,3,5,Willard - Hay,Near North,1,02/25/2018,14:01
"1235 morgan ave n ,Minneapolis,MN",44.990706,-93.30447,Xerxes,3,5,Near - North,Near North,1,02/25/2018,14:08
"4211 Sheridan Ave n,Minneapolis,MN",45.031701,-93.312639,Xerxes,3,4,Victory,Camden,1,02/25/2018,14:14
"927 Queen Ave N,Minneapolis,MN",44.98764,-93.309658,Xerxes,3,5,Willard - Hay,Near North,1,02/25/2018,14:25
"2715 GIRARD AVE N,Minneapolis,MN",45.00827,-93.29718000000001,Xerxes,3,5,Jordan,Near North,1,02/25/2018,14:26
"707 queen ave n ,Minneapolis,MN",44.985349,-93.30996400000001,Xerxes,3,5,Willard - Hay,Near North,1,02/25/2018,14:34
"811 Logan Ave N,Minneapolis,MN",44.986483,-93.303498,Xerxes,3,5,Near - North,Near North,1,02/25/2018,14:42
"619 QUEEN AVE N,Minneapolis,MN",44.984874,-93.309988,Xerxes,3,5,Willard - Hay,Near North,1,02/25/2018,14:50
"1235 sheridan ave n ,Minneapolis,MN",44.991147999999995,-93.312076,Xerxes,3,5,Willard - Hay,Near North,1,02/25/2018,14:52
"825 Logan Ave N,Minneapolis,MN",44.986816999999995,-93.303224,Xerxes,3,5,Near - North,Near North,1,02/25/2018,14:57
"4033 Bryant Ave n,Minneapolis,MN",45.028831,-93.29099000000001,Xerxes,3,4,Webber - Camden,Camden,1,02/25/2018,15:04
"1329 RUSSELL,Minneapolis,MN",44.992498,-93.31110699999999,Xerxes,3,5,Willard - Hay,Near North,1,02/25/2018,15:15
"3605 Bryant ave n,Minneapolis,MN",45.020546,-93.290566,Xerxes,3,4,McKinley,Camden,1,02/25/2018,15:16
"811 Sheridan ave n,Minneapolis,MN",44.986464,-93.312365,Xerxes,3,5,Willard - Hay,Near North,1,02/25/2018,15:17
"1801 Sheridan ave n ,Minneapolis,MN",44.997908,-93.312051,Xerxes,3,5,Willard - Hay,Near North,1,02/25/2018,15:21
"3543 Bryant ave n,Minneapolis,MN",45.019923,-93.290874,Xerxes,3,4,McKinley,Camden,1,02/25/2018,15:21
"1411 sheridan ave n ,Minneapolis,MN",44.993701,-93.312353,Xerxes,3,5,Willard - Hay,Near North,1,02/25/2018,15:23
"1233 Logan Ave N,Minneapolis,MN",44.990752,-93.303208,Xerxes,3,5,Near - North,Near North,1,02/25/2018,15:24
"2103 Sheridan ave n ,Minneapolis,MN",45.000799,-93.312049,Xerxes,3,5,Willard - Hay,Near North,1,02/25/2018,15:28
"1829 THOMAS AVE N,Minneapolis,MN",44.998288,-93.313339,Xerxes,3,5,Willard - Hay,Near North,1,02/25/2018,15:42
"1303 Logan Ave N,Minneapolis,MN",44.991597,-93.303206,Xerxes,3,5,Willard - Hay,Near North,1,02/25/2018,15:47
"817 lyndale pl,Minneapolis,MN",44.987176,-93.289645,Xerxes,3,5,Sumner - Glenwood,Near North,1,02/25/2018,08:35
"823 Lyndale Pl,Minneapolis,MN",44.987176,-93.289645,Xerxes,3,5,Sumner - Glenwood,Near North,1,02/25/2018,08:35
"819 lyndale pl,Minneapolis,MN",44.987176,-93.289645,Xerxes,3,5,Sumner - Glenwood,Near North,1,02/25/2018,08:37
"2215 3RD ST N,Minneapolis,MN",45.001999999999995,-93.283757,Xerxes,3,5,Hawthorne,Near North,1,02/25/2018,08:48
"829 lyndale pl,Minneapolis,MN",44.987176,-93.289645,Xerxes,3,5,Sumner - Glenwood,Near North,1,02/25/2018,08:58
"827 lyndale pl,Minneapolis,MN",44.987176,-93.289645,Xerxes,3,5,Sumner - Glenwood,Near North,1,02/25/2018,09:03
"721 Aldrich Ave N,Minneapolis,MN",44.985440000000004,-93.289733,Xerxes,3,5,Sumner - Glenwood,Near North,1,02/25/2018,09:16
"2223 3RD ST N,Minneapolis,MN",45.00222,-93.283742,Xerxes,3,5,Hawthorne,Near North,1,02/25/2018,09:18
"737 Aldrich ave n ,Minneapolis,MN",44.985771,-93.291066,Xerxes,3,5,Sumner - Glenwood,Near North,1,02/25/2018,09:22
"823 ALDRICH AVE N,Minneapolis,MN",44.986531,-93.29098499999999,Xerxes,3,5,Sumner - Glenwood,Near North,1,02/25/2018,09:30
"715 Bryant Ave N,Minneapolis,MN",44.985357,-93.292027,Xerxes,3,5,Sumner - Glenwood,Near North,1,02/25/2018,09:31
"2617 3RD ST N ,Minneapolis,MN",45.006485999999995,-93.28375799999999,Xerxes,3,5,Hawthorne,Near North,1,02/25/2018,09:50
"2227 4th st n,Minneapolis,MN",45.002309000000004,-93.285265,Xerxes,3,5,Hawthorne,Near North,1,02/25/2018,09:54
"1807 Bryant Ave N,Minneapolis,MN",44.997788,-93.29105799999999,Xerxes,3,5,Near - North,Near North,1,02/25/2018,09:56
"1601Bryant ave n ,Minneapolis,MN",44.995664,-93.291065,Xerxes,3,5,Near - North,Near North,1,02/25/2018,09:58
"1607 dupont ave n ,Minneapolis,MN",44.995577000000004,-93.292714,Xerxes,3,5,Near - North,Near North,1,02/25/2018,10:09
"1609 Dupont Ave N,Minneapolis,MN",44.995645,-93.293006,Xerxes,3,5,Near - North,Near North,1,02/25/2018,10:17
"3507 4th st n,Minneapolis,MN",45.01877,-93.285326,Xerxes,3,4,McKinley,Camden,1,02/25/2018,10:17
"2427 6th st n ,Minneapolis,MN",45.004540999999996,-93.286734,Xerxes,3,5,Hawthorne,Near North,1,02/25/2018,10:18
"2425 3rd st N,Minneapolis,MN",44.994181,-93.281878,Xerxes,3,5,Near - North,Near North,1,02/25/2018,10:20
"2219 4TH ST N ,Minneapolis,MN",45.002103999999996,-93.28523,Xerxes,3,5,Hawthorne,Near North,1,02/25/2018,10:29
"1831 dupont ave n ,Minneapolis,MN",44.998416999999996,-93.29298399999999,Xerxes,3,5,Near - North,Near North,1,02/25/2018,10:36
"1211 Humboldt Ave N,Minneapolis,MN",44.990605,-93.298406,Xerxes,3,5,Near - North,Near North,1,02/25/2018,10:41
"1123 Humboldt ave n ,Minneapolis,MN",44.989777000000004,-93.298552,Xerxes,3,5,Near - North,Near North,1,02/25/2018,10:51
"1407 Vincent ave n,Minneapolis,MN",44.993662,-93.316221,Xerxes,3,5,Willard - Hay,Near North,1,02/25/2018,11:01
"813 Humboldt Ave N,Minneapolis,MN",44.986807,-93.29818,Xerxes,3,5,Near - North,Near North,1,02/25/2018,11:02
"3511 6TH ST N,Minneapolis,MN",45.018873,-93.2868,Xerxes,3,4,McKinley,Camden,1,02/25/2018,11:02
"2631 Vincent ave n,Minneapolis,MN",45.006592,-93.315888,Xerxes,3,4,Willard - Hay,Near North,1,02/25/2018,11:04
"815 Humboldt ave n ,Minneapolis,MN",44.986884,-93.298449,Xerxes,3,5,Near - North,Near North,1,02/25/2018,11:09
"2431 4th st n,Minneapolis,MN",45.004656,-93.285247,Xerxes,3,5,Hawthorne,Near North,1,02/25/2018,11:09
"2611 3rd st n ,Minneapolis,MN",45.006412,-93.283789,Xerxes,3,5,Hawthorne,Near North,1,02/25/2018,11:11
"1405 Girard Ave N,Minneapolis,MN",44.993324,-93.29718100000001,Xerxes,3,5,Near - North,Near North,1,02/25/2018,11:21
"1411 Girard ave n ,Minneapolis,MN",44.993509,-93.297554,Xerxes,3,5,Near - North,Near North,1,02/25/2018,11:31
"3631 6TH ST N,Minneapolis,MN",45.021243,-93.286835,Xerxes,3,4,McKinley,Camden,1,02/25/2018,11:32
"1425 Girard Ave N,Minneapolis,MN",44.993983,-93.29753000000001,Xerxes,3,5,Near - North,Near North,1,02/25/2018,11:44
"4315 girard Ave n,Minneapolis,MN",45.033831,-93.29732800000001,Xerxes,3,4,Webber - Camden,Camden,1,02/25/2018,11:48
"1419 Girard ave n ,Minneapolis,MN",44.993764,-93.29754399999999,Xerxes,2,5,Near - North,Near North,1,02/25/2018,12:02
"2229 Aldrich ave n ,Minneapolis,MN",45.002392,-93.289525,Xerxes,2,5,Hawthorne,Near North,1,02/25/2018,12:03
"1421 Girard ave n ,Minneapolis,MN",44.993823,-93.29719,Xerxes,2,5,Near - North,Near North,1,02/25/2018,12:06
"1621 Girard Ave N,Minneapolis,MN",44.996063,-93.297493,Xerxes,2,5,Near - North,Near North,1,02/25/2018,12:07
"4023 ALDRICH AVE N,Minneapolis,MN",45.028313,-93.289664,Xerxes,2,4,Webber - Camden,Camden,1,02/25/2018,12:09
"4359 girard Ave n,Minneapolis,MN",45.035178,-93.297179,Xerxes,2,4,Webber - Camden,Camden,1,02/25/2018,12:17
"1625 Upton. Ave n,Minneapolis,MN",44.996049,-93.314628,Xerxes,2,5,Willard - Hay,Near North,1,02/25/2018,12:22
"2017 Girard Ave N,Minneapolis,MN",44.99989,-93.297539,Xerxes,2,5,Jordan,Near North,1,02/25/2018,12:27
"2715 Upton ave n,Minneapolis,MN",45.008312,-93.314983,Xerxes,2,4,Willard - Hay,Near North,1,02/25/2018,12:32
"1807 Irving ave n ,Minneapolis,MN",44.997677,-93.29969399999999,Xerxes,2,5,Willard - Hay,Near North,1,02/25/2018,12:33
"1803 Irving ave n ,Minneapolis,MN",44.997603000000005,-93.299435,Xerxes,2,5,Willard - Hay,Near North,1,02/25/2018,12:37
"2507 queen Ave n,Minneapolis,MN",45.004689,-93.309493,Xerxes,2,5,Willard - Hay,Near North,1,02/25/2018,12:42
"2907 Aldrich ave n ,Minneapolis,MN",45.009847,-93.289268,Xerxes,2,5,Hawthorne,Near North,1,02/25/2018,12:43
"2909aldrich ave n ,Minneapolis,MN",45.00987,-93.289268,Xerxes,2,5,Hawthorne,Near North,1,02/25/2018,12:46
"1341 Irving Ave N,Minneapolis,MN",44.992829,-93.299648,Xerxes,2,5,Near - North,Near North,1,02/25/2018,12:49
