Location,Latitude,Longitude,Ward,Community,Neighborhood,Day,Tow_Zone,Date,Time,Emergency
"311 7TH AVE SE,Minneapolis,MN",44.983919,-93.24613199999999,3,University,Marcy Holmes,3,4,01/17/2018,11:06,Olive
"1911 COLFAX AVE S,Minneapolis,MN",44.963943,-93.291809,7,Calhoun Isle,Lowry Hill,3,3,01/17/2018,11:07,Olive
"3021 3RD ST N,Minneapolis,MN",45.011451,-93.283705,5,Near North,Hawthorne,3,1,01/17/2018,11:08,Olive
"529 7TH AVE N,Minneapolis,MN",44.985279,-93.285539,5,Central,North Loop,3,1,01/17/2018,11:07,Olive
"423 6TH AVE NE,Minneapolis,MN",44.995398,-93.258353,3,Northeast,St. Anthony West,3,2,01/17/2018,11:09,Olive
"3107 3RD ST N,Minneapolis,MN",45.012048,-93.283377,5,Near North,Hawthorne,3,1,01/17/2018,11:09,Olive
"521 4TH ST NE,Minneapolis,MN",44.994824,-93.258977,3,Northeast,St. Anthony West,3,2,01/17/2018,11:10,Olive
"323 7TH AVE SE,Minneapolis,MN",44.984069,-93.246125,3,University,Marcy Holmes,3,4,01/17/2018,11:10,Olive
"101 5TH ST NE,Minneapolis,MN",44.989983,-93.254228,3,University,Nicollet Island - East Bank,3,2,01/17/2018,11:11,Olive
"325 5TH AVE SE,Minneapolis,MN",44.985178999999995,-93.248817,3,University,Marcy Holmes,3,4,01/17/2018,11:12,Olive
"515 7TH AVE NE,Minneapolis,MN",44.997127,-93.258107,3,Northeast,St. Anthony West,3,2,01/17/2018,11:12,Olive
"315 8TH AVE SE,Minneapolis,MN",44.983368,-93.244814,3,University,Marcy Holmes,3,4,01/17/2018,11:13,Olive
"109 14TH ST W,Minneapolis,MN",44.968789,-93.27938,7,Central,Loring Park,3,3,01/17/2018,11:13,Olive
"1513 GIRARD AVE N,Minneapolis,MN",44.994663,-93.297191,5,Near North,Near - North,3,1,01/17/2018,11:14,Olive
"927 13TH AVE SE,Minneapolis,MN",44.987187,-93.233609,2,University,Como,3,4,01/17/2018,11:15,Olive
"319 7TH AVE SE,Minneapolis,MN",44.984012,-93.246049,3,University,Marcy Holmes,3,4,01/17/2018,11:15,Olive
"1007 12TH AVE SE,Minneapolis,MN",44.988169,-93.234599,2,University,Como,3,4,01/17/2018,11:16,Olive
"423 7TH AVE SE,Minneapolis,MN",44.985018,-93.245374,3,University,Marcy Holmes,3,4,01/17/2018,11:16,Olive
"4123 16TH AVE S,Minneapolis,MN",44.92711,-93.251049,8,Powderhorn,Bancroft,3,6,01/17/2018,11:17,Olive
"225 OAK GROVE ST,Minneapolis,MN",44.966418,-93.282139,7,Central,Loring Park,3,3,01/17/2018,11:17,Olive
"4151 16TH AVE S,Minneapolis,MN",44.927046000000004,-93.251049,8,Powderhorn,Bancroft,3,6,01/17/2018,11:18,Olive
"401 9TH ST SE,Minneapolis,MN",44.99073,-93.245338,3,University,Marcy Holmes,3,4,01/17/2018,11:19,Olive
"3133 GIRARD AVE S ,Minneapolis,MN",44.945405,-93.296734,10,Calhoun Isle,South Uptown,3,5,01/17/2018,11:20,Olive
"635 4TH ST NE,Minneapolis,MN",44.996021,-93.259777,3,Northeast,St. Anthony West,3,2,01/17/2018,11:19,Olive
"803 4TH ST NE,Minneapolis,MN",44.997357,-93.261043,3,Northeast,St. Anthony West,3,2,01/17/2018,11:20,Olive
"607 6TH AVE SE,Minneapolis,MN",44.987195,-93.245092,3,University,Marcy Holmes,3,4,01/17/2018,11:20,Olive
"229 OAK GROVE ST,Minneapolis,MN",44.966434,-93.28233,7,Central,Loring Park,3,3,01/17/2018,11:21,Olive
"315 OAK GROVE ST,Minneapolis,MN",44.966718,-93.283521,7,Central,Loring Park,3,3,01/17/2018,11:21,Olive
"3029 humbolt ave s,Minneapolis,MN",44.947309000000004,-93.30048199999999,10,Calhoun Isle,ECCO,3,5,01/17/2018,11:45,Olive
"3105 10TH AVE S,Minneapolis,MN",44.946303,-93.259828,9,Powderhorn,Powderhorn Park,3,6,01/17/2018,11:48,Olive
"315 8TH AVE SE,Minneapolis,MN",44.983368,-93.244814,3,University,Marcy Holmes,3,4,01/17/2018,11:48,Olive
"505 8TH AVE SE,Minneapolis,MN",44.985154,-93.243372,3,University,Marcy Holmes,3,4,01/17/2018,11:49,Olive
"303 8TH AVE SE,Minneapolis,MN",44.982994,-93.2451,3,University,Marcy Holmes,3,4,01/17/2018,11:50,Olive
"3121 3RD ST N,Minneapolis,MN",45.012208,-93.283376,5,Near North,Hawthorne,3,1,01/17/2018,11:51,Olive
"3417 16TH AVE S,Minneapolis,MN",44.940771000000005,-93.25086800000001,9,Powderhorn,Powderhorn Park,3,6,01/17/2018,11:51,Olive
"1207 MAIN ST NE,Minneapolis,MN",45.000231,-93.267397,3,Northeast,Sheridan,3,2,01/17/2018,11:52,Olive
"3315 ELLIOT AVE,Minneapolis,MN",44.94274,-93.261045,9,Powderhorn,Powderhorn Park,3,6,01/17/2018,11:52,Olive
"1805 2ND AVE N,Minneapolis,MN",44.978857,-93.303322,5,Near North,Harrison,3,3,01/17/2018,11:53,Olive
"1307 SPRUCE PLACE,Minneapolis,MN",44.96983,-93.280834,7,Central,Loring Park,3,3,01/17/2018,11:53,Olive
"3205 GIRARD AVE S ,Minneapolis,MN",44.94444,-93.297054,10,Calhoun Isle,South Uptown,3,5,01/17/2018,11:55,Olive
"209 18TG ST E,Minneapolis,MN",44.96482,-93.27358199999999,6,Central,Steven's Square - Loring Heights,3,3,01/17/2018,11:54,Olive
"621 6TH AVE SE,Minneapolis,MN",44.987398,-93.24493000000001,3,University,Marcy Holmes,3,4,01/17/2018,11:55,Olive
"209 9THAVE NE,Minneapolis,MN",44.997081,-93.263887,3,Northeast,St. Anthony West,3,2,01/17/2018,11:57,Olive
"3227 3RD ST N,Minneapolis,MN",45.014007,-93.283695,4,Camden,McKinley,3,1,01/17/2018,11:56,Olive
"3105 13TH AVE S,Minneapolis,MN",44.946318,-93.25604399999999,9,Powderhorn,Powderhorn Park,3,6,01/17/2018,11:58,Olive
"411 9TH ST SE,Minneapolis,MN",44.99049,-93.24543100000001,3,University,Marcy Holmes,3,4,01/17/2018,11:58,Olive
"3327 ELLIOT AVE,Minneapolis,MN",44.942278,-93.260954,9,Powderhorn,Powderhorn Park,3,6,01/17/2018,12:00,Olive
"327 8TH AVE SE,Minneapolis,MN",44.983686999999996,-93.244571,3,University,Marcy Holmes,3,4,01/17/2018,11:59,Olive
"3609 13TH AVE S,Minneapolis,MN",44.937369,-93.255903,9,Powderhorn,Powderhorn Park,3,6,01/17/2018,12:02,Olive
"1369 SPRUCE PL,Minneapolis,MN",44.96906,-93.280091,7,Central,Loring Park,3,3,01/17/2018,12:02,Olive
"3443 4TH ST N,Minneapolis,MN",45.017936999999996,-93.28526600000001,4,Camden,McKinley,3,1,01/17/2018,12:03,Olive
"2003 IRVING AVE N,Minneapolis,MN",44.999849,-93.29889399999999,5,Near North,Jordan,3,1,01/17/2018,12:03,Olive
"105 17TH ST E,Minneapolis,MN",44.966084,-93.275244,6,Central,Steven's Square - Loring Heights,3,3,01/17/2018,12:04,Olive
"505 4TH ST NE,Minneapolis,MN",44.994535,-93.258647,3,Northeast,St. Anthony West,3,2,01/17/2018,12:04,Olive
"825 7TH ST SE,Minneapolis,MN",44.985636,-93.238989,3,University,Marcy Holmes,3,4,01/17/2018,12:05,Olive
"415 9TH AVE NE,Minneapolis,MN",44.998385999999996,-93.26087,3,Northeast,St. Anthony West,3,2,01/17/2018,12:05,Olive
"3641 ELLIOT AVE ,Minneapolis,MN",44.936365,-93.26097800000001,9,Powderhorn,Powderhorn Park,3,6,01/17/2018,12:06,Olive
"1003 40TH ST E,Minneapolis,MN",44.930547,-93.259875,8,Powderhorn,Bancroft,3,6,01/17/2018,12:06,Olive
"1521 SPRUCE PL,Minneapolis,MN",44.967009999999995,-93.280449,7,Central,Loring Park,3,3,01/17/2018,12:06,Olive
"4341 12TH AVE S,Minneapolis,MN",44.923813,-93.257205,11,Nokomis,Northrop,3,6,01/17/2018,12:07,Olive
"4131 16TH AVE S,Minneapolis,MN",44.927091,-93.251049,8,Powderhorn,Bancroft,3,6,01/17/2018,12:08,Olive
"3237 4TH ST N,Minneapolis,MN",45.014322,-93.28495,4,Camden,McKinley,3,1,01/17/2018,12:09,Olive
"2023 GIRARD AVE N,Minneapolis,MN",44.9997,-93.297168,5,Near North,Jordan,3,1,01/17/2018,12:11,Olive
"311 8TH AVE SE,Minneapolis,MN",44.983243,-93.24490899999999,3,University,Marcy Holmes,3,4,01/17/2018,12:12,Olive
"3045 10TH AVE S,Minneapolis,MN",44.94686,-93.25979699999999,9,Powderhorn,Powderhorn Park,3,6,01/17/2018,12:13,Olive
"1527 SPRUCE PL,Minneapolis,MN",44.967009999999995,-93.280449,7,Central,Loring Park,3,3,01/17/2018,12:14,Olive
"409 OAK GROVE ST,Minneapolis,MN",44.967181,-93.285076,7,Central,Loring Park,3,3,01/17/2018,12:13,Olive
"1525 SPRUCE PL,Minneapolis,MN",44.967009999999995,-93.280449,7,Central,Loring Park,3,3,01/17/2018,12:15,Olive
"603 8TH AVE SE,Minneapolis,MN",44.985886,-93.24246099999999,3,University,Marcy Holmes,3,4,01/17/2018,12:16,Olive
"227 7TH AVE SE,Minneapolis,MN",44.982738,-93.247051,3,University,Marcy Holmes,3,4,01/17/2018,12:16,Olive
"229 7TH AVE SE,Minneapolis,MN",44.982757,-93.247035,3,University,Marcy Holmes,3,4,01/17/2018,12:17,Olive
"3105 10TH AVE S,Minneapolis,MN",44.946303,-93.259828,9,Powderhorn,Powderhorn Park,3,6,01/17/2018,12:18,Olive
"427 8TH AVE SE,Minneapolis,MN",44.984698,-93.243662,3,University,Marcy Holmes,3,4,01/17/2018,10:55,Olive
"669 SUMMER ST NE,Minneapolis,MN",44.996738,-93.254406,3,Northeast,St. Anthony East,3,2,01/17/2018,12:19,Olive
"5549 27TH AVE S,Minneapolis,MN",44.902079,-93.233335,11,Nokomis,Wenonah,3,6,01/17/2018,11:15,Olive
"921 13TH AVE SE,Minneapolis,MN",44.987248,-93.233463,2,University,Como,3,4,01/17/2018,11:14,Olive
"1801 2ND AVE S,Minneapolis,MN",44.965051,-93.274028,6,Central,Steven's Square - Loring Heights,3,3,01/17/2018,12:26,Olive
"3015 12TH AVE S,Minneapolis,MN",44.947787,-93.257205,9,Powderhorn,Powderhorn Park,3,6,01/17/2018,11:00,Olive
"713 8TH AVE SE,Minneapolis,MN",44.987251,-93.24159499999999,3,University,Marcy Holmes,3,4,01/17/2018,12:27,Olive
"929 13TH AVE SE,Minneapolis,MN",44.987188,-93.233609,2,University,Como,3,4,01/17/2018,11:14,Olive
"125 9TH AVE NE,Minneapolis,MN",44.996533,-93.266245,3,Northeast,St. Anthony West,3,2,01/17/2018,12:29,Olive
"827 MAIN ST NE,Minneapolis,MN",44.996637,-93.265282,3,Northeast,St. Anthony West,3,2,01/17/2018,11:13,Olive
"731 8TH AVE SE,Minneapolis,MN",44.987569,-93.241126,3,University,Marcy Holmes,3,4,01/17/2018,12:30,Olive
"515 4TH ST NE,Minneapolis,MN",44.994735999999996,-93.258873,3,Northeast,St. Anthony West,3,2,01/17/2018,11:13,Olive
"1539 39TH ST E,Minneapolis,MN",44.932146,-93.251637,8,Powderhorn,Bancroft,3,6,01/17/2018,12:31,Olive
"507 9TH AVE SE,Minneapolis,MN",44.9854,-93.241664,3,University,Marcy Holmes,3,4,01/17/2018,12:32,Olive
"2227 4TH ST N,Minneapolis,MN",45.002309000000004,-93.285265,5,Near North,Hawthorne,3,1,01/17/2018,11:10,Olive
"107 17TH ST E,Minneapolis,MN",44.966084,-93.27521800000001,6,Central,Steven's Square - Loring Heights,3,3,01/17/2018,12:33,Olive
"2215 4TH ST N,Minneapolis,MN",45.001992,-93.285238,5,Near North,Hawthorne,3,1,01/17/2018,11:10,Olive
"127 5TH ST NE,Minneapolis,MN",44.990813,-93.254262,3,University,Nicollet Island - East Bank,3,2,01/17/2018,12:34,Olive
"3201 15TH AVE S,Minneapolis,MN",44.944578,-93.25344100000001,9,Powderhorn,Powderhorn Park,3,6,01/17/2018,12:03,Olive
"631 4TH ST NE,Minneapolis,MN",44.995781,-93.259951,3,Northeast,St. Anthony West,3,2,01/17/2018,12:36,Olive
"1251 5TH ST NE,Minneapolis,MN",45.000762,-93.260269,3,Northeast,Sheridan,3,2,01/17/2018,11:40,Olive
"2025 32ND ST E,Minneapolis,MN",44.94457,-93.242899,9,Powderhorn,Corcoran,3,6,01/17/2018,12:02,Olive
"105 14TH ST W,Minneapolis,MN",44.968789,-93.27936,7,Central,Loring Park,3,3,01/17/2018,12:37,Olive
"131 18TH ST E,Minneapolis,MN",44.965215,-93.275188,6,Central,Steven's Square - Loring Heights,3,3,01/17/2018,12:01,Olive
"2111 6TH ST N,Minneapolis,MN",45.000638,-93.28685,5,Near North,Hawthorne,3,1,01/17/2018,12:38,Olive
"2129 4TH ST N,Minneapolis,MN",45.001076,-93.284937,5,Near North,Hawthorne,3,1,01/17/2018,12:39,Olive
"125 19TH ST E,Minneapolis,MN",44.963954,-93.27529100000001,6,Central,Steven's Square - Loring Heights,3,3,01/17/2018,12:01,Olive
"2021 GIRARD AVE N,Minneapolis,MN",44.999685,-93.297168,5,Near North,Jordan,3,1,01/17/2018,12:40,Olive
"1807 2ND AVE N,Minneapolis,MN",44.978857,-93.303348,5,Near North,Harrison,3,3,01/17/2018,12:00,Olive
"225 7TH AVE SE,Minneapolis,MN",44.982719,-93.247066,3,University,Marcy Holmes,3,4,01/17/2018,12:41,Olive
"223 7TH AVE SE,Minneapolis,MN",44.9827,-93.24708100000001,3,University,Marcy Holmes,3,4,01/17/2018,12:42,Olive
"1223 MAIN ST NE,Minneapolis,MN",45.000563,-93.267319,3,Northeast,Sheridan,3,2,01/17/2018,11:59,Olive
"1011 27TH AVE SE,Minneapolis,MN",44.988438,-93.2155,1,University,Como,3,4,01/17/2018,12:43,Olive
"325 8TH AVE SE,Minneapolis,MN",44.983686999999996,-93.244541,3,University,Marcy Holmes,3,4,01/17/2018,12:44,Olive
"3141 14TH AVE S,Minneapolis,MN",44.94538,-93.254739,9,Powderhorn,Powderhorn Park,3,6,01/17/2018,11:58,Olive
"209 7THAVE SE,Minneapolis,MN",44.982566,-93.24719,3,University,Marcy Holmes,3,4,01/17/2018,12:45,Olive
"919 LOGAN AVE N,Minneapolis,MN",44.987499,-93.303515,5,Near North,Near - North,3,1,01/17/2018,11:57,Olive
"3025 12TH AVE S,Minneapolis,MN",44.947509000000004,-93.25720600000001,9,Powderhorn,Powderhorn Park,3,6,01/17/2018,12:46,Olive
"1724 STEVENS AVE S,Minneapolis,MN",44.965885,-93.275643,6,Central,Steven's Square - Loring Heights,3,3,01/17/2018,11:57,Olive
"219 9TH AVE NE,Minneapolis,MN",44.997107,-93.263814,3,Northeast,St. Anthony West,3,2,01/17/2018,12:47,Olive
"215 9TH AVE NE,Minneapolis,MN",44.997097,-93.26384399999999,3,Northeast,St. Anthony West,3,2,01/17/2018,12:48,Olive
"2543 JAMES AVE N,Minneapolis,MN",45.005826,-93.30064,5,Near North,Jordan,3,1,01/17/2018,11:55,Olive
"3009 LONGFELLOW AVE S,Minneapolis,MN",44.947921,-93.246124,9,Powderhorn,Corcoran,3,6,01/17/2018,12:49,Olive
"1231 LOGAN AVE N,Minneapolis,MN",44.990705,-93.303533,5,Near North,Near - North,3,1,01/17/2018,11:52,Olive
"3021 LONGFELLOW AVE S,Minneapolis,MN",44.947558,-93.246121,9,Powderhorn,Corcoran,3,6,01/17/2018,12:50,Olive
"211 8TH AVE SE,Minneapolis,MN",44.982381,-93.24556899999999,3,University,Marcy Holmes,3,4,01/17/2018,11:51,Olive
"701 11TH AVE SE,Minneapolis,MN",44.985101,-93.23758000000001,3,University,Marcy Holmes,3,4,01/17/2018,11:51,Olive
"123 5TH ST NE,Minneapolis,MN",44.990629,-93.25465,3,University,Nicollet Island - East Bank,3,2,01/17/2018,12:51,Olive
"221 7TH AVE SE,Minneapolis,MN",44.982681,-93.247097,3,University,Marcy Holmes,3,4,01/17/2018,11:50,Olive
"3507 fremont ave s,Minneapolis,MN",44.939198,-93.295837,10,Calhoun Isle,South Uptown,3,5,01/17/2018,12:55,Olive
"213 8TH AVE SE,Minneapolis,MN",44.982462,-93.245504,3,University,Marcy Holmes,3,4,01/17/2018,11:49,Olive
"3045 10TH AVE S,Minneapolis,MN",44.94686,-93.25979699999999,9,Powderhorn,Powderhorn Park,3,6,01/17/2018,12:31,Olive
"227 7TH AVE SE,Minneapolis,MN",44.982738,-93.247051,3,University,Marcy Holmes,3,4,01/17/2018,12:30,Olive
"905 4TH ST NE,Minneapolis,MN",44.998366,-93.26171,3,Northeast,St. Anthony West,3,2,01/17/2018,12:54,Olive
"3319 6TH ST N,Minneapolis,MN",45.015572999999996,-93.286762,4,Camden,McKinley,3,1,01/17/2018,12:29,Olive
"713 11TH AVE SE,Minneapolis,MN",44.98575,-93.237648,3,University,Marcy Holmes,3,4,01/17/2018,12:29,Olive
"3223 14TH AVE S,Minneapolis,MN",44.944006,-93.2547,9,Powderhorn,Powderhorn Park,3,6,01/17/2018,13:01,Olive
"709 11TH AVE SE,Minneapolis,MN",44.985646,-93.23773,3,University,Marcy Holmes,3,4,01/17/2018,12:29,Olive
"207 8th ave Se,Minneapolis,MN",44.982219,-93.245698,3,University,Marcy Holmes,3,4,01/17/2018,13:04,Olive
"633 MADISON ST NE,Minneapolis,MN",44.996113,-93.253422,3,Northeast,St. Anthony East,3,2,01/17/2018,12:28,Olive
"1021 KNOX AVE N,Minneapolis,MN",44.988425,-93.302182,5,Near North,Near - North,3,1,01/17/2018,13:06,Olive
"3307 FREMONT AVE S ,Minneapolis,MN",44.942671999999995,-93.295816,10,Calhoun Isle,South Uptown,3,5,01/17/2018,13:08,Olive
"629 MADISON ST NE,Minneapolis,MN",44.996012,-93.253408,3,Northeast,St. Anthony East,3,2,01/17/2018,12:28,Olive
"705 LOGAN AVE N,Minneapolis,MN",44.985341,-93.30323800000001,5,Near North,Near - North,3,1,01/17/2018,13:07,Olive
"3221 21ST AVE S,Minneapolis,MN",44.943901000000004,-93.24195999999999,9,Powderhorn,Corcoran,3,6,01/17/2018,12:14,Olive
"3029 6th St N,Minneapolis,MN",45.0116,-93.286733,5,Near North,Hawthorne,3,1,01/17/2018,13:09,Olive
"3125 6TH ST N,Minneapolis,MN",45.012244,-93.286237,5,Near North,Hawthorne,3,1,01/17/2018,13:10,Olive
"729 8TH AVE SE,Minneapolis,MN",44.987724,-93.241517,3,University,Marcy Holmes,3,4,01/17/2018,13:11,Olive
"1619 3RD ST NE,Minneapolis,MN",45.004987,-93.264338,3,Northeast,Sheridan,3,2,01/17/2018,13:12,Olive
"3817 22ND AVE S,Minneapolis,MN",44.93351,-93.240713,12,Powderhorn,Standish,3,6,01/17/2018,13:12,Olive
"301 RIDGEWOOD AVE S,Minneapolis,MN",44.963941999999996,-93.282882,7,Central,Steven's Square - Loring Heights,3,3,01/17/2018,12:13,Olive
"755 JEFFERSON ST NE,Minneapolis,MN",44.998354,-93.254994,3,Northeast,St. Anthony East,3,2,01/17/2018,13:13,Olive
"3235 17TH AVE S,Minneapolis,MN",44.943489,-93.24955200000001,9,Powderhorn,Powderhorn Park,3,6,01/17/2018,12:39,Olive
"401 RIDGEWOOD AVE S,Minneapolis,MN",44.963375,-93.284409,7,Central,Steven's Square - Loring Heights,3,3,01/17/2018,12:37,Olive
"1019 15TH AVE SE,Minneapolis,MN",44.988433,-93.23106999999999,1,University,Como,3,4,01/17/2018,13:17,Olive
"1105 14TH AVE SE,Minneapolis,MN",44.990999,-93.232414,2,University,Como,3,4,01/17/2018,13:18,Olive
"1519 SPRUCE PLACE,Minneapolis,MN",44.967009999999995,-93.280401,7,Central,Loring Park,3,3,01/17/2018,12:12,Olive
