Location,Latitude,Longitude,Ward,Neighborhood,Community,Tow_Zone,Day,Emergency,Date,Time
3511 RUSSELL AVE N,45.012892,-93.312697,4,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
3731 RUSSELL AVE N,45.030401,-93.30269799999999,4,Webber - Camden,Camden,1,3,Diamond Lake,03/12/2019,00:00
3805 RUSSELL AVE N,45.030401,-93.30269799999999,4,Webber - Camden,Camden,1,3,Diamond Lake,03/12/2019,00:00
3907 RUSSELL AVE N,45.030401,-93.30269799999999,4,Webber - Camden,Camden,1,3,Diamond Lake,03/12/2019,00:00
4033 RUSSELL AVE N,45.030401,-93.30269799999999,4,Webber - Camden,Camden,1,3,Diamond Lake,03/12/2019,00:00
4037 RUSSELL AVE N,45.030401,-93.30269799999999,4,Webber - Camden,Camden,1,3,Diamond Lake,03/12/2019,00:00
4043 RUSSELL AVE N,45.030401,-93.30269799999999,4,Webber - Camden,Camden,1,3,Diamond Lake,03/12/2019,00:00
4405 RUSSELL AVE N,45.030401,-93.30269799999999,4,Webber - Camden,Camden,1,3,Diamond Lake,03/12/2019,00:00
4421 RUSSELL AVE N,45.030401,-93.30269799999999,4,Webber - Camden,Camden,1,3,Diamond Lake,03/12/2019,00:00
4413 QUEEN AVE N,45.030401,-93.30269799999999,4,Webber - Camden,Camden,1,3,Diamond Lake,03/12/2019,00:00
4409 QUEEN AVE N,45.030401,-93.30269799999999,4,Webber - Camden,Camden,1,3,Diamond Lake,03/12/2019,00:00
4341 QUEEN AVE N,45.030401,-93.30269799999999,4,Webber - Camden,Camden,1,3,Diamond Lake,03/12/2019,00:00
4007 QUEEN AVE N,45.030401,-93.30269799999999,4,Webber - Camden,Camden,1,3,Diamond Lake,03/12/2019,00:00
4007 QUEEN AVE N,45.030401,-93.30269799999999,4,Webber - Camden,Camden,1,3,Diamond Lake,03/12/2019,00:00
4007 QUEEN AVE N,45.030401,-93.30269799999999,4,Webber - Camden,Camden,1,3,Diamond Lake,03/12/2019,00:00
4005 QUEEN AVE N,45.030401,-93.30269799999999,4,Webber - Camden,Camden,1,3,Diamond Lake,03/12/2019,00:00
4001 QUEEN AVE N,45.030401,-93.30269799999999,4,Webber - Camden,Camden,1,3,Diamond Lake,03/12/2019,00:00
3905 QUEEN AVE N,45.030628,-93.304939,4,Webber - Camden,Camden,1,3,Diamond Lake,03/12/2019,00:00
3849 QUEEN AVE N,45.030401,-93.30269799999999,4,Webber - Camden,Camden,1,3,Diamond Lake,03/12/2019,00:00
3759 QUEEN AVE N,45.030401,-93.30269799999999,4,Webber - Camden,Camden,1,3,Diamond Lake,03/12/2019,00:00
3757 QUEEN AVE N,45.030401,-93.30269799999999,4,Webber - Camden,Camden,1,3,Diamond Lake,03/12/2019,00:00
3705 QUEEN AVE N,45.030401,-93.30269799999999,4,Webber - Camden,Camden,1,3,Diamond Lake,03/12/2019,00:00
3651 QUEEN AVE N,45.030401,-93.30269799999999,4,Webber - Camden,Camden,1,3,Diamond Lake,03/12/2019,00:00
3645 QUEEN AVE N,45.030401,-93.30269799999999,4,Webber - Camden,Camden,1,3,Diamond Lake,03/12/2019,00:00
3633 QUEEN AVE N,45.030401,-93.30269799999999,4,Webber - Camden,Camden,1,3,Diamond Lake,03/12/2019,00:00
3631 QUEEN AVE N,45.012892,-93.312697,4,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
3617 QUEEN AVE N,45.030401,-93.30269799999999,4,Webber - Camden,Camden,1,3,Diamond Lake,03/12/2019,00:00
3617 QUEEN AVE N,45.030401,-93.30269799999999,4,Webber - Camden,Camden,1,3,Diamond Lake,03/12/2019,00:00
3437 QUEEN AVE N,45.012892,-93.312697,4,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
3437 QUEEN AVE N,45.012892,-93.312697,4,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
3117 QUEEN AVE N,45.012892,-93.312697,4,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
3117 QUEEN AVE N,45.012892,-93.312697,4,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
3109 QUEEN AVE N,45.012892,-93.312697,4,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
3033 QUEEN AVE N,45.012892,-93.312697,4,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
3031 QUEEN AVE N,45.012892,-93.312697,4,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
3029 QUEEN AVE N,45.012892,-93.312697,4,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
3027 QUEEN AVE N,45.012892,-93.312697,4,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
2951 QUEEN AVE N,45.012892,-93.312697,4,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
2947 QUEEN AVE N,45.012892,-93.312697,4,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
2937 QUEEN AVE N,45.012892,-93.312697,4,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
2937 QUEEN AVE N,45.012892,-93.312697,4,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
2935 QUEEN AVE N,45.012892,-93.312697,4,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
2737 QUEEN AVE N,45.012892,-93.312697,4,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
2737 QUEEN AVE N,45.012892,-93.312697,4,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
2725 QUEEN AVE N,45.003122999999995,-93.307455,5,Willard - Hay,Near North,1,3,Diamond Lake,03/12/2019,00:00
2715 QUEEN AVE N,45.003122999999995,-93.307455,5,Willard - Hay,Near North,1,3,Diamond Lake,03/12/2019,00:00
2707 QUEEN AVE N,45.003122999999995,-93.307455,5,Willard - Hay,Near North,1,3,Diamond Lake,03/12/2019,00:00
2705 QUEEN AVE N,45.003122999999995,-93.307455,5,Willard - Hay,Near North,1,3,Diamond Lake,03/12/2019,00:00
2701 QUEEN AVE N,45.003122999999995,-93.307455,5,Willard - Hay,Near North,1,3,Diamond Lake,03/12/2019,00:00
2627 QUEEN AVE N,45.003122999999995,-93.307455,5,Willard - Hay,Near North,1,3,Diamond Lake,03/12/2019,00:00
2623 QUEEN AVE N,45.003122999999995,-93.307455,5,Willard - Hay,Near North,1,3,Diamond Lake,03/12/2019,00:00
2621 QUEEN AVE N,45.003122999999995,-93.307455,5,Willard - Hay,Near North,1,3,Diamond Lake,03/12/2019,00:00
2619 QUEEN AVE N,45.003122999999995,-93.307455,5,Willard - Hay,Near North,1,3,Diamond Lake,03/12/2019,00:00
2617 QUEEN AVE N,44.998308,-93.30247299999999,5,Willard - Hay,Near North,1,3,Diamond Lake,03/12/2019,00:00
2617 QUEEN AVE N,44.998308,-93.30247299999999,5,Willard - Hay,Near North,1,3,Diamond Lake,03/12/2019,00:00
2615 QUEEN AVE N,45.003122999999995,-93.307455,5,Willard - Hay,Near North,1,3,Diamond Lake,03/12/2019,00:00
2521 QUEEN AVE N,45.003122999999995,-93.307455,5,Willard - Hay,Near North,1,3,Diamond Lake,03/12/2019,00:00
2515 QUEEN AVE N,45.003122999999995,-93.307455,5,Willard - Hay,Near North,1,3,Diamond Lake,03/12/2019,00:00
2515 QUEEN AVE N,45.003122999999995,-93.307455,5,Willard - Hay,Near North,1,3,Diamond Lake,03/12/2019,00:00
1019 PARK AVENUE FRT. RD.,44.969065,-93.26481700000001,7,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
1405 5TH AVE S,44.968746,-93.268807,7,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
1421 5TH AVE S,44.968709000000004,-93.269001,7,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
1425 5TH AVE S,44.968878000000004,-93.268874,7,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
1427 5TH AVE S,44.968295,-93.268775,7,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
1429 5TH AVE S,44.968061999999996,-93.268592,7,Elliot Park,Central,3,3,Diamond Lake,03/12/2019,00:00
341 OAK GROVE ST,44.967377,-93.284609,7,Loring Park,Central,3,3,Diamond Lake,03/12/2019,00:00
327 OAK GROVE ST,44.967228999999996,-93.284103,7,Loring Park,Central,3,3,Diamond Lake,03/12/2019,00:00
311 OAK GROVE ST,44.967022,-93.28336800000001,7,Loring Park,Central,3,3,Diamond Lake,03/12/2019,00:00
309 OAK GROVE ST,44.966984000000004,-93.28331,7,Loring Park,Central,3,3,Diamond Lake,03/12/2019,00:00
303 OAK GROVE ST,44.96683,-93.282993,7,Loring Park,Central,3,3,Diamond Lake,03/12/2019,00:00
301 OAK GROVE ST,44.966761,-93.282791,7,Loring Park,Central,3,3,Diamond Lake,03/12/2019,00:00
229 OAK GROVE ST,44.966753999999995,-93.282361,7,Loring Park,Central,3,3,Diamond Lake,03/12/2019,00:00
225 OAK GROVE ST,44.96665,-93.282166,7,Loring Park,Central,3,3,Diamond Lake,03/12/2019,00:00
21 OAK GROVE ST,44.966462,-93.278954,7,Loring Park,Central,3,3,Diamond Lake,03/12/2019,00:00
17 OAK GROVE ST,44.966440999999996,-93.278931,7,Loring Park,Central,3,3,Diamond Lake,03/12/2019,00:00
13 OAK GROVE ST,44.966471999999996,-93.27893,7,Loring Park,Central,3,3,Diamond Lake,03/12/2019,00:00
205 14TH ST W,44.968761,-93.281262,7,Loring Park,Central,3,3,Diamond Lake,03/12/2019,00:00
908 FREEWAY FRONTAGE ROAD,44.967335999999996,-93.256943,6,Elliot Park,Central,3,2,Diamond Lake,03/11/2019,00:00
1102 15TH ST E,44.968097,-93.257894,6,Elliot Park,Central,3,2,Diamond Lake,03/11/2019,00:00
1104 15TH ST E,44.968059999999994,-93.257805,6,Elliot Park,Central,3,2,Diamond Lake,03/11/2019,00:00
1106 15TH ST E,44.968096,-93.257773,6,Elliot Park,Central,3,2,Diamond Lake,03/11/2019,00:00
1516 ELLIOT AVE,44.967428000000005,-93.26134499999999,6,Elliot Park,Central,3,2,Diamond Lake,03/11/2019,00:00
1520 ELLIOT AVE,44.967397999999996,-93.261247,6,Elliot Park,Central,3,2,Diamond Lake,03/11/2019,00:00
1520 ELLIOT AVE,44.967216,-93.26110600000001,6,Elliot Park,Central,3,2,Diamond Lake,03/11/2019,00:00
1620 ELLIOT AVE,44.966975,-93.260861,6,Elliot Park,Central,3,2,Diamond Lake,03/11/2019,00:00
1626 ELLIOT AVE,44.966918,-93.260999,6,Elliot Park,Central,3,2,Diamond Lake,03/11/2019,00:00
1514 10TH AVE S,44.967563,-93.25976800000001,6,Elliot Park,Central,3,2,Diamond Lake,03/11/2019,00:00
2207 ELM ST,44.984348,-93.22126,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
2127 ELM ST,44.984336,-93.22194499999999,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
2125 ELM ST,44.984346,-93.222197,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
2023 ELM ST,44.984328000000005,-93.223552,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
1805 FAIRMOUNT ST SE,44.986067999999996,-93.22631,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
1825 FAIRMOUNT ST SE,44.98605,-93.225813,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
1901 FAIRMOUNT ST SE,44.986069,-93.225326,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
1909 FAIRMOUNT ST SE,44.986078000000006,-93.224954,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
2023 FAIRMOUNT ST SE,44.986077,-93.223171,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
2027 FAIRMOUNT ST SE,44.98612,-93.222996,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
2105 FAIRMOUNT ST SE,44.986121999999995,-93.222594,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
2129 FAIRMOUNT ST SE,44.986095,-93.221634,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
2205 FAIRMOUNT ST SE,44.986118,-93.221063,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
2225 FAIRMOUNT ST SE,44.986102,-93.220611,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
2229 FAIRMOUNT ST SE,44.986101,-93.220388,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
2329 FAIRMOUNT ST SE,44.986121999999995,-93.219352,2,Como,University,4,3,Diamond Lake,03/12/2019,00:00
912 27TH AVE NE,45.016783000000004,-93.248388,1,Columbia Park,Northeast,2,2,Diamond Lake,03/11/2019,00:00
814 27TH AVE NE,45.01677,-93.25036,1,Holland,Northeast,2,2,Diamond Lake,03/11/2019,00:00
804 27TH AVE NE,45.016779,-93.250647,1,Holland,Northeast,2,2,Diamond Lake,03/11/2019,00:00
694 26TH AVE NE,45.014996000000004,-93.253037,1,Holland,Northeast,2,2,Diamond Lake,03/11/2019,00:00
644 26TH AVE NE,45.014926,-93.256506,1,Holland,Northeast,2,2,Diamond Lake,03/11/2019,00:00
174 29TH AVE NE,45.020534000000005,-93.268407,1,Marshall Terrace,Northeast,2,2,Diamond Lake,03/11/2019,00:00
354 24TH AVE NE,45.012192,-93.261749,1,Holland,Northeast,2,2,Diamond Lake,03/11/2019,00:00
402 24TH AVE NE,45.012195,-93.26127199999999,1,Holland,Northeast,2,2,Diamond Lake,03/11/2019,00:00
406 24TH AVE NE,45.01218,-93.261038,1,Holland,Northeast,2,2,Diamond Lake,03/11/2019,00:00
426 24TH AVE NE,45.012184999999995,-93.260735,1,Holland,Northeast,2,2,Diamond Lake,03/11/2019,00:00
428 24TH AVE NE,45.012202,-93.260486,1,Holland,Northeast,2,2,Diamond Lake,03/11/2019,00:00
3715 28TH AVE S,44.934939,-93.232108,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3715 28TH AVE S,44.935522999999996,-93.232088,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3713 28TH AVE S,44.935598,-93.232111,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3705 28TH AVE S,44.935693,-93.232097,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3657 28TH AVE S,44.936223,-93.23209200000001,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3637 28TH AVE S,44.936533000000004,-93.232106,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3801 26TH AVE S,44.933914,-93.234636,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3821 26TH AVE S,44.933364000000005,-93.23469899999999,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
4007 26TH AVE S,44.930231,-93.23465999999999,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
4011 26TH AVE S,44.930046000000004,-93.23465,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
4017 26TH AVE S,44.929912,-93.234634,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
4107 26TH AVE S,44.928482,-93.234657,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
4131 25TH AVE S,44.92778,-93.234622,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
4123 25TH AVE S,44.927914,-93.234659,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
4129 25TH AVE S,44.927834999999995,-93.234659,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
4135 25TH AVE S,44.927618,-93.234658,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
4143 25TH AVE S,44.927426000000004,-93.234669,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
4203 25TH AVE S,44.926668,-93.23597,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
4231 25TH AVE S,44.925933,-93.23595300000001,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
4233 25TH AVE S,44.925887,-93.23597,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
4157 25TH AVE S,44.927199,-93.235936,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
4139 25TH AVE S,44.927611,-93.235939,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
4121 25TH AVE S,44.928149,-93.235934,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3221 GIRARD AVE N,45.013872,-93.296887,4,Folwell,Camden,1,3,Diamond Lake,03/12/2019,00:00
3217 GIRARD AVE N,45.013779,-93.296832,4,Folwell,Camden,1,3,Diamond Lake,03/12/2019,00:00
3215 GIRARD AVE N,45.013714,-93.296879,4,Folwell,Camden,1,3,Diamond Lake,03/12/2019,00:00
3211 GIRARD AVE N,45.013586,-93.29688,4,Folwell,Camden,1,3,Diamond Lake,03/12/2019,00:00
3209 GIRARD AVE N,45.013506,-93.296894,4,Folwell,Camden,1,3,Diamond Lake,03/12/2019,00:00
3203 GIRARD AVE N,45.013369,-93.296885,4,Folwell,Camden,1,3,Diamond Lake,03/12/2019,00:00
3021 GIRARD AVE N,45.012033,-93.29689300000001,5,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
3001 GIRARD AVE N,45.011526,-93.29686600000001,5,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
2947 GIRARD AVE N,45.011037,-93.296872,5,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
2933 GIRARD AVE N,45.010653999999995,-93.29686099999999,5,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
2919 GIRARD AVE N,45.010232,-93.296862,5,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
2917 GIRARD AVE N,45.010165,-93.296852,5,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
2819 GIRARD AVE N,45.009282,-93.296871,5,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
2811 GIRARD AVE N,45.00908,-93.296863,5,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
2807 GIRARD AVE N,45.008953000000005,-93.296898,5,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
2801 GIRARD AVE N,45.008707,-93.296878,5,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
2713 GIRARD AVE N,45.008175,-93.296883,5,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
2709 GIRARD AVE N,45.008072999999996,-93.29687,5,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
2707 GIRARD AVE N,45.008014,-93.296872,5,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
2701 GIRARD AVE N,45.007945,-93.296875,5,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
2643 GIRARD AVE N,45.007523,-93.296852,5,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
2643 GIRARD AVE N,45.007319,-93.296846,5,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
2641 GIRARD AVE N,45.007218,-93.296882,5,Jordan,Near North,1,3,Diamond Lake,03/12/2019,00:00
3041 HARRIET AVE S,44.947109000000005,-93.285409,8,Lyndale,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
3505 HARRIET AVE S,44.939122999999995,-93.285637,8,Lyndale,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
3105 GARFIELD AVE S,44.946172,-93.28675799999999,8,Lyndale,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
3137 GARFIELD AVE S,44.945213,-93.286927,8,Lyndale,Powderhorn,5,3,Diamond Lake,03/12/2019,00:00
1038 15TH AVE SE,44.989093,-93.230743,1,Como,University,4,2,Diamond Lake,03/11/2019,00:00
1122 14TH AVE SE,44.991778000000004,-93.232077,1,Como,University,2,2,Diamond Lake,03/11/2019,00:00
1142 14TH AVE SE,44.992333,-93.232046,1,Como,University,2,2,Diamond Lake,03/11/2019,00:00
1158 14TH AVE SE,44.992565,-93.232046,1,Como,University,2,2,Diamond Lake,03/11/2019,00:00
902 12TH AVE SE,44.987002000000004,-93.234674,2,Como,University,4,2,Diamond Lake,03/11/2019,00:00
908 12TH AVE SE,44.987169,-93.234616,2,Como,University,4,2,Diamond Lake,03/11/2019,00:00
910 12TH AVE SE,44.987241999999995,-93.234607,2,Como,University,4,2,Diamond Lake,03/11/2019,00:00
912 12TH AVE SE,44.987295,-93.234612,2,Como,University,4,2,Diamond Lake,03/11/2019,00:00
914 12TH AVE SE,44.987396000000004,-93.234561,2,Como,University,4,2,Diamond Lake,03/11/2019,00:00
926 12TH AVE SE,44.987652000000004,-93.234572,2,Como,University,4,2,Diamond Lake,03/11/2019,00:00
2645 ALDRICH AVE S,44.95445,-93.289266,10,Lowry Hill East,Calhoun Isle,3,3,Diamond Lake,03/12/2019,00:00
2639 ALDRICH AVE S,44.954299,-93.289291,10,Lowry Hill East,Calhoun Isle,3,3,Diamond Lake,03/12/2019,00:00
2631 ALDRICH AVE S,44.954572,-93.289314,10,Lowry Hill East,Calhoun Isle,3,3,Diamond Lake,03/12/2019,00:00
2625 ALDRICH AVE S,44.954736,-93.289307,10,Lowry Hill East,Calhoun Isle,3,3,Diamond Lake,03/12/2019,00:00
2623 ALDRICH AVE S,44.954823,-93.289395,10,Lowry Hill East,Calhoun Isle,3,3,Diamond Lake,03/12/2019,00:00
2619 ALDRICH AVE S,44.955034000000005,-93.289293,10,Lowry Hill East,Calhoun Isle,3,3,Diamond Lake,03/12/2019,00:00
2617 ALDRICH AVE S,44.954985,-93.289361,10,Lowry Hill East,Calhoun Isle,3,3,Diamond Lake,03/12/2019,00:00
2607 ALDRICH AVE S,44.955242,-93.289406,10,Lowry Hill East,Calhoun Isle,3,3,Diamond Lake,03/12/2019,00:00
2919 39TH ST E,44.932272999999995,-93.229726,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
2917 39TH ST E,44.932413000000004,-93.230117,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
2605 39TH ST E,44.932345,-93.234622,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
2613 39TH ST E,44.932311999999996,-93.234284,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
2615 39TH ST E,44.932289000000004,-93.234199,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
2007 39TH ST E,44.932438,-93.24341700000001,12,Standish,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
1425 LOGAN AVE N,44.993838000000004,-93.303251,5,Willard - Hay,Near North,1,3,Diamond Lake,03/12/2019,00:00
1237 LOGAN AVE N,44.990809000000006,-93.303175,5,Near - North,Near North,1,3,Diamond Lake,03/12/2019,00:00
1235 LOGAN AVE N,44.990788,-93.303195,5,Near - North,Near North,1,3,Diamond Lake,03/12/2019,00:00
1233 LOGAN AVE N,44.990722,-93.303251,5,Near - North,Near North,1,3,Diamond Lake,03/12/2019,00:00
1209 LOGAN AVE N,44.989971000000004,-93.30322199999999,5,Near - North,Near North,1,3,Diamond Lake,03/12/2019,00:00
1113 LOGAN AVE N,44.98915,-93.30326099999999,5,Near - North,Near North,1,3,Diamond Lake,03/12/2019,00:00
1017 LOGAN AVE N,44.988490999999996,-93.303224,5,Near - North,Near North,1,3,Diamond Lake,03/12/2019,00:00
1013 LOGAN AVE N,44.988402,-93.303247,5,Near - North,Near North,1,3,Diamond Lake,03/12/2019,00:00
1009 LOGAN AVE N,44.988298,-93.303256,5,Near - North,Near North,1,3,Diamond Lake,03/12/2019,00:00
2766 XERXES AVE S,44.953094,-93.318748,7,Cedar - Isles - Dean,Calhoun Isle,3,2,Diamond Lake,03/11/2019,00:00
2768 XERXES AVE S,44.95304,-93.318804,7,Cedar - Isles - Dean,Calhoun Isle,3,2,Diamond Lake,03/11/2019,00:00
2810 XERXES AVE S,44.951507,-93.318657,7,Cedar - Isles - Dean,Calhoun Isle,3,2,Diamond Lake,03/11/2019,00:00
1224 7TH AVE N,44.985459999999996,-93.295008,5,Near - North,Near North,1,2,Diamond Lake,03/11/2019,00:00
1218 7TH AVE N,44.985336,-93.294874,5,Near - North,Near North,1,2,Diamond Lake,03/11/2019,00:00
1216 7TH AVE N,44.98535,-93.294684,5,Near - North,Near North,1,2,Diamond Lake,03/11/2019,00:00
1214 7TH AVE N,44.985347999999995,-93.29469399999999,5,Near - North,Near North,1,2,Diamond Lake,03/11/2019,00:00
1212 7TH AVE N,44.985351,-93.294566,5,Near - North,Near North,1,2,Diamond Lake,03/11/2019,00:00
1320 12TH AVE N,44.990404,-93.295975,5,Near - North,Near North,1,2,Diamond Lake,03/11/2019,00:00
4239 12TH AVE S,44.925583,-93.257509,8,Northrop,Nokomis,6,3,Diamond Lake,03/12/2019,00:00
3741 12TH AVE S,44.93462,-93.25748,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3737 12TH AVE S,44.934662,-93.25748,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3719 12TH AVE S,44.935168,-93.257498,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3611 12TH AVE S,44.937153,-93.257486,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
3615 12TH AVE S,44.937129999999996,-93.257486,9,Powderhorn Park,Powderhorn,6,3,Diamond Lake,03/12/2019,00:00
1304 12TH AVE N,44.990546,-93.29593,5,Near - North,Near North,1,2,Diamond Lake,03/11/2019,00:00
950 11TH AVE N,44.98948,-93.292146,5,Near - North,Near North,1,2,Diamond Lake,03/11/2019,00:00
942 11TH AVE N,44.989646,-93.29163199999999,5,Near - North,Near North,1,2,Diamond Lake,03/11/2019,00:00
710 9TH AVE N,44.987294,-93.29056,5,Sumner - Glenwood,Near North,1,2,Diamond Lake,03/11/2019,00:00
844 GERTRUDE BROWN PL,44.985563,-93.290939,5,Sumner - Glenwood,Near North,1,2,Diamond Lake,03/11/2019,00:00
842 GERTRUDE BROWN PL,44.985603000000005,-93.290612,5,Sumner - Glenwood,Near North,1,2,Diamond Lake,03/11/2019,00:00
3322 EMERSON AVE N,45.015665000000006,-93.294411,4,Folwell,Camden,1,2,Diamond Lake,03/11/2019,00:00
3716 EMERSON AVE N,45.022553,-93.29434,4,Folwell,Camden,1,2,Diamond Lake,03/11/2019,00:00
2616 DUPONT AVE N,45.006535,-93.292907,5,Hawthorne,Near North,1,2,Diamond Lake,03/11/2019,00:00
2106 DUPONT AVE N,45.000541,-93.292286,5,Hawthorne,Near North,1,2,Diamond Lake,03/11/2019,00:00
2122 DUPONT AVE N,45.000975,-93.292337,5,Hawthorne,Near North,1,2,Diamond Lake,03/11/2019,00:00
2310 DUPONT AVE N,45.002899,-93.29238000000001,5,Hawthorne,Near North,1,2,Diamond Lake,03/11/2019,00:00
2608 COLFAX AVE N,45.006594,-93.291865,5,Hawthorne,Near North,1,2,Diamond Lake,03/11/2019,00:00
3246 COLFAX AVE N,45.014472,-93.291855,4,McKinley,Camden,1,2,Diamond Lake,03/11/2019,00:00
2726 BRYANT AVE N,45.008565999999995,-93.290736,5,Hawthorne,Near North,1,2,Diamond Lake,03/11/2019,00:00
2502 BRYANT AVE N,45.004709999999996,-93.290926,5,Hawthorne,Near North,1,2,Diamond Lake,03/11/2019,00:00
3424 ALDRICH AVE N,45.017425,-93.289194,4,McKinley,Camden,1,2,Diamond Lake,03/11/2019,00:00
3426 ALDRICH AVE N,45.017569,-93.289178,4,McKinley,Camden,1,2,Diamond Lake,03/11/2019,00:00
3450 ALDRICH AVE N,45.018237,-93.289307,4,McKinley,Camden,1,2,Diamond Lake,03/11/2019,00:00
