Location,Latitude,Longitude,Ward,Community,Neighborhood,Tow_Zone,Emergency,Day,Date,Time
4021 COLUMBUS AVE S,44.929914000000004,-93.263801,8,Powderhorn,Bryant,5,Howe,3,04/17/2018,10:20
3735 24TH AVE S,44.934596,-93.23714100000001,12,Powderhorn,Standish,6,Howe,3,04/17/2018,10:20
3703 OAKLAND AVE S,44.935832,-93.266296,8,Powderhorn,Central,5,Howe,3,04/17/2018,10:20
2439 PLEASANT AVE,44.957901,-93.28308100000001,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,10:20
2207 JAMES AVE N,45.001664,-93.304266,5,Near North,Jordan,1,Howe,3,04/17/2018,10:20
2305 QUINCY ST NE,45.011231,-93.250884,1,Northeast,Holland,2,Howe,3,04/17/2018,10:20
4023 COLUMBUS AVE S,44.929706,-93.263757,8,Powderhorn,Bryant,5,Howe,3,04/17/2018,10:21
3341 30TH AVE S,44.941937,-93.228352,2,Longfellow,Longfellow,6,Howe,3,04/17/2018,10:21
3229 ALDRICH AVE S,44.943814,-93.289427,10,Calhoun Isle,South Uptown,5,Howe,3,04/17/2018,10:21
2303 QUINCY ST NE,45.011114,-93.25088199999999,1,Northeast,Holland,2,Howe,3,04/17/2018,10:21
823 RUSSELL AVE N,44.986851,-93.311293,5,Near North,Willard - Hay,1,Howe,3,04/17/2018,10:21
5749 23RD AVE S,44.898292,-93.23870600000001,11,Nokomis,Wenonah,6,Howe,3,04/17/2018,10:22
2407 PILLSBURY AVE,44.958918,-93.281183,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,10:22
1525 ELLIOT AVE,44.96709,-93.261009,6,Central,Elliot Park,3,Howe,3,04/17/2018,10:22
925 20TH AVE SE,44.987159999999996,-93.224211,2,University,Como,4,Howe,3,04/17/2018,10:22
1325 MORGAN AVE N,44.992404,-93.304746,5,Near North,Willard - Hay,1,Howe,3,04/17/2018,10:22
2147 JAMES AVE N,45.001321000000004,-93.304236,5,Near North,Jordan,1,Howe,3,04/17/2018,10:22
3927 COLFAX AVE N,45.026635999999996,-93.291781,4,Camden,Webber - Camden,1,Howe,3,04/17/2018,10:22
2405 PILLSBURY AVE,44.959033000000005,-93.281092,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,10:23
2317 PLEASANT AVE,44.959614,-93.28296999999999,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,10:23
587 19TH ST E,44.963943,-93.26803699999999,6,Phillips,Ventura Village,3,Howe,3,04/17/2018,10:23
1703 HUMBOLDT AVE S,44.967112,-93.298287,7,Calhoun Isle,Lowry Hill,3,Howe,3,04/17/2018,10:23
1523 ELLIOT AVE,44.967257000000004,-93.261034,6,Central,Elliot Park,3,Howe,3,04/17/2018,10:23
2203 JAMES AVE N,45.001426,-93.304262,5,Near North,Jordan,1,Howe,3,04/17/2018,10:23
4219 COLUMBUS AVE S,44.926245,-93.26383100000001,8,Nokomis,Regina,5,Howe,3,04/17/2018,10:24
3035 ALDRICH AVE S,44.947285,-93.289354,10,Calhoun Isle,South Uptown,5,Howe,3,04/17/2018,10:24
911 21ST AVE SE,44.987202,-93.22286700000001,2,University,Como,4,Howe,3,04/17/2018,10:24
819 RUSSELL AVE N,44.986659,-93.311301,5,Near North,Willard - Hay,1,Howe,3,04/17/2018,10:24
5729 23RD AVE S,44.898826,-93.238715,11,Nokomis,Wenonah,6,Howe,3,04/17/2018,10:25
805 34TH ST E,44.941336,-93.262273,9,Powderhorn,Powderhorn Park,6,Howe,3,04/17/2018,10:25
2421 PILLSBURY AVE,44.958206,-93.281369,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,10:25
511 19TH ST E,44.963949,-93.267946,6,Phillips,Ventura Village,3,Howe,3,04/17/2018,10:25
4233 COLUMBUS AVE S,44.926009,-93.263809,8,Nokomis,Regina,5,Howe,3,04/17/2018,10:26
809 34TH ST E,44.9414,-93.26209,9,Powderhorn,Powderhorn Park,6,Howe,3,04/17/2018,10:26
3217 24TH AVE S,44.944124,-93.23717099999999,9,Powderhorn,Corcoran,6,Howe,3,04/17/2018,10:26
3017 ALDRICH AVE S,44.947654,-93.28936999999999,10,Calhoun Isle,South Uptown,5,Howe,3,04/17/2018,10:26
2301 PLEASANT AVE,44.959773,-93.282843,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,10:26
1023 MORGAN AVE N,44.988579,-93.30459599999999,5,Near North,Near - North,1,Howe,3,04/17/2018,10:26
2009 JAMES AVE N,45.000219,-93.30130600000001,5,Near North,Jordan,1,Howe,3,04/17/2018,10:26
3409 SHERIDAN AVE N,45.017286,-93.31201,4,Camden,Cleveland,1,Howe,3,04/17/2018,10:26
3015 ALDRICH AVE S,44.94775,-93.289261,10,Calhoun Isle,South Uptown,5,Howe,3,04/17/2018,10:27
3013 ALDRICH AVE S,44.947859,-93.28933599999999,10,Calhoun Isle,South Uptown,5,Howe,3,04/17/2018,10:27
2219 PLEASANT AVE,44.960434,-93.282946,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,10:27
2317 32ND ST E,44.944556,-93.23795600000001,9,Powderhorn,Corcoran,6,Howe,3,04/17/2018,10:27
4241 COLUMBUS AVE S,44.926043,-93.263796,8,Nokomis,Regina,5,Howe,3,04/17/2018,10:28
811 34TH ST E,44.9414,-93.26235,9,Powderhorn,Powderhorn Park,6,Howe,3,04/17/2018,10:28
1207 9TH ST S,44.967971,-93.257436,6,Central,Elliot Park,3,Howe,3,04/17/2018,10:28
211 GIRARD AVE N,44.978511,-93.297179,5,Near North,Harrison,3,Howe,3,04/17/2018,10:28
855 22ND AVE SE,44.98509,-93.221598,2,University,Como,4,Howe,3,04/17/2018,10:28
919 MORGAN AVE N,44.987454,-93.304626,5,Near North,Near - North,1,Howe,3,04/17/2018,10:28
2113 ILLION AVE N,45.001475,-93.302878,5,Near North,Jordan,1,Howe,3,04/17/2018,10:28
3429 SHERIDAN AVE N,45.018177,-93.31219399999999,4,Camden,Cleveland,1,Howe,3,04/17/2018,10:28
621 QUEEN AVE N,44.985013,-93.309935,5,Near North,Willard - Hay,1,Howe,3,04/17/2018,10:28
4251 COLUMBUS AVE S,44.925765000000006,-93.263784,8,Nokomis,Regina,5,Howe,3,04/17/2018,10:29
3615 OAKLAND AVE S,44.937113000000004,-93.266286,8,Powderhorn,Central,5,Howe,3,04/17/2018,10:29
2011 PLEASANT AVE,44.962143,-93.28263199999999,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,10:29
917 MORGAN AVE N,44.987468,-93.304604,5,Near North,Near - North,1,Howe,3,04/17/2018,10:29
2639 COLFAX AVE N,45.007333,-93.291787,5,Near North,Hawthorne,1,Howe,3,04/17/2018,10:29
623 QUEEN AVE N,44.985052,-93.309984,5,Near North,Willard - Hay,1,Howe,3,04/17/2018,10:29
2535 PILLSBURY AVE,44.956295000000004,-93.2815,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,10:30
869 22ND AVE SE,44.985647,-93.221576,2,University,Como,4,Howe,3,04/17/2018,10:30
2619 COLFAX AVE N,45.00667,-93.291779,5,Near North,Hawthorne,1,Howe,3,04/17/2018,10:30
4333 COLUMBUS AVE S,44.924073,-93.263701,8,Nokomis,Regina,5,Howe,3,04/17/2018,10:31
3815 GARFIELD AVE S,44.9335,-93.286918,8,Southwest,King Field,5,Howe,3,04/17/2018,10:31
829 13TH AVE S,44.96752,-93.256106,6,Central,Elliot Park,3,Howe,3,04/17/2018,10:31
821 13TH AVE S,44.967609,-93.25595600000001,6,Central,Elliot Park,3,Howe,3,04/17/2018,10:31
3645 SHERIDAN AVE N,45.022079999999995,-93.312223,4,Camden,Cleveland,1,Howe,3,04/17/2018,10:31
62381 QUEEN AVE N,45.009637,-93.309502,4,Near North,Jordan,1,Howe,3,04/17/2018,10:31
3029 HARRIET AVE S,44.947443,-93.285546,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,10:32
2617 PILLSBURY AVE,44.954932,-93.281085,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,10:32
823 13TH AVE S,44.967657,-93.255938,6,Central,Elliot Park,3,Howe,3,04/17/2018,10:32
907 MORGAN AVE N,44.986974,-93.304638,5,Near North,Near - North,1,Howe,3,04/17/2018,10:32
4355 COLUMBUS AVE S,44.923674,-93.263892,8,Nokomis,Regina,5,Howe,3,04/17/2018,10:33
825 13TH AVE S,44.967601,-93.256007,6,Central,Elliot Park,3,Howe,3,04/17/2018,10:33
919 22ND AVE SE,44.98713,-93.221572,2,University,Como,4,Howe,3,04/17/2018,10:33
3807 SHERIDAN AVE N,45.024361999999996,-93.312062,4,Camden,Victory,1,Howe,3,04/17/2018,10:33
3623 CLEVELAND ST NE,45.034242,-93.230727,1,Northeast,Waite Park,2,Howe,3,04/17/2018,10:33
3233 HARRIET AVE S,44.943601,-93.285535,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,10:34
911 32ND ST E,44.94491,-93.26053399999999,9,Powderhorn,Powderhorn Park,6,Howe,3,04/17/2018,10:34
2941 11TH AVE S,44.948889,-93.258618,9,Phillips,Midtown Phillips,3,Howe,3,04/17/2018,10:34
3205 32ND ST E,44.944835,-93.206102,2,Longfellow,Cooper,6,Howe,3,04/17/2018,10:34
3541 GARFIELD AVE S,44.938059,-93.286908,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,10:35
3235 HARRIET AVE S,44.943552000000004,-93.285455,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,10:35
2633 PILLSBURY AVE,44.954482,-93.281279,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,10:35
2123 DUPONT AVE N,45.000846,-93.292583,5,Near North,Hawthorne,1,Howe,3,04/17/2018,10:35
3839 SHERIDAN AVE N,45.025358000000004,-93.312191,4,Camden,Victory,1,Howe,3,04/17/2018,10:35
1235 QUEEN AVE N,44.990674,-93.309844,5,Near North,Willard - Hay,1,Howe,3,04/17/2018,10:35
2939 11TH AVE S,44.94896,-93.258484,9,Phillips,Midtown Phillips,3,Howe,3,04/17/2018,10:35
2431 LAKE PL,44.957997999999996,-93.30135600000001,7,Calhoun Isle,East Isles,3,Howe,3,04/17/2018,10:36
217 HUMBOLDT AVE N,44.978543,-93.298153,5,Near North,Harrison,3,Howe,3,04/17/2018,10:36
617 MORGAN AVE N,44.984832,-93.30447,5,Near North,Near - North,1,Howe,3,04/17/2018,10:36
2603 KNOX AVE N,45.006277000000004,-93.301914,5,Near North,Jordan,1,Howe,3,04/17/2018,10:36
3843 SHERIDAN AVE N,45.025599,-93.31196800000001,4,Camden,Victory,1,Howe,3,04/17/2018,10:36
4533 COLUMBUS AVE S,44.920719,-93.264002,8,Nokomis,Regina,5,Howe,3,04/17/2018,10:37
2903 HARRIET AVE S,44.949978,-93.28553000000001,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,10:37
2635 PILLSBURY AVE,44.954295,-93.28134,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,10:37
2605 DUPONT AVE N,45.006448,-93.29314000000001,5,Near North,Hawthorne,1,Howe,3,04/17/2018,10:37
2623 KNOX AVE N,45.006629,-93.301906,5,Near North,Jordan,1,Howe,3,04/17/2018,10:37
3845 SHERIDAN AVE N,45.025636999999996,-93.311936,4,Camden,Victory,1,Howe,3,04/17/2018,10:37
2939 11TH AVE S,44.94896,-93.258484,9,Phillips,Midtown Phillips,3,Howe,3,04/17/2018,10:37
2901 HARRIET AVE S,44.95,-93.285551,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,10:38
1007 17TH ST E,44.966415999999995,-93.25909200000001,6,Central,Elliot Park,3,Howe,3,04/17/2018,10:38
1001 17TH ST E,44.966435,-93.259264,6,Central,Elliot Park,3,Howe,3,04/17/2018,10:38
1253 QUEEN AVE N,44.991147,-93.309824,5,Near North,Willard - Hay,1,Howe,3,04/17/2018,10:38
4553 COLUMBUS AVE S,44.919831,-93.263852,8,Nokomis,Regina,5,Howe,3,04/17/2018,10:39
827 32ND ST E,44.944701,-93.26144000000001,9,Powderhorn,Powderhorn Park,6,Howe,3,04/17/2018,10:39
2845 HARRIET AVE S,44.950196999999996,-93.28615,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,10:39
2641 PILLSBURY AVE,44.954283000000004,-93.281309,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,10:39
1103 23RD AVE SE,44.991109,-93.22025500000001,1,University,Como,4,Howe,3,04/17/2018,10:39
2629 DUPONT AVE N,45.006971,-93.293157,5,Near North,Hawthorne,1,Howe,3,04/17/2018,10:39
3847 SHERIDAN AVE N,45.025641,-93.311947,4,Camden,Victory,1,Howe,3,04/17/2018,10:39
2933 11TH AVE S,44.949107,-93.258618,9,Phillips,Midtown Phillips,3,Howe,3,04/17/2018,10:39
2829 11TH AVE S,44.949161,-93.258904,9,Phillips,Midtown Phillips,3,Howe,3,04/17/2018,10:40
2843 HARRIET AVE S,44.950287,-93.286192,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,10:40
803 LOGAN AVE N,44.986222999999995,-93.30335,5,Near North,Near - North,1,Howe,3,04/17/2018,10:40
2631 DUPONT AVE N,45.006857000000004,-93.292956,5,Near North,Hawthorne,1,Howe,3,04/17/2018,10:40
2219 39TH AVE N,45.025897,-93.309259,4,Camden,Victory,1,Howe,3,04/17/2018,10:40
1305 QUEEN AVE N,44.991931,-93.309719,5,Near North,Willard - Hay,1,Howe,3,04/17/2018,10:40
2929 11TH AVE S,44.949183000000005,-93.258489,9,Phillips,Midtown Phillips,3,Howe,3,04/17/2018,10:40
4557 COLUMBUS AVE S,44.919821999999996,-93.263898,8,Nokomis,Regina,5,Howe,3,04/17/2018,10:41
3419 HARRIET AVE S,44.940746000000004,-93.28559200000001,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,10:41
2827 11TH AVE S,44.949207,-93.258949,9,Phillips,Midtown Phillips,3,Howe,3,04/17/2018,10:41
2841 HARRIET AVE S,44.950447,-93.287012,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,10:41
2635 DUPONT AVE N,45.006857000000004,-93.292956,5,Near North,Hawthorne,1,Howe,3,04/17/2018,10:41
3849 SHERIDAN AVE N,45.025688,-93.312005,4,Camden,Victory,1,Howe,3,04/17/2018,10:41
2825 11TH AVE S,44.949319,-93.258829,9,Phillips,Midtown Phillips,3,Howe,3,04/17/2018,10:42
2639 DUPONT AVE N,45.007112,-93.293153,5,Near North,Hawthorne,1,Howe,3,04/17/2018,10:42
4629 COLUMBUS AVE S,44.919048,-93.263809,8,Nokomis,Field,5,Howe,3,04/17/2018,10:43
3113 OAKLAND AVE S,44.946088,-93.266424,9,Powderhorn,Central,5,Howe,3,04/17/2018,10:43
2829 HARRIET AVE S,44.950928999999995,-93.285461,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,10:43
2819 PILLSBURY AVE,44.951205,-93.281148,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,10:43
1111 PIERCE ST NE,44.999355,-93.24097900000001,1,Northeast,Northeast Park,2,Howe,3,04/17/2018,10:43
1335 QUEEN AVE N,44.992754999999995,-93.309793,5,Near North,Willard - Hay,1,Howe,3,04/17/2018,10:43
1603 32ND ST E,44.944564,-93.25089399999999,9,Powderhorn,Powderhorn Park,6,Howe,3,04/17/2018,10:43
3301 41ST ST E,44.928696,-93.224252,12,Longfellow,Hiawatha,6,Howe,3,04/17/2018,10:44
3321 ELLIOT AVE,44.942729,-93.261252,9,Powderhorn,Powderhorn Park,6,Howe,3,04/17/2018,10:44
2825 HARRIET AVE S,44.951214,-93.285742,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,10:44
713 18TH ST E,44.965189,-93.264413,6,Phillips,Ventura Village,3,Howe,3,04/17/2018,10:44
901 17TH ST E,44.966334,-93.260856,6,Central,Elliot Park,3,Howe,3,04/17/2018,10:44
917 17TH ST E,44.966368,-93.260122,6,Central,Elliot Park,3,Howe,3,04/17/2018,10:44
505 MORGAN AVE N,44.982851000000004,-93.30454300000001,5,Near North,Harrison,3,Howe,3,04/17/2018,10:44
2227 COLE AVE SE,44.987047,-93.220721,2,University,Como,4,Howe,3,04/17/2018,10:44
2643 DUPONT AVE N,45.007138,-93.293136,5,Near North,Hawthorne,1,Howe,3,04/17/2018,10:44
3949 SHERIDAN AVE N,45.026345,-93.312186,4,Camden,Victory,1,Howe,3,04/17/2018,10:44
1339 QUEEN AVE N,44.992862,-93.309845,5,Near North,Willard - Hay,1,Howe,3,04/17/2018,10:44
3333 GARFIELD AVE S,44.94181,-93.28687,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,10:45
803 THORNTON ST SE,44.96573,-93.21947,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,10:45
909 17TH ST E,44.966372,-93.26034,6,Central,Elliot Park,3,Howe,3,04/17/2018,10:45
905 17TH ST E,44.966382,-93.260773,6,Central,Elliot Park,3,Howe,3,04/17/2018,10:45
2517 40TH AVE N,45.027716999999996,-93.313137,4,Camden,Victory,1,Howe,3,04/17/2018,10:45
3323 ELLIOT AVE,44.942514,-93.26100799999999,9,Powderhorn,Powderhorn Park,6,Howe,3,04/17/2018,10:46
3037 OAKLAND AVE S,44.947092,-93.26650699999999,9,Powderhorn,Central,5,Howe,3,04/17/2018,10:46
2829 PILLSBURY AVE,44.951084,-93.28132,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,10:46
2805 HARRIET AVE S,44.951737,-93.285488,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,10:46
907 17TH ST E,44.966365,-93.260429,6,Central,Elliot Park,3,Howe,3,04/17/2018,10:46
1239 LOGAN AVE N,44.991129,-93.303146,5,Near North,Near - North,1,Howe,3,04/17/2018,10:46
4103 SHERIDAN AVE N,45.029515,-93.312159,4,Camden,Victory,1,Howe,3,04/17/2018,10:46
2743 11TH AVE S,44.952369,-93.25855899999999,9,Phillips,Midtown Phillips,3,Howe,3,04/17/2018,10:46
1525 32ND ST E,44.944734000000004,-93.252525,9,Powderhorn,Powderhorn Park,6,Howe,3,04/17/2018,10:46
4817 COLUMBUS AVE S,44.915684999999996,-93.263952,8,Nokomis,Field,5,Howe,3,04/17/2018,10:47
3319 GARFIELD AVE S,44.942136,-93.286861,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,10:47
815 THORNTON ST SE,44.965678999999994,-93.219482,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,10:47
867 23RD AVE SE,44.985678,-93.220315,2,University,Como,4,Howe,3,04/17/2018,10:47
2923 DUPONT AVE N,45.010441,-93.293283,5,Near North,Hawthorne,1,Howe,3,04/17/2018,10:47
2401 MADISON ST NE,45.012453,-93.25428000000001,1,Northeast,Holland,2,Howe,3,04/17/2018,10:47
2741 11TH AVE S,44.952436,-93.258543,9,Phillips,Midtown Phillips,3,Howe,3,04/17/2018,10:47
3723 HARRIET AVE S,44.935214,-93.285563,8,Southwest,King Field,5,Howe,3,04/17/2018,10:48
813 THORNTON ST SE,44.965616,-93.219452,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,10:48
2109 4TH AVE N,44.98158,-93.30765799999999,5,Near North,Harrison,3,Howe,3,04/17/2018,10:48
2705 HARRIET AVE S,44.953579,-93.28546999999999,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,10:49
823 THORNTON ST SE,44.965306,-93.219491,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,10:49
813 17TH ST E,44.966286,-93.261666,6,Central,Elliot Park,3,Howe,3,04/17/2018,10:49
827 17TH ST E,44.966336,-93.26140699999999,6,Central,Elliot Park,3,Howe,3,04/17/2018,10:49
2943 DUPONT AVE N,45.010838,-93.293118,5,Near North,Hawthorne,1,Howe,3,04/17/2018,10:49
3053 ELLIOT AVE,44.947365000000005,-93.261381,9,Powderhorn,Powderhorn Park,6,Howe,3,04/17/2018,10:50
1417 18TH ST E,44.965108,-93.254473,6,Phillips,Ventura Village,3,Howe,3,04/17/2018,10:50
833 THORNTON ST SE,44.965408000000004,-93.21974200000001,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,10:50
829 THORNTON ST SE,44.965425,-93.219585,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,10:50
815 17TH ST E,44.966353999999995,-93.261618,6,Central,Elliot Park,3,Howe,3,04/17/2018,10:50
835 23RD AVE SE,44.984893,-93.22031,2,University,Como,4,Howe,3,04/17/2018,10:50
1527 LOGAN AVE N,44.995036,-93.303177,5,Near North,Willard - Hay,1,Howe,3,04/17/2018,10:50
2945 DUPONT AVE N,45.011069,-93.293024,5,Near North,Hawthorne,1,Howe,3,04/17/2018,10:50
2901 40TH AVE N,45.027728,-93.317583,4,Camden,Victory,1,Howe,3,04/17/2018,10:50
1325 POWDERHORN TER,44.945653,-93.255128,9,Powderhorn,Powderhorn Park,6,Howe,3,04/17/2018,10:50
3235 GARFIELD AVE S,44.943536,-93.286847,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,10:51
2545 HARRIET AVE S,44.955826,-93.285484,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,10:51
827 THORNTON ST SE,44.965447999999995,-93.219723,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,10:51
2625 JEFFERSON ST NE,45.015613,-93.255527,1,Northeast,Holland,2,Howe,3,04/17/2018,10:51
1713 QUEEN AVE N,44.99746,-93.30974499999999,5,Near North,Willard - Hay,1,Howe,3,04/17/2018,10:51
3041 ELLIOT AVE,44.946979999999996,-93.26003299999999,9,Powderhorn,Powderhorn Park,6,Howe,3,04/17/2018,10:52
1801 QUEEN AVE N,44.997788,-93.30974300000001,5,Near North,Willard - Hay,1,Howe,3,04/17/2018,10:52
4201 40TH ST E,44.930654,-93.21244899999999,12,Longfellow,Howe,6,Howe,3,04/17/2018,10:53
3013 COLUMBUS AVE S,44.947790000000005,-93.263958,9,Powderhorn,Central,5,Howe,3,04/17/2018,10:53
2539 HARRIET AVE S,44.955853000000005,-93.285641,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,10:53
911 THORNTON ST SE,44.964205,-93.219008,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,10:53
505 SHERIDAN AVE N,44.982894,-93.312206,5,Near North,Harrison,3,Howe,3,04/17/2018,10:53
3023 ELLIOT AVE,44.94702,-93.260074,9,Powderhorn,Powderhorn Park,6,Howe,3,04/17/2018,10:54
2517 HARRIET AVE S,44.956668,-93.28550899999999,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,10:54
1423 KNOX AVE N,44.993809000000006,-93.301962,5,Near North,Willard - Hay,1,Howe,3,04/17/2018,10:54
3331 DUPONT AVE N,45.015421999999994,-93.292785,4,Camden,McKinley,1,Howe,3,04/17/2018,10:54
3315 DUPONT AVE N,45.015475,-93.292854,4,Camden,McKinley,1,Howe,3,04/17/2018,10:54
1807 QUEEN AVE N,44.997898,-93.30971600000001,5,Near North,Willard - Hay,1,Howe,3,04/17/2018,10:54
3941 RUSSELL AVE N,45.02713,-93.311214,4,Camden,Victory,1,Howe,3,04/17/2018,10:55
2401 HARRIET AVE S,44.95897,-93.285549,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,10:56
735 17TH ST E,44.966284,-93.263012,6,Central,Elliot Park,3,Howe,3,04/17/2018,10:56
2419 COLE AVE SE,44.985658,-93.21833199999999,2,University,Como,4,Howe,3,04/17/2018,10:56
1341 KNOX AVE N,44.992847999999995,-93.301936,5,Near North,Near - North,1,Howe,3,04/17/2018,10:56
1815 QUEEN AVE N,44.998146000000006,-93.30985,5,Near North,Willard - Hay,1,Howe,3,04/17/2018,10:56
115 34TH ST E,44.941331,-93.275912,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,10:57
3033 11TH AVE S,44.947153,-93.258896,9,Powderhorn,Powderhorn Park,6,Howe,3,04/17/2018,10:57
2005 GRAND AVE S,44.962509999999995,-93.28411700000001,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,10:57
731 17TH ST E,44.966231,-93.263311,6,Central,Elliot Park,3,Howe,3,04/17/2018,10:57
3021 11TH AVE S,44.947421999999996,-93.258723,9,Powderhorn,Powderhorn Park,6,Howe,3,04/17/2018,10:58
2111 13TH AVE S,44.961673,-93.256086,6,Phillips,Ventura Village,3,Howe,3,04/17/2018,10:58
733 17TH ST E,44.966256,-93.263336,6,Central,Elliot Park,3,Howe,3,04/17/2018,10:58
325 WASHBURN AVE N,44.980583,-93.31724799999999,7,Calhoun Isle,Bryn - Mawr,3,Howe,3,04/17/2018,10:58
3611 DUPONT AVE N,45.020643,-93.293153,4,Camden,Folwell,1,Howe,3,04/17/2018,10:58
3855 RUSSELL AVE N,45.025639,-93.310716,4,Camden,Victory,1,Howe,3,04/17/2018,10:58
1827 QUEEN AVE N,44.998274,-93.30949100000001,5,Near North,Willard - Hay,1,Howe,3,04/17/2018,10:58
5505 44TH AVE S,44.903184,-93.210125,12,Nokomis,Morris Park,6,Howe,3,04/17/2018,10:59
2203 13TH AVE S,44.960701,-93.255949,6,Phillips,Ventura Village,3,Howe,3,04/17/2018,10:59
1327 YALE AVE SE,44.965928000000005,-93.21970999999999,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,10:59
1315 YALE ST SE,44.96621,-93.220072,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,10:59
847 25TH AVE SE,44.985212,-93.217751,2,University,Como,4,Howe,3,04/17/2018,10:59
3609 DUPONT AVE N,45.020503000000005,-93.293138,4,Camden,Folwell,1,Howe,3,04/17/2018,10:59
3019 57TH ST W,44.8998,-93.31828900000001,13,Southwest,Armatage,5,Howe,3,04/17/2018,11:00
9 34TH ST E,44.941396000000005,-93.277582,8,Powderhorn,Lyndale,5,Howe,3,04/17/2018,11:00
3015 11TH AVE S,44.947603,-93.258803,9,Powderhorn,Powderhorn Park,6,Howe,3,04/17/2018,11:00
2127 GRAND AVE S,44.961192,-93.284003,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,11:00
2117 HARRIET AVE S,44.961311,-93.285514,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,11:00
1317 YALE ST SE,44.965920000000004,-93.219887,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,11:00
2107 HARRIET AVE S,44.961565,-93.285374,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,11:02
3841 DUPONT AVE N,45.023992,-93.293386,4,Camden,Webber - Camden,1,Howe,3,04/17/2018,11:02
4011 39TH AVE S,44.930191,-93.216658,12,Longfellow,Hiawatha,6,Howe,3,04/17/2018,11:03
3746 HARRIET AVE S,44.934443,-93.285655,8,Southwest,King Field,5,Howe,2,04/16/2018,14:10
2217 GRAND AVE S,44.960308000000005,-93.284121,10,Powderhorn,Whittier,3,Howe,3,04/17/2018,11:03
618 33ND ST E,44.943166,-93.26648399999999,9,Powderhorn,Central,5,Howe,2,04/16/2018,14:10
1917 26TH AVE NE,45.015058,-93.232466,1,Northeast,Audubon Park,2,Howe,3,04/17/2018,11:03
3708 33RD ST E,44.943354,-93.218662,2,Longfellow,Longfellow,6,Howe,2,04/16/2018,14:10
3339 RUSSELL AVE N,45.0162,-93.31092199999999,4,Camden,Cleveland,1,Howe,3,04/17/2018,11:03
3334 MORGAN AVE N,45.01599,-93.304455,4,Camden,Folwell,1,Howe,2,04/16/2018,14:10
3843 DUPONT AVE N,45.025158000000005,-93.293286,4,Camden,Webber - Camden,1,Howe,3,04/17/2018,11:03
5308 HARRIET AVE S,44.906327000000005,-93.285753,11,Southwest,Tangletown,5,Howe,2,04/16/2018,14:11
5047 43RD AVE S,44.910986,-93.21135699999999,12,Nokomis,Minnehaha,6,Howe,3,04/17/2018,11:04
2128 14TH AVE S,44.950592,-93.253783,9,Phillips,Midtown Phillips,3,Howe,2,04/16/2018,14:11
