Community,Date,Day,Emergency,Latitude,Location,Longitude,Neighborhood,Time,Tow_Zone,Ward
Longfellow,04/16/2018,1.0,Howe,44.96356,"2615 9TH ST S,Minneapolis,MN",-93.233953,Seward,00:35,4.0,6.0
Longfellow,04/16/2018,1.0,Howe,44.939407,"3500 Minnehaha,Minneapolis,MN",-93.228061,Howe,01:18,6.0,12.0
Powderhorn,04/16/2018,1.0,Howe,44.957184999999996,"2500 block nicollet,Minneapolis,MN",-93.27810500000001,Whittier,01:20,3.0,10.0
Central,04/16/2018,1.0,Howe,44.969561999999996,"617 Grant St e,Minneapolis,MN",-93.267297,Elliot Park,01:20,3.0,7.0
Phillips,04/16/2018,1.0,Howe,44.960902000000004,"2200 Chicago av s ,Minneapolis,MN",-93.262569,Ventura Village,01:21,3.0,6.0
Powderhorn,04/16/2018,1.0,Howe,44.957184999999996,"2500 block of Nicole Ave ,Minneapolis,MN",-93.27810500000001,Whittier,01:23,3.0,10.0
Longfellow,04/16/2018,1.0,Howe,44.96356,"2613 9TH ST S,Minneapolis,MN",-93.233976,Seward,00:34,4.0,6.0
Near North,04/16/2018,1.0,Howe,45.009693,"2900 Emerson Ave N,Minneapolis,MN",-93.294151,Hawthorne,01:25,1.0,5.0
Longfellow,04/16/2018,1.0,Howe,44.964017999999996,"2104 9th st s,Minneapolis,MN",-93.242427,Seward,01:25,4.0,6.0
Central,04/16/2018,1.0,Howe,44.988633,"901 3rd st n ,Minneapolis,MN",-93.281374,North Loop,01:26,1.0,3.0
University,04/16/2018,1.0,Howe,44.970553,"167 27TH AVE SE,Minneapolis,MN",-93.220033,Prospect Park - East River Road,00:52,4.0,2.0
University,04/16/2018,1.0,Howe,44.97065,"171 27TH AVE SE,Minneapolis,MN",-93.219953,Prospect Park - East River Road,00:53,4.0,2.0
Northeast,04/16/2018,1.0,Howe,45.004556,"1609 2nd St NE,Minneapolis,MN",-93.265803,Sheridan,01:28,2.0,3.0
Powderhorn,04/16/2018,1.0,Howe,44.962551,"2000 block of nicollet,Minneapolis,MN",-93.278029,Whittier,01:28,3.0,10.0
Longfellow,04/15/2018,1.0,Howe,44.964017999999996,"2120 9TH ST S,Minneapolis,MN",-93.242172,Seward,23:55,4.0,6.0
Central,04/16/2018,1.0,Howe,44.963464,"1900 NICOLLET AVE S,Minneapolis,MN",-93.278451,Steven's Square - Loring Heights,01:30,3.0,7.0
Near North,04/16/2018,1.0,Howe,45.007976,"2600-2700 EMERSON AVE N,Minneapolis,MN",-93.294084,Hawthorne,01:33,1.0,5.0
Near North,04/16/2018,1.0,Howe,44.996459,"1700 EMERSON AVE N ,Minneapolis,MN",-93.293864,Near - North,01:36,1.0,5.0
Longfellow,04/16/2018,1.0,Howe,44.941144,"3400 minnehaha,Minneapolis,MN",-93.229407,Howe,01:38,6.0,12.0
Central,04/16/2018,1.0,Howe,44.985564000000004,"737 5th st n,Minneapolis,MN",-93.28137,North Loop,01:39,1.0,5.0
Longfellow,04/16/2018,1.0,Howe,44.941144,"3400 MINNEHAHA AVE S,Minneapolis,MN",-93.229407,Howe,01:44,6.0,12.0
Powderhorn,04/16/2018,1.0,Howe,44.961773,"2100 block of nicollet,Minneapolis,MN",-93.278329,Whittier,01:44,3.0,10.0
Northeast,04/16/2018,1.0,Howe,44.991659999999996,"335 2ND ST NE,Minneapolis,MN",-93.260226,St. Anthony West,01:44,2.0,3.0
Central,04/16/2018,1.0,Howe,44.964199,"1 Groveland av s,Minneapolis,MN",-93.278595,Steven's Square - Loring Heights,01:46,3.0,7.0
Powderhorn,04/16/2018,1.0,Howe,44.961773,"2100 block of nicollet,Minneapolis,MN",-93.278329,Whittier,01:47,3.0,10.0
Longfellow,04/16/2018,1.0,Howe,44.941144,"3400 minnehaha ave,Minneapolis,MN",-93.229407,Howe,01:48,6.0,12.0
Longfellow,04/16/2018,1.0,Howe,44.941144,"3400 Minnehaha Ave,Minneapolis,MN",-93.229407,Howe,01:50,6.0,12.0
Near North,04/16/2018,1.0,Howe,45.001657,"2200 Emerson ave n,Minneapolis,MN",-93.293811,Hawthorne,01:50,1.0,5.0
University,04/16/2018,1.0,Howe,44.988611,"22 University Ave NE,Minneapolis,MN",-93.257021,Nicollet Island - East Bank,01:50,2.0,3.0
Near North,04/16/2018,1.0,Howe,45.007976,"2700 Emerson Ave n ,Minneapolis,MN",-93.294084,Hawthorne,01:51,1.0,5.0
Camden,04/16/2018,1.0,Howe,45.013146,"3200 Emerson Ave N,Minneapolis,MN",-93.294332,Folwell,01:53,1.0,5.0
Powderhorn,04/16/2018,1.0,Howe,44.962551,"2000 block of nicollet,Minneapolis,MN",-93.278029,Whittier,01:53,3.0,10.0
Central,04/16/2018,1.0,Howe,44.967451000000004,"1500 LASALLE AVE S,Minneapolis,MN",-93.279534,Loring Park,00:50,3.0,7.0
Longfellow,04/16/2018,1.0,Howe,44.941144,"3400 Minnehaha Ave,Minneapolis,MN",-93.229407,Howe,01:55,6.0,12.0
Southwest,04/16/2018,1.0,Howe,44.92455800000001,"2700 43rd st,Minneapolis,MN",-93.312788,Linden Hills,01:57,5.0,13.0
Longfellow,04/16/2018,1.0,Howe,44.937605,"3600 MINNEHAHA AVE S,Minneapolis,MN",-93.226764,Howe,01:58,6.0,12.0
Central,04/16/2018,1.0,Howe,44.964196,"00 Groveland ave,Minneapolis,MN",-93.277822,Steven's Square - Loring Heights,01:58,3.0,7.0
Longfellow,04/16/2018,1.0,Howe,44.941144,"3400 Minnehaha,Minneapolis,MN",-93.229407,Howe,01:59,6.0,12.0
Central,04/16/2018,1.0,Howe,44.964196,"00 groveland av,Minneapolis,MN",-93.277822,Steven's Square - Loring Heights,01:59,3.0,7.0
Camden,04/16/2018,1.0,Howe,45.015221000000004,"3300-3399 FREMONT AVE N,Minneapolis,MN",-93.295282,Folwell,02:02,1.0,4.0
Longfellow,04/16/2018,1.0,Howe,44.935761,"3700 minnehaha,Minneapolis,MN",-93.225548,Howe,02:05,6.0,12.0
Central,04/16/2018,1.0,Howe,44.963464,"1900 block of nicollet,Minneapolis,MN",-93.278451,Steven's Square - Loring Heights,02:12,3.0,7.0
Central,04/16/2018,1.0,Howe,44.988684,"514 1st st n,Minneapolis,MN",-93.273178,North Loop,02:15,1.0,3.0
Powderhorn,04/16/2018,1.0,Howe,44.962551,"2000 NICOLLET AVE S,Minneapolis,MN",-93.278029,Whittier,02:15,3.0,10.0
Central,04/16/2018,1.0,Howe,44.966833,"1700 block nicollet ave ,Minneapolis,MN",-93.278091,Loring Park,02:15,3.0,7.0
Central,04/16/2018,1.0,Howe,44.966833,"1700 block of nicollet,Minneapolis,MN",-93.278091,Loring Park,02:17,3.0,7.0
Central,04/16/2018,1.0,Howe,44.966833,"1700 NICOLLET AVE S,Minneapolis,MN",-93.278091,Loring Park,02:20,3.0,7.0
Central,04/16/2018,1.0,Howe,44.965843,"400 Groveland av s,Minneapolis,MN",-93.285057,Loring Park,02:22,3.0,7.0
Near North,04/16/2018,1.0,Howe,45.000248,"2100 Fremont Ave N,Minneapolis,MN",-93.29566,Jordan,02:22,1.0,5.0
Longfellow,04/16/2018,1.0,Howe,44.933595000000004,"3800 minnehaha ave,Minneapolis,MN",-93.224154,Howe,02:26,6.0,12.0
Near North,04/16/2018,1.0,Howe,45.013145,"3200 Fremont Ave n ,Minneapolis,MN",-93.295598,Jordan,02:27,1.0,5.0
Longfellow,04/16/2018,1.0,Howe,44.933595000000004,"3800 minnehaha ave,Minneapolis,MN",-93.224154,Howe,02:28,6.0,12.0
Southwest,04/16/2018,1.0,Howe,44.923037,"2500 44th st w,Minneapolis,MN",-93.311607,Linden Hills,02:30,5.0,13.0
Southwest,04/16/2018,1.0,Howe,44.922979999999995,"2631 44th st w ,Minneapolis,MN",-93.313181,Linden Hills,02:33,5.0,13.0
Southwest,04/16/2018,1.0,Howe,44.923558,"3226 44TH ST W,Minneapolis,MN",-93.321143,Linden Hills,02:35,5.0,13.0
Camden,04/16/2018,1.0,Howe,45.033656,"4300 freemont ave n,Minneapolis,MN",-93.295459,Webber - Camden,02:35,1.0,4.0
Longfellow,04/16/2018,1.0,Howe,44.933595000000004,"3800 minnehaha,Minneapolis,MN",-93.224154,Howe,02:36,6.0,12.0
Central,04/16/2018,1.0,Howe,44.963956,"00 19th st e,Minneapolis,MN",-93.277811,Steven's Square - Loring Heights,02:37,3.0,6.0
Camden,04/16/2018,1.0,Howe,45.020581,"3600-3699 FREMONT AVE N,Minneapolis,MN",-93.295296,Folwell,02:37,1.0,4.0
Southwest,04/16/2018,1.0,Howe,44.892081,"609 61st st w,Minneapolis,MN",-93.287948,Windom,02:39,5.0,11.0
Central,04/16/2018,1.0,Howe,44.966833,"1700 NICOLLET AVE S,Minneapolis,MN",-93.278091,Loring Park,02:47,3.0,7.0
Central,04/16/2018,1.0,Howe,44.98458400000001,"247 3rd Ave n,Minneapolis,MN",-93.272328,North Loop,02:48,3.0,3.0
Longfellow,04/16/2018,1.0,Howe,44.930611999999996,"3975 MINNEHAHA AVE S,Minneapolis,MN",-93.221328,Howe,02:50,6.0,12.0
Central,04/16/2018,1.0,Howe,44.966833,"1700 block nicollet ave,Minneapolis,MN",-93.278091,Loring Park,02:51,3.0,7.0
Near North,04/16/2018,1.0,Howe,45.000248,"2100 Fremont Ave n ,Minneapolis,MN",-93.29566,Jordan,02:51,1.0,5.0
Camden,04/16/2018,1.0,Howe,45.027815000000004,"4000 Fremont Ave N,Minneapolis,MN",-93.29557700000001,Webber - Camden,02:51,1.0,4.0
University,04/16/2018,1.0,Howe,44.987199,"16 2nd st se,Minneapolis,MN",-93.257951,Nicollet Island - East Bank,02:51,4.0,3.0
Powderhorn,04/16/2018,1.0,Howe,44.962551,"2000 NICOLLET AVE S,Minneapolis,MN",-93.278029,Whittier,02:54,3.0,10.0
Central,04/16/2018,1.0,Howe,44.963797,"1 19th st e,Minneapolis,MN",-93.277559,Steven's Square - Loring Heights,02:55,3.0,6.0
Powderhorn,04/16/2018,1.0,Howe,44.961773,"2100 NICOLLET AVE S,Minneapolis,MN",-93.278329,Whittier,02:59,3.0,10.0
Camden,04/16/2018,1.0,Howe,45.015221999999994,"3300 FREMONT AVE N,Minneapolis,MN",-93.295175,Folwell,03:00,1.0,4.0
Longfellow,04/16/2018,1.0,Howe,44.935761,"3700 MINNEHAHA AVE S,Minneapolis,MN",-93.225548,Howe,03:07,6.0,12.0
Central,04/16/2018,1.0,Howe,44.963956,"00 19th st e,Minneapolis,MN",-93.277811,Steven's Square - Loring Heights,03:11,3.0,6.0
Camden,04/16/2018,1.0,Howe,45.029726000000004,"4100 Fremont ave n ,Minneapolis,MN",-93.295474,Webber - Camden,03:11,1.0,4.0
Longfellow,04/16/2018,1.0,Howe,44.935761,"3700 MINNEHAHA AVE S,Minneapolis,MN",-93.225548,Howe,03:13,6.0,12.0
Near North,04/16/2018,1.0,Howe,45.013145,"3200 Fremont Ave n ,Minneapolis,MN",-93.295598,Jordan,03:14,1.0,5.0
Longfellow,04/16/2018,1.0,Howe,44.963985,"2503 9TH ST S,Minneapolis,MN",-93.236161,Seward,02:09,4.0,6.0
University,04/16/2018,1.0,Howe,44.970746999999996,"175 27TH AVE SE,Minneapolis,MN",-93.21987299999999,Prospect Park - East River Road,02:08,4.0,2.0
Powderhorn,04/16/2018,1.0,Howe,44.943309,"3249 Nicollet ave,Minneapolis,MN",-93.27766700000001,Lyndale,03:16,5.0,8.0
University,04/16/2018,1.0,Howe,44.984099,"207 5TH AVE SE,Minneapolis,MN",-93.249792,Marcy Holmes,03:02,4.0,3.0
Camden,04/16/2018,1.0,Howe,45.029726000000004,"4100 FREMONT AVE N,Minneapolis,MN",-93.295474,Webber - Camden,03:21,1.0,4.0
University,04/16/2018,1.0,Howe,44.966469000000004,"49 27TH AVE SE,Minneapolis,MN",-93.220554,Prospect Park - East River Road,03:03,4.0,2.0
University,04/16/2018,1.0,Howe,44.970408,"161 27TH AVE SE,Minneapolis,MN",-93.220152,Prospect Park - East River Road,03:14,4.0,2.0
Southwest,04/16/2018,1.0,Howe,44.93712100000001,"3618 NICOLLET AVE S,Minneapolis,MN",-93.278444,King Field,03:30,5.0,8.0
Central,04/16/2018,1.0,Howe,44.968424,"400 block of 15th st w,Minneapolis,MN",-93.28596,Loring Park,03:31,3.0,7.0
Central,04/16/2018,1.0,Howe,44.968424,"400 block of 15th st w,Minneapolis,MN",-93.28596,Loring Park,03:33,3.0,7.0
Powderhorn,04/16/2018,1.0,Howe,44.944414,"3215 Nicollet ave,Minneapolis,MN",-93.277519,Lyndale,03:34,5.0,8.0
Camden,04/16/2018,1.0,Howe,45.020581,"3600-3699 FREMONT AVE N,Minneapolis,MN",-93.295296,Folwell,03:35,1.0,4.0
Camden,04/16/2018,1.0,Howe,45.027815000000004,"4000 Fremont Ave N,Minneapolis,MN",-93.29557700000001,Webber - Camden,03:35,1.0,4.0
Central,04/16/2018,1.0,Howe,44.96985,"1300 WILLOW ST,Minneapolis,MN",-93.281862,Loring Park,03:36,3.0,7.0
Central,04/16/2018,1.0,Howe,44.968527,"1400 block of nicollet,Minneapolis,MN",-93.278277,Loring Park,03:41,3.0,7.0
Near North,04/16/2018,1.0,Howe,45.003724,"2400 Fremont Ave n ,Minneapolis,MN",-93.295648,Jordan,03:45,1.0,5.0
Southwest,04/16/2018,1.0,Howe,44.896781,"5841 NICOLLET AV,Minneapolis,MN",-93.277681,Windom,03:45,5.0,11.0
Central,04/16/2018,1.0,Howe,44.96522,"00 18th st e,Minneapolis,MN",-93.277812,Steven's Square - Loring Heights,03:45,3.0,7.0
Southwest,04/16/2018,1.0,Howe,44.937015,"3617 Nicollet ave,Minneapolis,MN",-93.277598,King Field,03:47,5.0,8.0
Camden,04/16/2018,1.0,Howe,45.020581,"3600 FREMONT AVE N,Minneapolis,MN",-93.295278,Folwell,04:04,1.0,4.0
Central,04/16/2018,1.0,Howe,44.964196,"00 GROVELAND AVE,Minneapolis,MN",-93.277822,Steven's Square - Loring Heights,03:00,3.0,7.0
Central,04/16/2018,1.0,Howe,44.963853,"1900 1ST AVE S,Minneapolis,MN",-93.276957,Steven's Square - Loring Heights,04:07,3.0,6.0
Central,04/16/2018,1.0,Howe,44.964942,"1800 1ST AVE S,Minneapolis,MN",-93.276951,Steven's Square - Loring Heights,04:09,3.0,6.0
Central,04/16/2018,1.0,Howe,44.968527,"1400 block of nicollet,Minneapolis,MN",-93.278277,Loring Park,04:10,3.0,7.0
Southwest,04/16/2018,1.0,Howe,44.900849,"5618 NICOLLET AVE,Minneapolis,MN",-93.278436,Windom,04:15,5.0,11.0
Southwest,04/16/2018,1.0,Howe,44.93667,"3627 Nicollet ave,Minneapolis,MN",-93.277579,King Field,04:20,5.0,8.0
Near North,04/16/2018,1.0,Howe,45.009759,"2900 Fremont Ave N,Minneapolis,MN",-93.295204,Jordan,04:22,1.0,5.0
Near North,04/16/2018,1.0,Howe,45.013145,"3200-3299 FREMONT AVE N,Minneapolis,MN",-93.295598,Jordan,04:29,1.0,5.0
Southwest,04/16/2018,1.0,Howe,44.926075,"4220 NICOLLET AVE S,Minneapolis,MN",-93.278326,King Field,04:41,5.0,8.0
Powderhorn,04/16/2018,1.0,Howe,44.938756,"3526 NICOLLET AVE S,Minneapolis,MN",-93.27833299999999,Lyndale,04:43,5.0,8.0
Near North,04/16/2018,1.0,Howe,45.007779,"2700 FREMONT AVE N,Minneapolis,MN",-93.295582,Jordan,04:50,1.0,5.0
Near North,04/16/2018,1.0,Howe,45.013145,"3200 Fremont Ave N,Minneapolis,MN",-93.295598,Jordan,04:57,1.0,5.0
Southwest,04/16/2018,1.0,Howe,44.905296,"5324 NICOLLET AVE S,Minneapolis,MN",-93.278462,Tangletown,04:58,5.0,11.0
Southwest,04/16/2018,1.0,Howe,44.923966,"4334 NICOLLET,Minneapolis,MN",-93.278286,King Field,05:01,5.0,8.0
Southwest,04/16/2018,1.0,Howe,44.933005,"3836 NICOLLET AVE,Minneapolis,MN",-93.278286,King Field,05:15,5.0,8.0
Calhoun Isle,04/16/2018,1.0,Howe,44.945099,"3142 lyndale ave s,Minneapolis,MN",-93.288585,South Uptown,05:26,5.0,10.0
Near North,04/16/2018,2.0,Howe,44.985792,"718 Aldrich Ave N,Minneapolis,MN",-93.289486,Sumner - Glenwood,08:29,1.0,5.0
Powderhorn,04/16/2018,2.0,Howe,44.938347,"3532 14th ave s,Minneapolis,MN",-93.2552,Powderhorn Park,08:29,6.0,9.0
Near North,04/16/2018,2.0,Howe,44.985596,"712 aldrich ave n ,Minneapolis,MN",-93.289473,Sumner - Glenwood,08:29,1.0,5.0
Powderhorn,04/16/2018,2.0,Howe,44.939221,"3506 14th ave,Minneapolis,MN",-93.2552,Powderhorn Park,08:32,6.0,9.0
Powderhorn,04/16/2018,2.0,Howe,44.938347,"3532 14th Avenue South,Minneapolis,MN",-93.2552,Powderhorn Park,08:32,6.0,9.0
University,04/16/2018,2.0,Howe,44.990573,"1088 12th Ave Se,Minneapolis,MN",-93.23434,Como,08:32,4.0,2.0
Near North,04/16/2018,2.0,Howe,44.986062,"726 ALDRICH AVE N ,Minneapolis,MN",-93.289902,Sumner - Glenwood,08:35,1.0,5.0
University,04/16/2018,2.0,Howe,44.990464,"1086 12th ave se,Minneapolis,MN",-93.234328,Como,08:38,4.0,2.0
Calhoun Isle,04/16/2018,2.0,Howe,44.96630800000001,"1716 bryant ave s,Minneapolis,MN",-93.290887,Lowry Hill,08:40,3.0,7.0
Northeast,04/16/2018,2.0,Howe,44.990331,"122 3rd ave ne,Minneapolis,MN",-93.260085,St. Anthony West,08:57,2.0,3.0
Near North,04/16/2018,2.0,Howe,45.012208,"3120 3rd st n ,Minneapolis,MN",-93.283376,Hawthorne,08:59,1.0,5.0
Calhoun Isle,04/16/2018,2.0,Howe,44.94530200000001,"3136 JAMES Ava s,Minneapolis,MN",-93.303664,ECCO,09:01,5.0,10.0
Northeast,04/16/2018,2.0,Howe,44.993567999999996,"810 3rd ave ne,Minneapolis,MN",-93.25081899999999,St. Anthony East,09:02,2.0,3.0
Camden,04/16/2018,2.0,Howe,45.019292,"3546 3rd St n ,Minneapolis,MN",-93.283469,McKinley,09:02,1.0,4.0
Calhoun Isle,04/16/2018,2.0,Howe,44.947324,"3028 KNOX AV S,Minneapolis,MN",-93.30494200000001,ECCO,09:06,5.0,10.0
University,04/16/2018,2.0,Howe,44.984488,"608 4th st se,Minneapolis,MN",-93.24663100000001,Marcy Holmes,09:11,4.0,3.0
Northeast,04/16/2018,2.0,Howe,44.991238,"416 3rd ave ne,Minneapolis,MN",-93.25636,St. Anthony West,09:13,2.0,3.0
University,04/16/2018,2.0,Howe,44.98527,"304 4th ave se,Minneapolis,MN",-93.25027,Marcy Holmes,09:15,4.0,3.0
Northeast,04/16/2018,2.0,Howe,44.993004,"422 4th ave ne,Minneapolis,MN",-93.25676,St. Anthony West,09:19,2.0,3.0
Near North,04/16/2018,2.0,Howe,44.997925,"1812 Bryant Ave N,Minneapolis,MN",-93.290764,Near - North,09:19,1.0,5.0
Calhoun Isle,04/16/2018,2.0,Howe,44.961791,"2100 block of Dupont Ave s,Minneapolis,MN",-93.293428,Lowry Hill,09:22,3.0,7.0
Powderhorn,04/16/2018,2.0,Howe,44.933554,"3816 15th ave s,Minneapolis,MN",-93.253923,Bancroft,09:23,6.0,8.0
Powderhorn,04/16/2018,2.0,Howe,44.932807000000004,"3844 15th ave,Minneapolis,MN",-93.253943,Bancroft,09:23,6.0,8.0
University,04/16/2018,2.0,Howe,44.987487,"624 5th ave se,Minneapolis,MN",-93.246048,Marcy Holmes,09:25,4.0,3.0
University,04/16/2018,2.0,Howe,44.987815999999995,"508 3rd Ave Se,Minneapolis,MN",-93.250035,Marcy Holmes,08:46,4.0,3.0
University,04/16/2018,2.0,Howe,44.989444,"804 5th ave se,Minneapolis,MN",-93.244733,Marcy Holmes,09:28,4.0,3.0
Powderhorn,04/16/2018,2.0,Howe,44.929619,"4020 15th Avenue South,Minneapolis,MN",-93.253665,Bancroft,09:28,6.0,8.0
University,04/16/2018,2.0,Howe,44.987429,"618 5th ave se,Minneapolis,MN",-93.246095,Marcy Holmes,09:30,4.0,3.0
Near North,04/16/2018,2.0,Howe,45.000569,"2126 4th st n ,Minneapolis,MN",-93.28494,Hawthorne,09:35,1.0,5.0
Near North,04/16/2018,2.0,Howe,45.001976,"2214 4th St n ,Minneapolis,MN",-93.284623,Hawthorne,09:39,1.0,5.0
Nokomis,04/16/2018,2.0,Howe,44.920667,"4546 14th Avenue South,Minneapolis,MN",-93.254948,Northrop,09:40,6.0,11.0
Northeast,04/16/2018,2.0,Howe,44.99358,"142 6th ave ne,Minneapolis,MN",-93.262524,St. Anthony West,09:41,2.0,3.0
Powderhorn,04/16/2018,2.0,Howe,44.932043,"3906 14th ave,Minneapolis,MN",-93.25523000000001,Bancroft,09:43,6.0,8.0
Northeast,04/16/2018,2.0,Howe,44.993601,"820 3rd ave ne,Minneapolis,MN",-93.25159000000001,St. Anthony East,09:44,2.0,3.0
Powderhorn,04/16/2018,2.0,Howe,44.929745000000004,"4020 16th Avenue South,Minneapolis,MN",-93.251389,Bancroft,09:45,6.0,8.0
Powderhorn,04/16/2018,2.0,Howe,44.931551,"3924 14th ave,Minneapolis,MN",-93.25518000000001,Bancroft,09:46,6.0,8.0
Northeast,04/16/2018,2.0,Howe,44.996123,"408 7th ave ne,Minneapolis,MN",-93.259484,St. Anthony West,09:48,2.0,3.0
Near North,04/16/2018,2.0,Howe,44.990937,"1204 humboldt av n,Minneapolis,MN",-93.298183,Near - North,09:49,1.0,5.0
Near North,04/16/2018,2.0,Howe,44.99098,"1206 Humboldt Ave N,Minneapolis,MN",-93.298183,Near - North,09:51,1.0,5.0
Central,04/16/2018,2.0,Howe,44.968506,"1380 spruce place,Minneapolis,MN",-93.28114000000001,Loring Park,09:52,3.0,7.0
University,04/16/2018,2.0,Howe,44.985954,"422 5th Ave Se,Minneapolis,MN",-93.247488,Marcy Holmes,09:51,4.0,3.0
Central,04/16/2018,2.0,Howe,44.96836500000001,"1408 spruce pl,Minneapolis,MN",-93.28107800000001,Loring Park,09:54,3.0,7.0
University,04/16/2018,2.0,Howe,44.987351000000004,"610 5th ave se,Minneapolis,MN",-93.24615899999999,Marcy Holmes,09:54,4.0,3.0
Northeast,04/16/2018,2.0,Howe,44.997745,"728 6th st ne,Minneapolis,MN",-93.258107,St. Anthony West,09:57,2.0,3.0
Near North,04/16/2018,2.0,Howe,44.989691,"1130 Humboldt Ave N,Minneapolis,MN",-93.297574,Near - North,09:58,1.0,5.0
University,04/16/2018,2.0,Howe,44.985159,"302 4th ave se,Minneapolis,MN",-93.250359,Marcy Holmes,09:58,4.0,3.0
University,04/16/2018,2.0,Howe,44.986903999999996,"520 5th ave se,Minneapolis,MN",-93.24674399999999,Marcy Holmes,10:03,4.0,3.0
Near North,04/16/2018,2.0,Howe,45.002339,"2226 4th St n,Minneapolis,MN",-93.284665,Hawthorne,10:07,1.0,5.0
Near North,04/16/2018,2.0,Howe,44.981790999999994,"2224 4th St n,Minneapolis,MN",-93.309473,Harrison,10:10,3.0,5.0
Calhoun Isle,04/16/2018,2.0,Howe,44.947943,"3008 James ave s,Minneapolis,MN",-93.30368299999999,ECCO,10:12,5.0,10.0
Calhoun Isle,04/16/2018,2.0,Howe,44.963068,"1942 Emerson Ave ,Minneapolis,MN",-93.294635,Lowry Hill,10:12,3.0,7.0
Near North,04/16/2018,2.0,Howe,44.989301,"1102 Humboldt Ave N,Minneapolis,MN",-93.29757,Near - North,10:14,1.0,5.0
Powderhorn,04/16/2018,2.0,Howe,44.927814,"4124 13th Avenue South,Minneapolis,MN",-93.256496,Bancroft,10:15,6.0,8.0
Calhoun Isle,04/16/2018,2.0,Howe,44.941548,"3352 HUMBOLDT AV S,Minneapolis,MN",-93.301214,ECCO,10:16,5.0,10.0
Powderhorn,04/16/2018,2.0,Howe,44.929623,"4040 15th ave s,Minneapolis,MN",-93.2543,Bancroft,10:16,6.0,8.0
Northeast,04/16/2018,2.0,Howe,44.997735999999996,"726 6th st ne,Minneapolis,MN",-93.258101,St. Anthony West,10:16,2.0,3.0
Northeast,04/16/2018,2.0,Howe,44.996906,"720 summer st ne,Minneapolis,MN",-93.252178,St. Anthony East,10:22,2.0,3.0
Calhoun Isle,04/16/2018,2.0,Howe,44.947579,"3020 JAMES AV S,Minneapolis,MN",-93.30368299999999,ECCO,10:22,5.0,10.0
University,04/16/2018,2.0,Howe,44.984899,"322 5th ave se,Minneapolis,MN",-93.248294,Marcy Holmes,10:23,4.0,3.0
Near North,04/16/2018,2.0,Howe,44.989608000000004,"1124 humboldt ave n,Minneapolis,MN",-93.297573,Near - North,10:29,1.0,5.0
University,04/16/2018,2.0,Howe,44.98854,"702 5th ave se,Minneapolis,MN",-93.245453,Marcy Holmes,10:32,4.0,3.0
Powderhorn,04/16/2018,2.0,Howe,44.936134,"1834 37th st ,Minneapolis,MN",-93.246649,Standish,10:37,6.0,12.0
Powderhorn,04/16/2018,2.0,Howe,44.938346,"3532 13th ave so,Minneapolis,MN",-93.256496,Powderhorn Park,10:38,6.0,9.0
Calhoun Isle,04/16/2018,2.0,Howe,44.94162100000001,"3350 Humboldt ave s,Minneapolis,MN",-93.301186,ECCO,10:39,5.0,10.0
University,04/16/2018,2.0,Howe,44.988087,"326 6th st se,Minneapolis,MN",-93.24903,Marcy Holmes,10:40,4.0,3.0
Northeast,04/16/2018,2.0,Howe,44.996348,"638 5th st ne,Minneapolis,MN",-93.258935,St. Anthony West,10:41,2.0,3.0
Near North,04/16/2018,2.0,Howe,45.006569,"2618 4th St n,Minneapolis,MN",-93.284676,Hawthorne,10:42,1.0,5.0
University,04/16/2018,2.0,Howe,44.985198,"404 6th ave se,Minneapolis,MN",-93.246661,Marcy Holmes,10:44,4.0,3.0
Northeast,04/16/2018,2.0,Howe,44.996906,"718 summer st ne,Minneapolis,MN",-93.252204,St. Anthony East,10:44,2.0,3.0
Near North,04/16/2018,2.0,Howe,45.006122999999995,"2616 4th St n,Minneapolis,MN",-93.284922,Hawthorne,10:44,1.0,5.0
University,04/16/2018,2.0,Howe,44.984996,"326 5th Ave Se,Minneapolis,MN",-93.24821899999999,Marcy Holmes,10:44,4.0,3.0
Near North,04/16/2018,2.0,Howe,45.003352,"2322 Irving Ave N,Minneapolis,MN",-93.298886,Jordan,10:48,1.0,5.0
Northeast,04/16/2018,2.0,Howe,44.991295,"214 5th St NE,Minneapolis,MN",-93.25571,St. Anthony West,10:49,2.0,3.0
Near North,04/16/2018,2.0,Howe,45.002097,"2214 girard ave n,Minneapolis,MN",-93.29688399999999,Jordan,10:57,1.0,5.0
Powderhorn,04/16/2018,2.0,Howe,44.942735,"3412 15th ave,Minneapolis,MN",-93.257165,Powderhorn Park,10:57,6.0,9.0
Northeast,04/16/2018,2.0,Howe,44.998012,"812 5th St NE,Minneapolis,MN",-93.260003,St. Anthony West,10:59,2.0,3.0
Central,04/16/2018,2.0,Howe,44.966514000000004,"110 oak Grove St,Minneapolis,MN",-93.280191,Loring Park,11:00,3.0,7.0
Northeast,04/16/2018,2.0,Howe,44.992468,"316 5th st ne,Minneapolis,MN",-93.256214,St. Anthony West,11:00,2.0,3.0
Central,04/16/2018,2.0,Howe,44.968506,"1302 spruce pl,Minneapolis,MN",-93.28114000000001,Loring Park,11:01,3.0,7.0
Central,04/16/2018,2.0,Howe,44.965964,"200 Clifton ave,Minneapolis,MN",-93.282739,Loring Park,11:02,3.0,7.0
Powderhorn,04/16/2018,2.0,Howe,44.945142,"3138 19th ave s,Minneapolis,MN",-93.24512800000001,Corcoran,11:03,6.0,9.0
