Location,Latitude,Longitude,Ward,Community,Neighborhood,Tow_Zone,Day,Date,Time,Emergency
2508 10TH AVE S,44.956928999999995,-93.2601,9,Phillips,Midtown Phillips,3,2,01/29/2019,00:00,Quincy
2404 10TH AVE S,44.958859000000004,-93.260058,9,Phillips,Midtown Phillips,3,2,01/29/2019,00:00,Quincy
2402 10TH AVE S,44.958983,-93.26008900000001,9,Phillips,Midtown Phillips,3,2,01/29/2019,00:00,Quincy
2102 ELLIOT AVE,44.961596,-93.261157,6,Phillips,Ventura Village,3,2,01/29/2019,00:00,Quincy
2008 ELLIOT AVE S,44.962392,-93.261139,6,Phillips,Ventura Village,3,2,01/29/2019,00:00,Quincy
2422 ELLIOT AVE S,44.958258,-93.261321,9,Phillips,Midtown Phillips,3,2,01/29/2019,00:00,Quincy
2450 ELLIOT AVE S,44.958047,-93.261362,9,Phillips,Midtown Phillips,3,2,01/29/2019,00:00,Quincy
2450 ELLIOT AVE S,44.957914,-93.261326,9,Phillips,Midtown Phillips,3,2,01/29/2019,00:00,Quincy
2816 COLUMBUS AVE S,44.951349,-93.263976,6,Phillips,Phillips West,3,2,01/29/2019,00:00,Quincy
2812 COLUMBUS AVE S,44.951464,-93.263971,6,Phillips,Phillips West,3,2,01/29/2019,00:00,Quincy
2640 COLUMBUS AVE S,44.954212,-93.26391600000001,6,Phillips,Phillips West,3,2,01/29/2019,00:00,Quincy
2636 COLUMBUS AVE S,44.95427,-93.26393900000001,6,Phillips,Phillips West,3,2,01/29/2019,00:00,Quincy
2634 COLUMBUS AVE S,44.954344,-93.263941,6,Phillips,Phillips West,3,2,01/29/2019,00:00,Quincy
2630 COLUMBUS AVE S,44.954425,-93.263942,6,Phillips,Phillips West,3,2,01/29/2019,00:00,Quincy
2628 COLUMBUS AVE S,44.954468,-93.264015,6,Phillips,Phillips West,3,2,01/29/2019,00:00,Quincy
2628 COLUMBUS AVE S,44.954483,-93.263963,6,Phillips,Phillips West,3,2,01/29/2019,00:00,Quincy
2622 COLUMBUS AVE S,44.954715,-93.26396,6,Phillips,Phillips West,3,2,01/29/2019,00:00,Quincy
2526 COLUMBUS AVE S,44.955869,-93.263901,6,Phillips,Phillips West,3,2,01/29/2019,00:00,Quincy
2010 OAKLAND AVE S,44.962278999999995,-93.26643100000001,6,Phillips,Ventura Village,3,2,01/29/2019,00:00,Quincy
2006 OAKLAND AVE S,44.962512,-93.26645500000001,6,Phillips,Ventura Village,3,2,01/29/2019,00:00,Quincy
2004 OAKLAND AVE S,44.962526000000004,-93.266432,6,Phillips,Ventura Village,3,2,01/29/2019,00:00,Quincy
2002 OAKLAND AVE S,44.962516,-93.266441,6,Phillips,Ventura Village,3,2,01/29/2019,00:00,Quincy
2110 OAKLAND AVE S,44.961535,-93.266439,6,Phillips,Ventura Village,3,2,01/29/2019,00:00,Quincy
2114 OAKLAND AVE S,44.961475,-93.266459,6,Phillips,Ventura Village,3,2,01/29/2019,00:00,Quincy
2116 OAKLAND AVE S,44.961443,-93.266447,6,Phillips,Ventura Village,3,2,01/29/2019,00:00,Quincy
2120 OAKLAND AVE S,44.961209999999994,-93.266414,6,Phillips,Ventura Village,3,2,01/29/2019,00:00,Quincy
2414 OAKLAND AVE S,44.958711,-93.266349,6,Phillips,Phillips West,3,2,01/29/2019,00:00,Quincy
2416 OAKLAND AVE S,44.958484999999996,-93.26635999999999,6,Phillips,Phillips West,3,2,01/29/2019,00:00,Quincy
2424 OAKLAND AVE S,44.958273999999996,-93.266425,6,Phillips,Phillips West,3,2,01/29/2019,00:00,Quincy
2426 OAKLAND AVE S,44.958236,-93.266432,6,Phillips,Phillips West,3,2,01/29/2019,00:00,Quincy
2428 OAKLAND AVE S,44.958201,-93.266424,6,Phillips,Phillips West,3,2,01/29/2019,00:00,Quincy
2430 OAKLAND AVE S,44.957972,-93.26644,6,Phillips,Phillips West,3,2,01/29/2019,00:00,Quincy
2432 OAKLAND AVE S,44.957955,-93.26644,6,Phillips,Phillips West,3,2,01/29/2019,00:00,Quincy
2504 OAKLAND AVE S,44.957005,-93.266357,6,Phillips,Phillips West,3,2,01/29/2019,00:00,Quincy
2508 OAKLAND AVE S,44.956918,-93.266369,6,Phillips,Phillips West,3,2,01/29/2019,00:00,Quincy
2932 OAKLAND AVE S,44.949189000000004,-93.26646600000001,6,Phillips,Phillips West,3,2,01/29/2019,00:00,Quincy
2938 OAKLAND AVE S,44.948962,-93.26649300000001,6,Phillips,Phillips West,3,2,01/29/2019,00:00,Quincy
2940 OAKLAND AVE S,44.948968,-93.26651,6,Phillips,Phillips West,3,2,01/29/2019,00:00,Quincy
2942 OAKLAND AVE S,44.948869,-93.266494,6,Phillips,Phillips West,3,2,01/29/2019,00:00,Quincy
2932 3RD AVE S,44.948949,-93.272826,6,Phillips,Phillips West,3,2,01/29/2019,00:00,Quincy
2926 3RD AVE S,44.948606,-93.272911,6,Phillips,Phillips West,3,2,01/29/2019,00:00,Quincy
2918 CLINTON AVE S,44.949427,-93.271576,6,Phillips,Phillips West,3,2,01/29/2019,00:00,Quincy
2918 CLINTON AVE S,44.949391,-93.27157,6,Phillips,Phillips West,3,2,01/29/2019,00:00,Quincy
2120 COLFAX AVE S,44.961158000000005,-93.29185,10,Calhoun Isle,Lowry Hill East,3,2,01/29/2019,00:00,Quincy
2312 COLFAX AVE S,44.959661,-93.291848,10,Calhoun Isle,Lowry Hill East,3,2,01/29/2019,00:00,Quincy
2500 COLFAX AVE S,44.957162,-93.29186700000001,10,Calhoun Isle,Lowry Hill East,3,2,01/29/2019,00:00,Quincy
2502 COLFAX AVE S,44.957113,-93.29186800000001,10,Calhoun Isle,Lowry Hill East,3,2,01/29/2019,00:00,Quincy
2710 COLFAX AVE S,44.955071000000004,-93.291875,10,Calhoun Isle,Lowry Hill East,3,2,01/29/2019,00:00,Quincy
2728 COLFAX AVE S,44.952735,-93.291962,10,Calhoun Isle,Lowry Hill East,3,2,01/29/2019,00:00,Quincy
2800 COLFAX AVE S,44.951678,-93.291877,10,Calhoun Isle,Lowry Hill East,3,2,01/29/2019,00:00,Quincy
2906 COLFAX AVE S,44.949809,-93.291917,10,Calhoun Isle,Lowry Hill East,3,2,01/29/2019,00:00,Quincy
2908 COLFAX AVE S,44.949801,-93.291942,10,Calhoun Isle,Lowry Hill East,3,2,01/29/2019,00:00,Quincy
2910 COLFAX AVE S,44.949666,-93.291938,10,Calhoun Isle,Lowry Hill East,3,2,01/29/2019,00:00,Quincy
2912 COLFAX AVE S,44.949526,-93.291921,10,Calhoun Isle,Lowry Hill East,3,2,01/29/2019,00:00,Quincy
2916 COLFAX AVE S,44.949505,-93.291928,10,Calhoun Isle,Lowry Hill East,3,2,01/29/2019,00:00,Quincy
2918 COLFAX AVE S,44.949162,-93.291951,10,Calhoun Isle,Lowry Hill East,3,2,01/29/2019,00:00,Quincy
2920 COLFAX AVE S,44.949095,-93.291937,10,Calhoun Isle,Lowry Hill East,3,2,01/29/2019,00:00,Quincy
2932 COLFAX AVE S,44.949028000000006,-93.29195,10,Calhoun Isle,Lowry Hill East,3,2,01/29/2019,00:00,Quincy
2934 COLFAX AVE S,44.948863,-93.291928,10,Calhoun Isle,Lowry Hill East,3,2,01/29/2019,00:00,Quincy
2936 COLFAX AVE S,44.948840000000004,-93.29195,10,Calhoun Isle,Lowry Hill East,3,2,01/29/2019,00:00,Quincy
2944 COLFAX AVE S,44.948655,-93.291917,10,Calhoun Isle,Lowry Hill East,3,2,01/29/2019,00:00,Quincy
2948 COLFAX AVE S,44.948674,-93.291958,10,Calhoun Isle,Lowry Hill East,3,2,01/29/2019,00:00,Quincy
2822 ALDRICH AVE S,44.950664,-93.28936999999999,10,Calhoun Isle,Lowry Hill East,3,2,01/29/2019,00:00,Quincy
2752 ALDRICH AVE S,44.952332,-93.289362,10,Calhoun Isle,Lowry Hill East,3,2,01/29/2019,00:00,Quincy
2750 ALDRICH AVE S,44.952394,-93.289361,10,Calhoun Isle,Lowry Hill East,3,2,01/29/2019,00:00,Quincy
2422 ALDRICH AVE S,44.958279,-93.28931800000001,10,Calhoun Isle,Lowry Hill East,3,2,01/29/2019,00:00,Quincy
2324 ALDRICH AVE S,44.959431,-93.289374,10,Calhoun Isle,Lowry Hill East,3,2,01/29/2019,00:00,Quincy
2308 ALDRICH AVE S,44.959628,-93.289351,10,Calhoun Isle,Lowry Hill East,3,2,01/29/2019,00:00,Quincy
2222 ALDRICH AVE S,44.959961,-93.289342,10,Calhoun Isle,Lowry Hill East,3,2,01/29/2019,00:00,Quincy
2212 ALDRICH AVE S,44.960353000000005,-93.289293,10,Calhoun Isle,Lowry Hill East,3,2,01/29/2019,00:00,Quincy
2205 ALDRICH AVE S,44.960627,-93.289301,10,Calhoun Isle,Lowry Hill East,3,2,01/29/2019,00:00,Quincy
2120 ALDRICH AVE S,44.961282000000004,-93.289283,10,Calhoun Isle,Lowry Hill East,3,2,01/29/2019,00:00,Quincy
2110 ALDRICH AVE S,44.96161,-93.289302,10,Calhoun Isle,Lowry Hill East,3,2,01/29/2019,00:00,Quincy
1924 ALDRICH AVE S,44.962937,-93.289355,10,Calhoun Isle,Lowry Hill East,3,2,01/29/2019,00:00,Quincy
1920 ALDRICH AVE S,44.963066,-93.289358,10,Calhoun Isle,Lowry Hill East,3,2,01/29/2019,00:00,Quincy
2310 HARRIET AVE S,44.959565000000005,-93.285507,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2318 HARRIET AVE S,44.959431,-93.28554100000001,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2320 HARRIET AVE S,44.959368,-93.285526,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2324 HARRIET AVE S,44.959284999999994,-93.285507,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2406 HARRIET AVE S,44.958818,-93.285538,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2440 HARRIET AVE S,44.957753000000004,-93.28554,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2444 HARRIET AVE S,44.957612,-93.285524,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2504 HARRIET AVE S,44.95705,-93.285487,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2902 HARRIET AVE S,44.949978,-93.285563,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2904 HARRIET AVE S,44.949951,-93.285527,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2114 HARRIET AVE S,44.961328,-93.285487,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2112 HARRIET AVE S,44.96136,-93.28546700000001,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2108 HARRIET AVE S,44.961677,-93.285484,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2006 HARRIET AVE S,44.962406,-93.2855,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2008 HARRIET AVE S,44.962292,-93.28550899999999,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2000 PLEASANT AVE,44.962385999999995,-93.282964,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
914 17TH ST E,44.966623,-93.260087,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
912 17TH ST E,44.966547999999996,-93.26025,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
820 13TH AVE S,44.968185,-93.256141,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
812 13TH AVE S,44.96821,-93.2559,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
806 13TH AVE S,44.968298,-93.256039,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
1104 15TH ST E,44.968140000000005,-93.25775,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
1108 15TH ST E,44.968191,-93.257635,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
1110 15TH ST E,44.968175,-93.257683,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
1524 ELLIOT AVE,44.967231,-93.261003,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
1522 ELLIOT AVE,44.967244,-93.26105600000001,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
1518 ELLIOT AVE,44.967416,-93.261338,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
1514 ELLIOT AVE,44.9674,-93.26132199999999,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
1508 ELLIOT AVE,44.967626,-93.261161,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
1500 ELLIOT AVE,44.967836,-93.26098,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
1612 10TH AVE S,44.966909,-93.25938000000001,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
1500 10TH AVE S,44.967781,-93.259712,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
1416 10TH AVE S,44.9681,-93.25995,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
1412 10TH AVE S,44.968118,-93.25978,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
1410 10TH AVE S,44.968302,-93.259876,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
1408 10TH AVE S,44.968103,-93.259732,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
1406 10TH AVE S,44.968395,-93.259945,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
1402 10TH AVE S,44.9688,-93.26005699999999,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
1402 10TH AVE S,44.969097,-93.258794,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
1400 10TH AVE S,44.968236,-93.259692,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
916 15TH ST E,44.968018,-93.26048,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
906 15TH ST E,44.967939,-93.26047,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
902 15TH ST E,44.967945,-93.260582,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
900 15TH ST E,44.968,-93.260711,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
5348 1ST AVE S,44.905617,-93.27677,11,Southwest,Tangletown,5,2,01/29/2019,00:00,Quincy
6128 WENTWORTH AVE S,44.891092,-93.280688,11,Southwest,Windom,5,2,01/29/2019,00:00,Quincy
6114 WENTWORTH AVE S,44.891596,-93.280688,11,Southwest,Windom,5,2,01/29/2019,00:00,Quincy
6112 WENTWORTH AVE S,44.891864,-93.28069,11,Southwest,Windom,5,2,01/29/2019,00:00,Quincy
5406 BLAISDELL AVE S,44.903877,-93.279351,11,Southwest,Windom,5,2,01/29/2019,00:00,Quincy
5500 BLAISDELL AVE S,44.903099,-93.27935,11,Southwest,Windom,5,2,01/29/2019,00:00,Quincy
5704 PILLSBURY AVE,44.899373,-93.28188399999999,11,Southwest,Windom,5,2,01/29/2019,00:00,Quincy
5326 HARRIET AVE S,44.90558,-93.285737,11,Southwest,Tangletown,5,2,01/29/2019,00:00,Quincy
5550 GRAND AVE S,44.901882,-93.284504,11,Southwest,Windom,5,2,01/29/2019,00:00,Quincy
2100 PLEASANT AVE,44.96174,-93.282926,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2102 PLEASANT AVE,44.961663,-93.282934,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2110 PLEASANT AVE,44.961394,-93.282949,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2212 PLEASANT AVE,44.96116,-93.282946,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2212 PLEASANT AVE,44.960390999999994,-93.282954,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2214 PLEASANT AVE,44.960343,-93.282944,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2320 PLEASANT AVE,44.959514,-93.282961,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2432 PLEASANT AVE,44.958690000000004,-93.282974,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2432 PLEASANT AVE,44.95799,-93.282958,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2450 PLEASANT AVE,44.957444,-93.28293000000001,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2602 PLEASANT AVE,44.955112,-93.282961,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2606 PLEASANT AVE,44.955102000000004,-93.282965,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2620 PLEASANT AVE,44.954636,-93.282963,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2622 PLEASANT AVE,44.954576,-93.28296999999999,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2630 PLEASANT AVE,44.954347999999996,-93.282976,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2638 PLEASANT AVE,44.954152,-93.282965,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2642 PLEASANT AVE,44.954152,-93.282962,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2646 PLEASANT AVE,44.954046999999996,-93.28294100000001,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2648 PLEASANT AVE,44.954046000000005,-93.282934,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2732 PLEASANT AVE,44.952612,-93.283019,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2530 PLEASANT AVE,44.956364,-93.282989,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2522 PLEASANT AVE,44.956546,-93.282981,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2520 PLEASANT AVE,44.956714,-93.282988,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2512 PLEASANT AVE,44.956948,-93.28298000000001,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2512 PLEASANT AVE,44.957268,-93.282984,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2726 PLEASANT AVE,44.952712,-93.283002,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2802 PLEASANT AVE,44.951715,-93.283063,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2808 PLEASANT AVE,44.951558,-93.283072,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2820 PLEASANT AVE,44.951274,-93.28302,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2830 PLEASANT AVE,44.950996,-93.283036,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2828 PLEASANT AVE,44.951015999999996,-93.283035,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2826 PLEASANT AVE,44.951055,-93.28303199999999,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2824 PLEASANT AVE,44.951038,-93.283038,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
808 15TH ST E,44.967786,-93.262375,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
806 15TH ST E,44.967788,-93.262346,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
802 15TH ST E,44.96779,-93.262389,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
608 16TH ST E,44.967303,-93.267032,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
610 16TH ST E,44.967119,-93.266796,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
612 16TH ST E,44.967216,-93.26668599999999,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
614 16TH ST E,44.967158000000005,-93.266757,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
616 16TH ST E,44.967083,-93.26657,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
618 16TH ST E,44.967239,-93.266604,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
620 16TH ST E,44.967126,-93.266616,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
628 16TH ST E,44.967253,-93.265346,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
710 16TH ST E,44.967402,-93.26437800000001,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
712 16TH ST E,44.967382,-93.264296,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
728 16TH ST E,44.96723,-93.263306,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
734 16TH ST E,44.967285,-93.263302,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
736 16TH ST E,44.967292,-93.26319000000001,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
742 16TH ST E,44.96727,-93.262836,6,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
1002 PARK AVENUE FRT. RD.,44.969446000000005,-93.264372,7,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
1006 PARK AVENUE FRT. RD.,44.969451,-93.264495,7,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
1016 PARK AVENUE FRT. RD.,44.969332,-93.264938,7,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
1020 PARK AVENUE FRT. RD.,44.96921,-93.264712,7,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
608 14TH ST E,44.969142,-93.267514,7,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
514 14TH ST E,44.969023,-93.268367,7,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
506 14TH ST E,44.969032,-93.268478,7,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
1406 5TH AVE S,44.968721,-93.268823,7,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
1410 5TH AVE S,44.968672999999995,-93.268775,7,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
1422 5TH AVE S,44.968407,-93.268532,7,Central,Elliot Park,3,2,01/29/2019,00:00,Quincy
1430 5TH AVE S,44.965678000000004,-93.270933,6,Central,Steven's Square - Loring Heights,3,2,01/29/2019,00:00,Quincy
316 CLIFTON AVE,44.96629,-93.28452,7,Central,Loring Park,3,2,01/29/2019,00:00,Quincy
314 CLIFTON AVE,44.966235,-93.284616,7,Central,Loring Park,3,2,01/29/2019,00:00,Quincy
312 CLIFTON AVE,44.966176000000004,-93.283934,7,Central,Loring Park,3,2,01/29/2019,00:00,Quincy
308 CLIFTON AVE,44.966073,-93.283879,7,Central,Loring Park,3,2,01/29/2019,00:00,Quincy
304 CLIFTON AVE,44.965906,-93.283594,7,Central,Loring Park,3,2,01/29/2019,00:00,Quincy
302 CLIFTON AVE,44.966138,-93.283517,7,Central,Loring Park,3,2,01/29/2019,00:00,Quincy
302 CLIFTON AVE,44.96607,-93.283536,7,Central,Loring Park,3,2,01/29/2019,00:00,Quincy
300 CLIFTON AVE,44.96591,-93.283537,7,Central,Loring Park,3,2,01/29/2019,00:00,Quincy
234 CLIFTON AVE,44.966212,-93.283303,7,Central,Loring Park,3,2,01/29/2019,00:00,Quincy
236 CLIFTON AVE,44.966088,-93.282962,7,Central,Loring Park,3,2,01/29/2019,00:00,Quincy
102 CLIFTON AVE,44.965088,-93.28347,7,Central,Loring Park,3,2,01/29/2019,00:00,Quincy
10 DELL PL,44.965802000000004,-93.28564200000001,7,Central,Loring Park,3,2,01/29/2019,00:00,Quincy
8 DELL PL,44.965732,-93.285522,7,Central,Loring Park,3,2,01/29/2019,00:00,Quincy
6 DELL PL,44.965913,-93.285664,7,Central,Loring Park,3,2,01/29/2019,00:00,Quincy
2 DELL PL,44.965764,-93.285537,7,Central,Loring Park,3,2,01/29/2019,00:00,Quincy
10 OAK GROVE ST,44.966515,-93.27898499999999,7,Central,Loring Park,3,2,01/29/2019,00:00,Quincy
3214 LOGAN AVE N,45.01378,-93.303185,4,Camden,Folwell,1,2,01/29/2019,00:00,Quincy
3318 LOGAN AVE N,45.015661,-93.303173,4,Camden,Folwell,1,2,01/29/2019,00:00,Quincy
3334 LOGAN AVE N,45.016024,-93.303174,4,Camden,Folwell,1,2,01/29/2019,00:00,Quincy
3346 LOGAN AVE N,45.01655,-93.303167,4,Camden,Folwell,1,2,01/29/2019,00:00,Quincy
3342 LOGAN AVE N,45.016333,-93.303177,4,Camden,Folwell,1,2,01/29/2019,00:00,Quincy
3416 LOGAN AVE N,45.017299,-93.30310899999999,4,Camden,Folwell,1,2,01/29/2019,00:00,Quincy
3416 LOGAN AVE N,45.017371000000004,-93.303161,4,Camden,Folwell,1,2,01/29/2019,00:00,Quincy
3418 LOGAN AVE N,45.017413,-93.303162,4,Camden,Folwell,1,2,01/29/2019,00:00,Quincy
3646 LOGAN AVE N,45.019995,-93.30311800000001,4,Camden,Folwell,1,2,01/29/2019,00:00,Quincy
3700 LOGAN AVE N,45.022399,-93.303187,4,Camden,Folwell,1,2,01/29/2019,00:00,Quincy
3710 LOGAN AVE N,45.022588,-93.303221,4,Camden,Folwell,1,2,01/29/2019,00:00,Quincy
3742 LOGAN AVE N,45.023564,-93.303207,4,Camden,Folwell,1,2,01/29/2019,00:00,Quincy
3450 KNOX AVE N,45.018258,-93.301907,4,Camden,Folwell,1,2,01/29/2019,00:00,Quincy
3220 KNOX AVE N,45.0141,-93.301937,4,Camden,Folwell,1,2,01/29/2019,00:00,Quincy
1028 19TH ST E,44.963909,-93.258424,6,Phillips,Ventura Village,3,2,01/29/2019,00:00,Quincy
1030 19TH ST E,44.964044,-93.258409,6,Phillips,Ventura Village,3,2,01/29/2019,00:00,Quincy
1120 19TH ST E,44.964071000000004,-93.256977,6,Phillips,Ventura Village,3,2,01/29/2019,00:00,Quincy
1310 19TH ST E,44.96391,-93.25610400000001,6,Phillips,Ventura Village,3,2,01/29/2019,00:00,Quincy
1314 19TH ST E,44.964016,-93.255724,6,Phillips,Ventura Village,3,2,01/29/2019,00:00,Quincy
1404 19TH ST E,44.963898,-93.255195,6,Phillips,Ventura Village,3,2,01/29/2019,00:00,Quincy
712 18TH ST E,44.965410999999996,-93.265098,6,Phillips,Ventura Village,3,2,01/29/2019,00:00,Quincy
612 18TH ST E,44.965118,-93.266663,6,Phillips,Ventura Village,3,2,01/29/2019,00:00,Quincy
1522 18TH ST E,44.964856,-93.25292900000001,6,Phillips,Ventura Village,3,2,01/29/2019,00:00,Quincy
1928 15TH AVE S,44.962956,-93.253951,6,Phillips,Ventura Village,3,2,01/29/2019,00:00,Quincy
1924 15TH AVE S,44.963032,-93.253698,6,Phillips,Ventura Village,3,2,01/29/2019,00:00,Quincy
1922 15TH AVE S,44.963333,-93.253714,6,Phillips,Ventura Village,3,2,01/29/2019,00:00,Quincy
1920 15TH AVE S,44.963023,-93.253776,6,Phillips,Ventura Village,3,2,01/29/2019,00:00,Quincy
1918 15TH AVE S,44.963485,-93.253888,6,Phillips,Ventura Village,3,2,01/29/2019,00:00,Quincy
1910 15TH AVE S,44.963426,-93.25398,6,Phillips,Ventura Village,3,2,01/29/2019,00:00,Quincy
1906 15TH AVE S,44.963718,-93.253865,6,Phillips,Ventura Village,3,2,01/29/2019,00:00,Quincy
1904 15TH AVE S,44.963778999999995,-93.25393199999999,6,Phillips,Ventura Village,3,2,01/29/2019,00:00,Quincy
1900 15TH AVE S,44.963824,-93.254044,6,Phillips,Ventura Village,3,2,01/29/2019,00:00,Quincy
1806 14TH AVE S,44.964752000000004,-93.25547399999999,6,Phillips,Ventura Village,3,2,01/29/2019,00:00,Quincy
1822 14TH AVE S,44.964159,-93.255514,6,Phillips,Ventura Village,3,2,01/29/2019,00:00,Quincy
1824 14TH AVE S,44.964137,-93.25534,6,Phillips,Ventura Village,3,2,01/29/2019,00:00,Quincy
